ID,難易度,四字熟語,読み,別読み,問題,問題読み,解答,別答,解答読み,出典,意味
D0829,◆２,連璧賁臨,れんぺきひりん,,連璧,れんぺき,賁臨,,ひりん,＊『不明』,"➡連璧賁臨（れんぺきひりん）
二人の客が同時に来るのをいう。〈漢検四字熟語辞典〉
★「連璧」は、客が続いて来るのを二つ対の玉に準(ﾅｿﾞﾗ)えたもので、才徳のすぐれた二人の友の意。
★「賁臨」は、人が訪問してくることの敬称。光臨に同じ。賁は飾の意で、来て光彩を添える意。"
D0830,◆２,三跪九叩,さんききゅうこう,,九叩,きゅうこう,三跪,,さんき,＊『不明』,"➡三跪九叩（さんききゅうこう）
清朝の敬礼法。〈漢検四字熟語辞典〉
★三度跪(ﾋｻﾞﾏｽﾞ)き、九度頭を地につけて拝礼すること。
類：三跪九拝（さんききゅうはい）／類：三拝九叩（さんぱいきゅうこう）／類：平身低頭（へいしんていとう）"
D0831,◆２,敲氷求火,こうひょうきゅうか,,求火,きゅうか,敲氷,,こうひょう,＊『大光明蔵経』,"➡敲氷求火（こうひょうきゅうか）
方法を見誤ったり見当違いのことをしても目的は達せられないたとえ。見当違いの無理な望みをもつこと。〈漢検四字熟語辞典〉
★氷を敲(ﾀﾀ)いて火をおこそうとする意。
類：縁木求魚（えんぼくきゅうぎょ）／類：煎水作氷（せんすいさくひょう）
「氷を敲(ﾀﾀ)いて火を求む」"
D0832,◆２,撥雲見日,はつうんけんじつ,,見日,けんじつ,撥雲,,はつうん,＊『晋書-楽広伝』,"➡撥雲見日（はつうんけんじつ）
気がかりなことがなくなって希望が持てるようになること。〈漢検四字熟語辞典〉
★「撥」は、はねのける意。
★立ちこめていた暗雲が払いのけられて光明が差し、前途に希望が持てるようになるさまをいう。
類：撥雲見天（はつうんけんてん）／類：開運見日（かいうんけんじつ）
「雲を撥(ﾋﾗ)き日を見る」"
D0833,◆２,零絹尺楮,れいけんせきちょ,,零絹,れいけん,尺楮,,せきちょ,＊『不明』,"➡零絹尺楮（れいけんせきちょ）
書画の小片。絹や紙の切れ端。〈漢検四字熟語辞典〉
★「零」は、あまり･はした･わずかの意。
★「楮」は、製紙の原料コウゾのことで「尺楮」は、手紙のこと。"
D0834,◆２,蹈常襲故,とうじょうしゅうこ,,襲故,しゅうこ,蹈常,,とうじょう,＊『蘇軾-伊尹論』,"➡蹈常襲故（とうじょうしゅうこ）
今までのやり方を受け継いでその通りにして行くこと。〈漢検四字熟語辞典〉
★「蹈」は、従う、守る。
★「襲」は、受け継ぐ、継ぐ意。
★常道に従い古いしきたりを守る意から。
類：循常習故（じゅんじょうしゅうこ）／類：蹈常習故（とうじょうしゅうこ）
「常(ﾂﾈ)を蹈(ﾌ)んで故(ｺ)を襲(ｵｿ)う」"
D0835,◆２,按図索驥,あんずさくき,,按図,あんず,索驥,,さくき,＊『漢書-梅福伝』,"➡按図索驥（あんずさくき）
理論だけの実際には役立たない考えや意見の事。机上の空論。〈漢検四字熟語辞典〉
★馬に乗ったこともないのに、絵や書物の知識だけで、優秀な馬（驥）を見つけようとすること。
類：按図索駿（あんずさくしゅん）
「図を按(ｱﾝ)じて驥(ｷ)を索(ﾓﾄ)む」"
D0836,◆２,濯纓濯足,たくえいたくそく,,濯足,たくそく,濯纓,,たくえい,＊『楚辞-漁父』,"➡濯纓濯足（たくえいたくそく）
世の成り行きに応じて進退すること。また、善行をすれば尊ばれ、悪行をすれば卑しまれるということ。また、世俗を超越すること。〈漢検四字熟語辞典〉
★「濯」は、洗う、すすぐ意。
★水が澄んでいれば纓(冠の紐)を洗い、水が濁っていれば汚れた足を洗うという意から。
★「滄浪(ｿｳﾛｳ)の水清(ｽ)まば以て吾(ﾜ)が纓(ｴｲ)を濯(ｱﾗ)う可(ﾍﾞ)し、滄浪の水濁(ﾆｺﾞ)らば以て吾が足を濯う可し」"
D0837,◆２,跂行喙息,きこうかいそく,,跂行,きこう,喙息,,かいそく,＊『漢書-公孫弘伝』,"➡跂行喙息（きこうかいそく）
生き物のこと。特に虫や鳥の類をいう。〈漢検四字熟語辞典〉
★「跂行」は、虫などが這い歩くこと。また、足で歩くこと。
★「喙息」は、口で息をするものの意。"
D0838,◆２,鳳凰于飛,ほうおううひ,,鳳凰,ほうおう,于飛,,うひ,＊『詩経-大雅･巻阿』,"➡鳳凰于飛／鳳皇于飛（ほうおううひ）
夫婦の仲がむつまじいこと。〈漢検四字熟語辞典〉
★「于」は、助字で、「ここに」と読む。
★雌雄の鳳凰がつがいとなって仲良く飛ぶ意。
「鳳凰于(ｺｺ)に飛ぶ」
類：鴛鴦交頸（えんこうこうけい）／類：鴛鴦之契（えんおうのちぎり）／類：比翼連理（ひよくれんり）／類：比翼双飛（ひよくそうひ）"
D0839,◆２,同袍同沢,どうほうどうたく,,同沢,どうたく,同袍,,どうほう,＊『詩経-秦風･無衣』,"➡同袍同沢（どうほうどうたく）
苦労を共にする親密な友。また、戦友のこと。〈漢検四字熟語辞典〉
★「袍」は、綿入れ。
★「沢」は、肌着。
★一枚の綿入れや、肌着を貸したりして助け合うこと。衣服を共にする意から。"
D0840,◆２,鑿窓啓牖,さくそうけいゆう,,鑿窓,さくそう,啓牖,,けいゆう,＊『論衡-別通』,"➡鑿窓啓牖（さくそうけいゆう）
さまざまな考え方に学んで、見識を広めること。〈漢検四字熟語辞典〉
★窓をあけて外光をたくさん探り入れる意から。
「窓を鑿(ｳｶﾞ)ち牖(ﾏﾄﾞ)を啓(ﾋﾗ)く」"
D0841,◆２,濁流滾滾,だくりゅうこんこん,,濁流,だくりゅう,滾滾,,こんこん,＊『不明』,"➡濁流滾滾（だくりゅうこんこん）
濁った水が盛んに流れるさま。〈漢検四字熟語辞典〉
★「濁流」は、濁った水の流れのこと。
★「滾滾」は、水が盛んに流れる意。"
D0842,◆２,鄒魯遺風,すうろいふう,,遺風,いふう,鄒魯,,すうろ,＊『梁書-羊侃伝』,"➡鄒魯遺風（すうろいふう）
孔子と孟子のおしえのこと。儒教のこと。〈漢検四字熟語辞典〉
★「鄒」は、孟子の出生地。「魯」は、孔子の出生地。
★「遺風」は、後世に残された教えの意。
類：鄒魯之学（すうろのがく）"
D0843,◆２,朽木糞牆,きゅうぼくふんしょう,,朽木,きゅうぼく,糞牆,糞墻,ふんしょう,＊『論語-公冶長』,"➡朽木糞牆／朽木糞墻（きゅうぼくふんしょう）
どうにも手の施しようがないことをいう。〈日本国語大辞典〉
精神の腐敗した人は、教育しがたいことにいう。〈大辞林〉
★朽ちた木は彫刻できず、腐った壁は塗り替えができない意。
「朽木は雕(ｴ)るべからず、糞土(ﾌﾝﾄﾞ)の牆(ｼｮｳ)は杇(ﾇ)るべからず」
類：朽木糞土（きゅうぼくふんど）"
D0844,◆２,馮異大樹,ふういたいじゅ,,大樹,たいじゅ,馮異,,ふうい,＊『蒙求-馮異大樹』,"➡馮異大樹（ふういたいじゅ）
おごりたかぶらない人のたとえ。〈漢検四字熟語辞典〉
★「馮異」は、後漢の将軍。
★馮異は謙譲の徳を持ち、諸将が手柄話をする時はいつも大樹の下に遠のいていたので、軍中では彼のことを大樹将軍とあだ名されたという。"
D0845,◆２,竜驤麟振,りょうじょうりんしん,りゅうじょうりんしん,麟振,りんしん,竜驤,,りょうじょう,＊『晋書-段灼伝』,"➡竜驤麟振（りょうじょうりんしん／りゅうじょうりんしん）
首を高く上げて竜のように上り、麒麟が勢いよくふるい立つように、威勢や勢力の盛んなたとえ。一説に、勢力･仁徳ともに備わるたとえ。〈漢検四字熟語辞典〉
★「驤」は、上がる意。首を上げて天に上がること。"
D0846,◆２,渭樹江雲,いじゅこううん,,江雲,こううん,渭樹,,いじゅ,＊『杜甫-詩･春日憶李白』,"➡渭樹江雲（いじゅこううん）
遠くにいる友人を思う情が切なこと。〈漢検四字熟語辞典〉
★渭水のほとりの樹木と長江(揚子江)の空にたなびく雲の意。渭水のほとりと長江のほとりに分かれ、お互いに思いを馳せる意から。
類：暮雲春樹（ぼうんしゅんじゅ）
★"
D0847,◆２,振臂一呼,しんぴいっこ,,一呼,いっこ,振臂,,しんぴ,＊『李陵-答蘇武書』,"➡振臂一呼（しんぴいっこ）
つとめてみずから奮起するたとえ。〈漢検四字熟語辞典〉
★「臂」は、ひじ、うで。
★腕を振るい声を上げて自分を奮い立たせることをいう。
「臂(ﾋ)を振るいて一呼する」"
D0848,◆２,曠世不羈,こうせいふき,,曠世,こうせい,不羈,,ふき,＊『文選･孫楚-為石仲容与孫皓書』,"➡曠世不羈（こうせいふき）
長く手なずけることができないこと。〈漢検四字熟語辞典〉
★「曠世」は、久しくの意。
★「不羈」は、なにものにも拘束されない意。"
D0849,◆２,伊尹負鼎,いいんふてい,,負鼎,ふてい,伊尹,,いいん,＊『蒙求-伊尹負鼎』,"➡伊尹負鼎（いいんふてい）
大望の為に身を落とすたとえ。〈漢検四字熟語辞典〉
★「伊尹」は、中国殷代の賢宰相。
★伊尹は、殷の湯王(ﾄｳｵｳ)に仕えるため鼎を背負い（負鼎）料理人として近づき、ついに志を果たして宰相になったという故事から。"
D0850,◆２,苟且偸安,こうしょとうあん,,偸安,とうあん,苟且,,こうしょ,＊『牧野富太郎-牧野富太郎自叙伝』,"➡苟且偸安（こうしょとうあん）
物事をなおざりにして一時の安楽をむさぼること。〈漢検四字熟語辞典〉
★「苟」と「且」は、かりそめ･なおざりの意。
★「偸安」は、目前の安楽をむさぼること、一時のがれをすること。"
D0851,◆２,雪萼霜葩,せつがくそうは,,雪萼,せつがく,霜葩,,そうは,＊『不明』,"➡雪萼霜葩（せつがくそうは）
梅のこと。〈漢検四字熟語辞典〉
★「萼」は、がく。つぼみのとき花弁(ﾊﾅﾋﾞﾗ)を外側から包んでいるもの。うてな。
★「葩」は、花の意。
★雪や霜のように白く、雪や霜を凌いで咲くのでいう。
類：雪裏清香（せつりせいこう）／類：氷姿雪魄（ひょうしせっぱく）"
D0852,◆２,深厲浅掲,しんれいせんけい,,深厲,しんれい,浅掲,,せんけい,＊『詩経-邶風･匏有苦葉』,"➡深厲浅掲（しんれいせんけい）
その場の状況に応じて適切な処理をすること。〈漢検四字熟語辞典〉
★「厲」は、高くあげる意。
★「掲」は、着物のすそをからげること。
★川が深ければ着物を高くたくしあげ、浅ければすそをからげて渡るということから。
類：随機応変（ずいきおうへん）／類：量体裁衣（りょうたいさいい）／類：臨機応変（りんきおうへん）
「深ければ厲(ﾚｲ)し、浅ければ掲(ｹｲ)す」"
D0853,◆２,雪萼霜葩,せつがくそうは,,霜葩,そうは,雪萼,,せつがく,＊『不明』,"➡雪萼霜葩（せつがくそうは）
梅のこと。〈漢検四字熟語辞典〉
★「萼」は、がく。つぼみのとき花弁(ﾊﾅﾋﾞﾗ)を外側から包んでいるもの。うてな。
★「葩」は、花の意。
★雪や霜のように白く、雪や霜を凌いで咲くのでいう。
類：雪裏清香（せつりせいこう）／類：氷姿雪魄（ひょうしせっぱく）"
D0854,◆２,騰蛟起鳳,とうこうきほう,,起鳳,きほう,騰蛟,,とうこう,＊『王勃-滕王閣序』,"➡騰蛟起鳳（とうこうきほう）
才能が特別すぐれていること。〈漢検四字熟語辞典〉
★「騰蛟」は、天に踊り上がる蛟竜(ｺｳﾘｮｳ:竜の一種で洪水を起こすことができるという伝説上の動物)
★「起鳳」は、飛び立つ鳳凰のこと。"
D0855,◆２,太羹玄酒,たいこうげんしゅ,,玄酒,げんしゅ,太羹,大羹,たいこう,＊『新唐書-駱賓王伝』,"➡太羹玄酒／大羹玄酒（たいこうげんしゅ）
規則のみにしばられた淡泊で面白みのない文章のたとえ。〈漢検四字熟語辞典〉
★「太羹」は、味のついていない肉汁。
★「玄酒」は、水の別名。太古、祭りのときに水を酒の代用としたところからいう。"
D0856,◆２,波詭雲譎,はきうんけつ,,雲譎,うんけつ,波詭,,はき,＊『揚雄-甘泉賦』,"➡波詭雲譎（はきうんけつ）
文章が自在で非常に巧妙なこと。〈漢検四字熟語辞典〉
★「詭」と「譎」は、あやしい、あざむく意。転じて、人の目を奪い驚かす意。
★波や雲のように自由自在に限りなく変化すること。"
D0857,◆２,玉石同匱,ぎょくせきどうき,,玉石,ぎょくせき,同匱,,どうき,＊『東方朔-七諫･謬諫』,"➡玉石同匱（ぎょくせきどうき）
よいものと悪いもの、賢者と悪者が同じように扱われて区別がつかないたとえ。〈漢検四字熟語辞典〉
★「匱」は、ひつ、木箱の意。
★玉と石が同じ箱の中で交じり合う意。
類：玉石混淆（ぎょくせきこんこう）／類：玉石雑糅（ぎょくせきざつじゅう）／類：玉石在間（ぎょくせきざいかん）"
D0858,◆２,長汀曲浦,ちょうていきょくほ,,曲浦,きょくほ,長汀,,ちょうてい,＊『太平記-五』,"➡長汀曲浦（ちょうていきょくほ）
曲がりくねって長く続いている海辺。海岸線がはるかに続いているさま。〈漢字ペディア〉
★長い汀(ﾐｷﾞﾜ)と曲がりくねった浦。"
D0859,◆２,越鳧楚乙,えつふそいつ,,楚乙,そいつ,越鳧,越鳬,えつふ,＊『南史-顧歓伝』,"➡越鳧楚乙／越鳬楚乙（えつふそいつ）
場所や人によって同じものでも呼び名が異なるたとえ。〈漢検四字熟語辞典〉
★鴻(ｵｵﾄﾘ)が、空高く飛ぶのを見て、越の国の人は鳧(ｶﾓ)と言い、楚の国の人は乙(燕)であると言った故事から。"
D0860,◆２,厥角稽首,けっかくけいしゅ,,稽首,けいしゅ,厥角,,けっかく,＊『孟子-尽心･下』,"➡厥角稽首／厥角𥡴首（けっかくけいしゅ）
相手に対して最敬礼すること。〈漢検四字熟語辞典〉
★「厥」は、ぬかずくこと。
★「角」は、額の骨。
★「稽首」は、頭を地につけて礼をする意。"
D0861,◆２,仏籬祖室,ぶつりそしつ,,祖室,そしつ,仏籬,,ぶつり,＊『俳諧-幻住菴記』,"➡仏籬祖室（ぶつりそしつ）
禅門、仏教などのこと。〈日本国語大辞典〉
★仏陀の籬(ﾏｶﾞｷ)と祖師達磨の室の意。"
D0862,◆２,斗量帚掃,とりょうそうそう,,斗量,とりょう,帚掃,,そうそう,＊『日本外史-源氏正記』,"➡斗量帚掃（とりょうそうそう）
自分のことを謙遜していう語。また、人や物が有り余るほどあること。〈漢検四字熟語辞典〉
★「斗量」は、ますで量る意。
★「帚掃」は、帚(ﾎｳｷ)で掃く意。
★ますで量り、帚で掃き捨てるほどの、大したことはない人間の意。また、それほどたくさんあること。"
D0863,◆２,朱墨爛然,しゅぼくらんぜん,,朱墨,しゅぼく,爛然,,らんぜん,＊『国朝漢学師承記･七』,"➡朱墨爛然（しゅぼくらんぜん）
学問や研究に専念することのたとえ。〈漢検四字熟語辞典〉
★勉強のために書籍に朱色の墨で入れた書き込みが、あざやかであるという意。"
D0864,◆２,傾側偃仰,けいそくえんぎょう,けいそくえんこう,傾側,けいそく,偃仰,,えんぎょう,＊『荀子-非相』,"➡傾側偃仰（けいそくえんぎょう／けいそくえんこう）
よきにつけ悪しきにつけ浮き世任せの暮らしに言う。〈漢検四字熟語辞典〉
★「傾側」は、かたむき世を随順すること。動いて定まりがないこと。
★「偃仰」は、伏したり仰いだり寝たり起きたりすること。転じて、浮き沈みすること。"
D0865,◆２,突怒偃蹇,とつどえんけん,,突怒,とつど,偃蹇,,えんけん,＊『柳宗元-鈷鉧潭記』,"➡突怒偃蹇（とつどえんけん）
岩石がごつごつと突き出た様子を人が怒った姿、またおごり高ぶるさまにたとえたもの。〈漢検四字熟語辞典〉
★「突怒」は、激しく怒るさま。
★「偃蹇」は、人のおごり高ぶるさま。"
D0866,◆２,鑿窓啓牖,さくそうけいゆう,,啓牖,けいゆう,鑿窓,,さくそう,＊『論衡-別通』,"➡鑿窓啓牖（さくそうけいゆう）
さまざまな考え方に学んで、見識を広めること。〈漢検四字熟語辞典〉
★窓をあけて外光をたくさん探り入れる意から。
「窓を鑿(ｳｶﾞ)ち牖(ﾏﾄﾞ)を啓(ﾋﾗ)く」"
D0867,◆２,豕交獣畜,しこうじゅうちく,,獣畜,じゅうちく,豕交,,しこう,＊『孟子-尽心･上』,"➡豕交獣畜（しこうじゅうちく）
人をけだもの同様に扱うこと。人を人としての礼を以て遇しないことをいう。〈漢検四字熟語辞典〉
★「豕交」は、豚とみなして交わる。
★「獣畜」は、獣とみなして養う。"
D0868,◆２,跛立箕坐,はりゅうきざ,,箕坐,きざ,跛立,,はりゅう,＊『礼記-曲礼･上』,"➡跛立箕坐（はりゅうきざ）
無作法なさま。〈漢検四字熟語辞典〉
★「跛」は、かたよる、片足で立つ。
★「箕」は、箕(ﾐ)という笊(ｻﾞﾙ)の一種で、両足を投げ出したさまがそれに似ているのでいう。
★片足で立ったり、足を投げ出して座ったりする意。"
D0869,◆２,荊釵布裙,けいさいふくん,,布裙,ふくん,荊釵,荆釵,けいさい,＊『太平魚御覧･七一八引皇甫謐-列女伝』,"➡荊釵布裙／荆釵布裙（けいさいふくん）
粗末な服装のたとえ。女性のつつましさにいう。〈漢検四字熟語辞典〉
★荊(ｲﾊﾞﾗ)の釵(ｶﾝｻﾞｼ)と、布の裙(ﾓｽｿ)の意。
★中国後漢の梁鴻(ﾘｮｳｺｳ)の妻孟光(ﾓｳｺｳ)が、いつも質素でイバラのかんざしと麻布のもすそを身に着けていたという故事から。"
D0870,◆２,既往不咎,きおうふきゅう,,既往,きおう,不咎,,ふきゅう,＊『論語-八佾』,"➡既往不咎（きおうふきゅう）
過ぎたことは咎めないということ。〈漢検四字熟語辞典〉
★「既往」は、すんでしまったこと。過去の意。
「既往は咎(ﾄｶﾞ)めず」"
D0871,◆２,瞋目張胆,しんもくちょうたん,,張胆,ちょうたん,瞋目,,しんもく,＊『史記-張耳･陳余伝』,"➡瞋目張胆（しんもくちょうたん）
おおいに勇気をうちふるうさま。〈漢検四字熟語辞典〉
★「瞋目」は、目玉をむきだすこと。
★「張胆」は、肝っ玉を大きくふくらますこと。
★恐ろしい場面に直面しても、目を爛々と輝かし肝っ玉を据えて立ち向かうさま。
「目を瞋(ｲｶ)らし胆を張る」"
D0872,◆２,肉袒牽羊,にくたんけんよう,,牽羊,けんよう,肉袒,,にくたん,＊『春秋左氏伝-宣公一二年』,"➡肉袒牽羊（にくたんけんよう）
降伏して臣下となることを請い願うこと。〈漢検四字熟語辞典〉
★「肉袒」は、肌脱ぎして上半身をあらわすこと。
★「牽羊」は、料理人として仕える意。
★肌脱ぎして謝罪し、羊を牽いて料理人として仕えようとする意から。
類：肉袒負荊（にくたんふけい）
「肉袒して羊を牽(ﾋ)く」"
D0873,◆２,孔翊絶書,こうよくぜっしょ,,絶書,ぜっしょ,孔翊,,こうよく,＊『蒙求-孔翊絶書』,"➡孔翊絶書（こうよくぜっしょ）
政治に私情をさしはさまないたとえ。〈漢検四字熟語辞典〉
★「絶書」は、手紙を絶つ。ここでは手紙を開けて見ずに捨てること。
★中国晋の人孔翊は、洛陽の長官のとき地位を頼んでの人の依頼の手紙はみな水中に捨てて一通も開いてみることはなかったという故事から。"
D0874,◆２,駟介旁旁,しかいほうほう,しかいぼうぼう,旁旁,ほうほう,駟介,,しかい,＊『詩経-鄭風･清人』,"➡駟介旁旁（しかいほうほう／しかいぼうぼう）
鎧を装備した四頭立ての馬のひく戦車が戦場を駆け巡る。〈漢検四字熟語辞典〉
★「駟介」は、四頭の鎧をつけた馬(馬車)の意。
★「旁旁」は、駆け巡ってやまないさま。"
D0875,◆２,中権後勁,ちゅうけんこうけい,,中権,ちゅうけん,後勁,,こうけい,＊『春秋左氏伝-宣公一二年』,"➡中権後勁（ちゅうけんこうけい）
戦略･陣容ともに整っていること。〈漢検四字熟語辞典〉
★「中権」は、中央の軍に将軍がいて計略を巡らすこと。権は、はかりごと。
★「後勁」は、後方にいる強い軍勢のこと。
「中(ﾅｶ)は権(ｹﾝ)して、後(ｱﾄ)は勁(ﾂﾖ)し」"
D0876,◆２,蹈節死義,とうせつしぎ,,死義,しぎ,蹈節,,とうせつ,＊『晋書-元帝紀』,"➡蹈節死義（とうせつしぎ）
節操を守り、正義のために命を捨てること。〈漢検四字熟語辞典〉
★「蹈節」は、節操を守ること。
★「死義」は、正義のために死ぬ意。
「節を蹈(ﾌ)んで義に死す」"
D0877,◆２,倚馬七紙,いばしちし,,七紙,しちし,倚馬,,いば,＊『世説新語-文学』,"➡倚馬七紙（いばしちし）
すらすらと名文を書き上げる才能。〈漢検四字熟語辞典〉
★「倚馬」は、ここでは馬前に立ったままあわただしくというほどの意味。
★馬前に立ったまま一息に七枚の紙に文を書き上げる意。
★晋の袁虎(ｴﾝｺ)が桓温(ｶﾝｵﾝ)に布告の文を書くように命ぜられ、馬前に立ったまま一息に七枚の名文を書き上げ、その才を王珣(ｵｳｼﾞｭﾝ)に賞讃された故事から。
類：万言倚馬（まんげんいば）／類：倚馬之才（いばのさい）"
D0878,◆２,牛溲馬勃,ぎゅうしゅうばぼつ,ぎゅうそうばぼつ,馬勃,ばぼつ,牛溲,,ぎゅうしゅう,＊『韓愈-進学解』,"➡牛溲馬勃（ぎゅうしゅうばぼつ／ぎゅうそうばぼつ）
無用なものや役に立たないもののたとえ。また、つまらないもののたとえ。〈漢検四字熟語辞典〉
★「牛溲」は、おおばこで、「馬勃」は、ほこりたけの意。どちらも一般的でありふれた薬草。
★一説に「牛溲」は牛の小便、「馬勃」は馬の糞。
類：牛糞馬涎（ぎゅうふんばせん）"
D0879,◆２,多銭善賈,たせんぜんこ,,多銭,たせん,善賈,,ぜんこ,＊『韓非子-五蠹』,"➡多銭善賈（たせんぜんこ）
資材や条件が整っていれば成功しやすいということ。〈漢検四字熟語辞典〉
★「多銭」は、元手･資本がたくさんあること。
★「善賈」は、良い商いをする意。
★資本がたくさんある者は、有利に商売するということ。
類：多財善賈（たざいぜんこ）／類：長袖善舞（ちょうしゅうぜんぶ）
「多銭、善(ﾖ)く賈(ｺ)す」"
D0880,◆２,秋風冽冽,しゅうふうれつれつ,,秋風,しゅうふう,冽冽,洌洌,れつれつ,＊『文選･左思-雑詩』,"➡秋風冽冽／秋風洌洌（しゅうふうれつれつ）
秋の風の厳しく冷たいさま。〈漢検四字熟語辞典〉
★「冽冽」は、寒さがきびしい意。
類：秋風凜冽（しゅうふうりんれつ）"
D0881,◆２,鞭辟近裏,べんぺききんり,,近裏,きんり,鞭辟,,べんぺき,＊『近思録-論学』,"➡鞭辟近裏（べんぺききんり）
外物にとらわれることなく身に切実なことと考えること。また、励ましによって物事の道理に近づくこと。また、文字や言葉を厳密に考えて書いた文章。〈漢検四字熟語辞典〉
★「鞭辟」は、馬車で道を行くのに御者が鞭を鳴らして人払いをすること。
★「近裏」は、内、内部。
★宋代の儒者の用語。
「鞭辟して裏(ｳﾁ)に近づく」"
D0882,◆２,人心洶洶,じんしんきょうきょう,,人心,じんしん,洶洶,恟恟,きょうきょう,＊『唐書-陸贄伝』,"➡人心洶洶／人心恟恟（じんしんきょうきょう）
世間の人々の心が騒ぎ動揺すること。〈漢検四字熟語辞典〉
★「人心」は、多くの人の心のこと。
★「洶洶」は、どよめき騒ぐさま。"
D0883,◆２,車胤聚蛍,しゃいんしゅうけい,,車胤,しゃいん,聚蛍,,しゅうけい,＊『蒙求-車胤聚蛍』,"➡車胤聚蛍（しゃいんしゅうけい）
苦学のたとえ。〈漢検四字熟語辞典〉
★車胤は若いとき勤勉であったが貧乏で夏には蛍を聚(ｱﾂ)めて袋に入れその光で読書したという故事から。
類：囊蛍映雪（のうけいえいせつ）／類：車蛍孫雪（しゃけいそんせつ）／類：孫康映雪（そんこうえいせつ）"
D0884,◆２,桃弧棘矢,とうこきょくし,,桃弧,とうこ,棘矢,,きょくし,＊『春秋左氏伝-昭公四年』,"➡桃弧棘矢（とうこきょくし）
災いを取り除くこと。〈漢検四字熟語辞典〉
★「桃弧」は、桃の木で作った弓。
★「棘矢」は、棘(ｲﾊﾞﾗ)の木で作った矢。
★桃弧と棘矢は魔除けにしたことから。"
D0885,◆２,寒煖饑飽,かんだんきほう,,寒煖,かんだん,饑飽,,きほう,＊『白居易-与微之書』,"➡寒煖饑飽／寒暖饑飽（かんだんきほう）
さむさ、あたたかさ、飢え、満腹感という日常の苦しみや楽しみ。〈漢字ペディア〉
★「饑飽」は、飢えることと食べ飽きること。"
D0886,◆２,黄髪垂髫,こうはつすいちょう,,黄髪,こうはつ,垂髫,,すいちょう,＊『陶潜-桃花源記』,"➡黄髪垂髫（こうはつすいちょう）
老人と子供のこと。〈漢検四字熟語辞典〉
★「黄髪」は、老人の黄色をおびた白髪のこと。
★「垂髫」は、子供のおさげ髪の意。"
D0887,◆２,形容枯槁,けいようここう,,形容,けいよう,枯槁,,ここう,＊『戦国策-秦策』,"➡形容枯槁（けいようここう）
容貌がやせ衰えて生気がないさま。〈漢検四字熟語辞典〉
★「形容」は、顔かたち･容貌のこと。
★「枯槁」は、草木が枯れる、転じてやつれる、生気がない意。"
D0888,◆２,攘臂疾言,じょうひしつげん,,疾言,しつげん,攘臂,,じょうひ,＊『呂氏春秋-驕恣』,"➡攘臂疾言（じょうひしつげん）
得意なさま。〈漢検四字熟語辞典〉
★「攘臂」は、腕をまくる、奮い立つこと。
★「疾言」は、早口でしゃべること。また、その言葉。
★腕まくりをして、早口にしゃべること。"
D0889,◆２,阮簡曠達,げんかんこうたつ,,曠達,こうたつ,阮簡,,げんかん,＊『蒙求-阮簡曠達』,"➡阮簡曠達／阮簡昿達（げんかんこうたつ）
人柄がおおらかなたとえ。〈漢検四字熟語辞典〉
★「阮簡」は、晋の人で、竹林の七賢の一人阮咸(ｹﾞﾝｶﾝ)の甥。
★「曠達」は、心が広く細事にこだわらないこと。
★阮簡は細事に拘らず、父の喪の最中に外出して、県令(県の長官)が別の人のために用意していた御馳走を食べ、得意に清談を行ったという故事から。"
D0890,◆２,区聞陬見,くぶんすうけん,,区聞,くぶん,陬見,,すうけん,＊『不明』,"➡区聞陬見（くぶんすうけん）
学問や見聞が狭く、かたよっていること。〈漢検四字熟語辞典〉
★「区」は、小さい、こまごましていること。
★「陬」は、かたよる意。
類：管窺蠡測（かんきれいそく）／類：坎井之蛙（かんせいのあ）／類：甕裡醯鶏（おうりけいけい）／類：管中窺豹（かんちゅうきひょう）／類：井蛙之見（せいあのけん）／類：井底之蛙（せいていのあ）"
D0891,◆２,騎驢覓驢,きろべきろ,,騎驢,きろ,覓驢,,べ,＊『蘇軾-和黄竜清老三首･其三』,"➡騎驢覓驢（きろべきろ）
身近にあるものを、わざわざ他に求める愚かさのこと。現在のものより、さらによいものを求める意で用いられる場合もある。〈漢検四字熟語辞典〉
★「覓」は、探し求めること。
★驢馬に乗って驢馬を探し求める意からいう。"
D0892,◆２,典謨訓誥,てんぼくんこう,,訓誥,くんこう,典謨,,てんぼ,＊『不明』,"➡典謨訓誥（てんぼくんこう）
書経にある典･謨･訓･誥の四体の文。書経の篇名の併称。転じて、聖人の教え。経典のこと。〈漢検四字熟語辞典〉
★書経は儒教の経典で五経の一つ。夏(ｶ)･殷(ｲﾝ)･周(ｼｭｳ)三代から秦の穆公(ﾎﾞｯｺｳ)までの政治に関する記録。尚書ともいう。
★「典」は、尭典･舜典の二典。
★「謨」は、大禹謨(ﾀﾞｲｳﾎﾞ)･皐陶謨(ｺｳﾖｳﾎﾞ)･益稷謨(ｴｷｼｮｸﾎﾞ)の三謨。
★「訓」は、敷奏諫言の語で伊訓の類。
★「誥」は、臣下を教え諭す語で大誥(ﾀｲｺｳ)の類。"
