ID,問題,語群,難易度,解答,別答,出典,意味,四字熟語,ハイライト
E0486,一息に名文を書き上げる才能。,"[騏驥]過隙
為虎[傅翼]
[倚馬]七紙
[磨揉]遷革",◆３,いば,,＊『世説新語-文学』,"倚馬七紙（いばしちし）
★「倚馬」は、ここでは馬前に立ったままあわただしくというほどの意味。
★馬前に立ったまま一息に七枚の紙に文を書き上げる意。
★晋の袁虎(ｴﾝｺ)が桓温(ｶﾝｵﾝ)に布告の文を書くように命ぜられ、馬前に立ったまま一息に七枚の名文を書き上げ、その才を王珣(ｵｳｼﾞｭﾝ)に賞讃された故事から。
類：万言倚馬（まんげんいば）
類：倚馬之才（いばのさい）",倚馬七紙,倚馬
E0487,失敗を戒める例は身近にある。,"[典謨]訓誥
先従[隗始]
[鞭辟]近裏
[殷鑑]不遠",◆３,いんかん,,＊『詩経-大雅･蕩』,"殷鑑不遠（いんかんふえん）
★殷の国政を、前代の夏(ｶ)王朝の暴政による滅亡を参考にしてすすめたことによる。
類：商鑑不遠（しょうかんふえん）
「殷鑑(ｲﾝｶﾝ)遠からず」",殷鑑不遠,殷鑑
E0488,過度な礼儀は却って無礼となる。,"[慇懃]尾籠
[顚沛]流離
伯牙[絶絃]
[卑躬]屈節",◆３,いんぎん,,＊『俳諧-世話尽･曳言之話』,慇懃尾籠（いんぎんびろう）,慇懃尾籠,慇懃
E0489,天子の文武の徳を褒めたたえる語。,"[瓊枝]玉葉
允文[允武]
[文恬]武嬉
高牙[大纛]",◆３,いんぶ,,＊『詩経-魯頌･泮水』,"允文允武（いんぶんいんぶ）
★「允」は、まことにの意。
★もと天子の徳をたたえた語。
「允(ﾏｺﾄ)に文(ﾌﾞﾝ)、允に武(ﾌﾞ)」",允文允武,允武
E0490,陰徳を行う者の子孫は必ず興る。,"倚門[倚閭]
[葷酒]山門
高車[駟馬]
[于公]高門",◆３,うこう,,＊『漢書-于定国伝』,"于公高門（うこうこうもん）
★漢の于定国の父は裁判官として公平に獄を治め陰徳を積んでいたが、その村の門の修理のとき、陰徳を積む家の子孫は繁栄するであろうとその門を高大に作ったという故事から。
類：陰徳陽報（いんとくようほう）
「于公(ｳｺｳ)、門を高くす」",于公高門,于公
E0491,物事に深く執着しないたとえ。,"[萍水]相逢
[灑掃]応対
[雲烟]過眼
[薏苡]明珠",◆３,うんえん,,＊『蘇軾-王君宝絵堂記』,"雲烟過眼／雲煙過眼（うんえんかがん）
★「雲烟」は、雲と霞、また雲やけむり。
★「過眼」は、目の前を通り過ぎること。
★雲や霞が目前を次々に通り過ぎてゆく意。",雲烟過眼,雲烟
E0492,非常に遠く離れていること。,"[雲烟]万里
[杞人]天憂
[晨星]落落
千巌[万壑]",◆３,うんえん,,＊『木村荘十-雲南守備兵』,"雲烟万里／雲煙万里（うんえんばんり）
★「雲烟」は、雲と霞。
★雲や霞が万里も続く意から。",雲烟万里,雲烟
E0493,筆勢が躍動して力強いことのたとえ。,"[崑山]片玉
疾風[勁草]
[雲烟]飛動
千巌[万壑]",◆３,うんえん,,＊『霞関臨幸記』,"雲烟飛動／雲煙飛動（うんえんひどう）
★雲や霞が飛び動いて一時もとどまらない意。",雲烟飛動,雲烟
E0494,結婚を賀する言葉。,"[隋珠]和璧
栄諧[伉儷]
蕭敷[艾栄]
束髪[封帛]",◆３,こうれい,,＊『不明』,"栄諧伉儷（えいかいこうれい）
★「栄諧」は、仲良くして栄える。
★「伉儷」は、夫婦、つれあいの意。",栄諧伉儷,伉儷
E0495,なみなみならぬ決意を示すこと。,"切歯[搤腕]
慧可[断臂]
剣抜[弩張]
[肉袒]負荊",◆３,だんぴ,,＊『続高僧伝･一六』,"慧可断臂（えかだんぴ）
★中国後魏の高僧慧可(ｴｶ)は、河南省嵩山の少林寺にいたインドの高僧達磨(ﾀﾞﾙﾏ)に教えを請いたいと思い、自分の左腕を切り落としてまで、その決意の固いことを示した。それを知った達磨は慧可の弟子入りを許したという故事から。
「慧可(ｴｶ)、臂(ｳﾃﾞ)を断(ﾀ)つ」",慧可断臂,断臂
E0496,他人の職分や権限を侵すこと。,"[羊很]狼貪
[伏寇]在側
[越俎]代庖
中権[後勁]",◆３,えっそ,,＊『荘子-逍遥遊』,"越俎代庖（えっそだいほう）
★尭帝が許由に天下を譲ろうとしたとき、許由が「人は分を守ることが重要で、たとえ料理人がそのことを怠って神に供える料理を作らなくても神主が代わって台所に立つことはできますまい」と断った故事から。
類：越俎之罪（えっそのつみ）",越俎代庖,越俎
E0497,同じ物でも地域で呼び名が異なる。,"異類[無礙]
[譎詭]変幻
[越鳧]楚乙
南蛮[北狄]",◆３,えつふ,,＊『南史-顧歓伝』,"越鳧楚乙（えつふそいつ）
★鴻(ｵｵﾄﾘ)が、空高く飛ぶのを見て、越の国の人は鳧(ｶﾓ)と言い、楚の国の人は乙(燕)であると言った故事から。",越鳧楚乙,越鳧
E0498,享楽に溺れることを戒めることば。,"宴安[鴆毒]
死生[契闊]
生滅[滅已]
窃玉[偸香]",◆３,ちんどく,,＊『春秋左氏伝-閔公元年』,"宴安鴆毒／宴安酖毒（えんあんちんどく）
★「宴安」は、遊び楽しむこと。
★「酖毒」は、鴆という鳥の毒で猛毒。",宴安鴆毒,鴆毒
E0499,物事をそつなく取り仕切るさま。,"協心[戮力]
隔靴[搔癢]
円滑[洒脱]
英姿[颯爽]",◆３,しゃだつ,,＊『不明』,"円滑洒脱／円滑灑脱（えんかつしゃだつ）
★「円滑」は、かどだたないこと。
★「洒脱／灑脱」は、すっきりしていること。
類：円転滑脱（えんてんかつだつ）",円滑洒脱,洒脱
E0500,身のほど知らずが身を滅ぼすこと。,"[螻蟻]潰堤
墜茵[落溷]
[僭賞]濫刑
[猿猴]取月",◆３,えんこう,,＊『僧祇律-七』,"猿猴取月（えんこうしゅげつ）
★「猿猴」は、さる。
★猿が水に映った月を取ろうとして木の枝にぶら下がったが枝が折れ、落ちて溺死したという寓話から。
類：海底撈月（かいていろうげつ）
類：蟷螂之斧（とうろうのおの）
類：猿猴捉月（えんこうそくげつ）
「猿猴(ｴﾝｺｳ)月を取る」",猿猴取月,猿猴
E0501,年頃になっても独身で居る男と女。,"[飛絮]漂花
怨女[曠夫]
[巫雲]蜀雨
史魚[屍諫]",◆３,こうふ,,＊『孟子･梁恵王-下』,"怨女曠夫（えんじょこうふ）
★「怨女」は、年頃でも未婚の女。
★「曠夫」は、妻のいない成年男子。独身者。
★略して「怨曠」ともいう。",怨女曠夫,曠夫
E0502,良質の金のたとえ。,"[大輅]椎輪
[三豕]金根
[璞玉]渾金
閻浮[檀金]",◆３,だごん,だんごん,＊『大智度論-三五』,"閻浮檀金（えんぶだごん／えんぶだんごん）
★「檀」は、那檀の略で川を意味する。仏教の語。
★閻浮提(ｴﾝﾌﾞﾀﾞｲ：仏教で須弥山の南にあるという大洲の名)にある大樹の閻浮樹(ｴﾝﾌﾞｼﾞｭ:空想上の大木とも、インドに多く産する蒲桃(ﾎﾄｳ:ふともも)のことともいう)の下にあるという金塊。また、閻浮樹の林を流れる川底にある砂金のこと。その黄金は赤黄色で紫色を帯び、金の高貴なものとされる。",閻浮檀金,檀金
E0503,人間の提喩。,"[酒甕]飯囊
[円顱]方趾
[躡足]附耳
竹頭[木屑]",◆３,えんろ,,＊『不明』,"円顱方趾（えんろほうし）
★「顱」は、頭。
★「趾」は、足。
★頭は天に足は大地に似るという人類と天地の類似を説いたもの。
類：円頭方足（えんとうほうそく）
類：円首方足（えんしゅほうそく）",円顱方趾,円顱
E0504,大望のため小さきを犠牲にする。,"懸崖[勒馬]
得隴[望蜀]
[枉尺]直尋
泣斬[馬謖]",◆３,おうせき,,＊『孟子-滕文公･下』,"枉尺直尋（おうせきちょくじん）
★「尺」や「尋」は、ともに長さの単位で、一尋は、八尺。
★「枉」は、まげる意。
★一尺を枉げて八尺をまっすぐにするという意から。
「尺(ｾｷ)を枉(ﾏ)げて尋(ｼﾞﾝ)を直(ﾅｵ)くす」",枉尺直尋,枉尺
E0505,無駄なことをするたとえ。,"牀上[施牀]
重熙[累洽]
[牛溲]馬勃
[喙長]三尺",◆３,ししょう,,＊『顔氏家訓-序致』,"牀上施牀（しょうじょうししょう）
★「牀」は、寝床の意。
★床の上に床を張る意。
類：屋上架屋（おくじょうかおく）
類：屋下架屋（おくかかおく）
類：畳牀架屋（じょうしょうかおく）
「牀上(ｼｮｳｼﾞｮｳ)に牀(ｼｮｳ)を施(ﾎﾄﾞｺ)す」",牀上施牀,施牀
E0506,詩文などが世間に広く注目される。,"[膾炙]人口
[顚沛]流浪
一望[無垠]
海市[蜃楼]",◆３,かいしゃ,かいせき,＊『林嵩-周朴詩集序』,"膾炙人口（かいしゃじんこう／かいせきじんこう）
★「膾」は、なますで、生の肉を細かく刻んだもの。
★「炙」は、炙り肉のこと。
★どちらも誰の口にも合って、好まれることからいう。
「人口に膾炙(ｶｲｼｬ)する」",膾炙人口,膾炙
E0507,口八丁。,"[訥言]敏行
泥首[銜玉]
[喙長]三尺
[于公]高門",◆３,かいちょう,,＊『荘子-徐無鬼』,"喙長三尺（かいちょうさんじゃく）
★「喙」は、くちばしのこと。
★くちばしの長さが三尺もあるという意。",喙長三尺,喙長
E0508,過去に例のない大きな出来事。,"本地[垂迹]
開天[闢地]
[澆季]溷濁
星火[燎原]",◆３,へきち,,＊『不明』,"開天闢地／開天辟地（かいてんへきち）
★「闢」は、はじめる意。
★中国古代の伝説上の天子盤古が天地を創造し、ここから人類の歴史が始まったということから。
類：天地開闢（てんちかいびゃく）
類：天開地辟（てんかいちへき）
「天を開き地を闢(ﾋﾗ)く」",開天闢地,闢地
E0509,陳腐さを嫌い、斬新さを尊ぶ。,"[布韈]青鞋
家鶏[野雉]
蓋瓦[級甎]
厭聞[飫聴]",◆３,やち,,＊『太平御覧-九一八引･晋書』,"家鶏野雉（かけいやち）
★「雉」は、きじ。家で飼っている鳥を嫌って野生の雉の方を好むこと。
★晋の庾翼(ﾕﾖｸ)が自分の書を家鶏に、王羲之(ｵｳｷﾞｼ)の書を野雉にたとえ、当時の人が家鶏を愛しているのを嘆いた故事から。
類：家鶏野鶩（かけいやぼく）
「家鶏を厭(ｲﾄ)い、野雉(ﾔﾁ)を愛す」",家鶏野雉,野雉
E0510,永久不変の堅い誓約。,"河山[帯厲]
海底[撈月]
大海[撈針]
[大廈]高楼",◆３,たいれい,,＊『史記-高祖功臣侯者年表』,"河山帯厲／河山帯礪（かざんたいれい）
★たとえあの広い黄河が帯のように細くなり、高い泰山がすりへって砥石のように平らになるようなことがあっても、永く変わらないという意。
類：帯厲之誓（たいれいのちかい）",河山帯厲,帯厲
E0511,学問などを中断することの戒め。,"誨淫[誨盗]
[道揆]法守
[軻親]断機
為山[止簣]",◆３,かしん,,＊『列女伝-鄒孟軻母』,"軻親断機（かしんだんき）
★「軻親」は、孟軻(孟子)の母親の意。
★「断機」は、織り布を断ち切ること。
類：孟母断機（もうぼだんき）
類：断機之戒（だんきのいましめ）",軻親断機,軻親
E0512,書の筆勢が力強いこと。,"窮鼠[嚙猫]
[渇驥]奔泉
[飲鴆]止渇
委肉[虎蹊]",◆３,かっき,,＊『唐書-徐浩伝』,"渇驥奔泉（かっきほんせん）
★「驥」は、一日に千里を走るという駿馬のこと。
★「奔」は、勢いよく走る意。
★のどが渇いた駿馬が、泉にむかって勢いよく走り寄るということから。
「渇驥(ｶｯｷ)、泉(ｲｽﾞﾐ)に奔(ﾊｼ)る」",渇驥奔泉,渇驥
E0513,生気が漲り生き生きしたさま。,"高談[闊歩]
魴魚[赬尾]
[活潑]潑地
墨痕[淋漓]",◆３,かつはつ,かっぱつ,＊『中庸章句･一二章』,"活潑潑地／活撥撥地（かつはつはつち／かっぱつぱっち／かっぱつはっち）
★「活潑潑」は、魚が水の中で勢いよくはねるさま。
★「地」は、助字。",活潑潑地,活潑
E0514,今までの先入観を捨てて相手を見る。,"[瞠目]結舌
蒼蠅[驥尾]
[竜驤]虎視
[刮目]相待",◆３,かつもく,,＊『三国志-呉書･呂蒙伝-注』,"刮目相待（かつもくそうたい）
★「刮目」は、目をこすってかっと見開くこと。
★中国三国時代、呉の呂蒙(ﾘｮﾓｳ)が孫権の忠告に従い学問に励んでその進歩のはやさで魯粛(ﾛｼｭｸ)を驚かせたとき、呂蒙が「立派な男は三日別れているだけで、もう目を見開いて見なくてはならないものだ」と言った故事から。
類：刮目相看（かつもくそうかん）
「刮目(ｶﾂﾓｸ)して相(ｱｲ)待(ﾏ)つ」",刮目相待,刮目
E0515,過去の栄華を顧みて現状に嘆く。,"鶴鳴[九皐]
華亭[鶴唳]
[瞻前]顧後
鼓盆[而歌]",◆３,かくれい,,＊『晋書-陸機伝』,"華亭鶴唳（かていかくれい）
★「華亭」は、地名。
★「鶴唳」は、鶴の鳴き声のこと。
★晋の陸機(ﾘｸｷ)が、まさに殺されようとしたとき、かつて華亭で鶴の声を聞いて楽しんだことを思い出して嘆いた語。",華亭鶴唳,鶴唳
E0516,幸不幸は交互に巡り来るものだ。,"敬頌[新禧]
[前倨]後恭
[禍棗]災梨
禍福[倚伏]",◆３,いふく,,＊『老子-五八章』,"禍福倚伏（かふくいふく）
★「禍福」は、わざわいと幸いのこと。
★「倚伏」は、禍の中に福、福の中に禍がひそむ意。
★わざわいがあると思うとそのかげに幸いが寄り添い、幸いがあると思うとわざわいがひそんでいる意。
類：禍福相倚（かふくそうい）
類：禍福相貫（かふくそうかん）
類：塞翁之馬（さいおうのうま）
類：禍福之転（かふくのてん）",禍福倚伏,倚伏
E0517,時期外れの無用な事物のたとえ。,"[朮羹]艾酒
[藜杖]韋帯
[夏鑪]冬扇
[春蚓]秋蛇",◆３,かろ,,＊『論衡-逢遇』,"夏鑪冬扇／夏炉冬扇（かろとうせん）
★夏の火鉢と冬の扇のこと。
類：冬扇夏鑪（とうせんかろ）
類：六菖十菊（りくしょうじゅうぎく）",夏鑪冬扇,夏鑪
E0518,人の死を悼む言葉。,"死生[契闊]
[誠惶]誠恐
[銜哀]致誠
[噬指]棄薪",◆３,がんあい,,＊『韓愈-祭二十郎文』,"銜哀致誠（がんあいちせい）
★「銜哀」は、哀しみをいだくこと。★「致誠」は、真心をささげる意。
「哀(ｱｲ)を銜(ﾌｸ)み誠(ﾏｺﾄ)を致(ｲﾀ)す」",銜哀致誠,銜哀
E0519,文章の巧妙さを賞玩する。,"烟波[縹渺]
[虎嘯]風烈
含英[咀華]
[束皙]竹簡",◆３,しょか,,＊『韓愈-進学解』,"含英咀華（がんえいしょか）
★「含英」は、美しいものをふくみ味わうこと。★「咀華」は、華の美しさを嚙みしめ味わうこと。
類：咀嚼英華（そしゃくえいか）
「英(ｴｲ)を含み華(ｶ)を咀(ｸﾗ)う」",含英咀華,咀華
E0520,天下の窮民無告の民。,"[孤陋]寡聞
篳門[閨竇]
[鰥寡]孤独
[狷介]孤独",◆３,かんか,,＊『孟子-梁恵王･下』,"鰥寡孤独／矜寡孤独（かんかこどく）
★「鰥」は、老いて妻のない夫。
★「寡」は、老いて夫のない妻。
★「孤」は、みなしご。
★「独」は、老いて子のない者のこと。
★身寄りのない独り者の意。",鰥寡孤独,鰥寡
E0521,大望のために目前の辱めを忍ぶ。,"顔厚[忸怩]
老驥[伏櫪]
怒猊[抉石]
韓信[匍匐]",◆３,ほふく,,＊『史記-淮陰侯伝』,"韓信匍匐／韓信蒲伏（かんしんほふく）
★「韓信」は、漢の高祖劉邦の臣で名将。漢の建国に功があった。
★「匍匐」は、腹ばいに進む意。
★韓信が腹這いになって股下をくぐる意。
★韓信が腹這いになって股下をくぐる意。
★韓信が若いころ淮陰(ﾜｲｲﾝ)の少年に蔑まれ、「お前は立派な長剣をぶらさげているが臆病風に吹かれているだけ。やれるものならそれで一突きしてみな。できないなら俺の股下をくぐれ」と言われた。韓信はじっと相手を見据えると、腹這いになって股下をくぐったという故事から。「韓信の股くぐり」という句で有名。",韓信匍匐,匍匐
E0522,平生の苦しみと楽しみをいう。,"日常[坐臥]
[寒煖]饑飽
[惨憺]経営
[断薺]画粥",◆３,かんだん,,＊『白居易-与微之書』,"寒煖饑飽／寒暖饑飽（かんだんきほう）
★「饑飽」は、飢えることと食べ飽きること。",寒煖饑飽,寒煖
E0523,人の真似をして己の本分を失する。,"以杙[為楹]
[麪市]塩車
盧弓[盧矢]
[邯鄲]学歩",◆３,かんたん,,＊『漢書-叙伝』,"邯鄲学歩（かんたんがくほ）
★戦国燕(ｴﾝ)の寿陵の一少年が、趙(ﾁｮｳ)の都の邯鄲に行き、雅(ﾐﾔﾋﾞ)な歩きぶりを学んだが、習得できないうちに自分の物と歩き方を忘れてしまい、腹這いになって国に帰ったという故事。
「歩(ﾎ)を邯鄲に学ぶ」
類：邯鄲之歩（かんたんのほ／かんたんのあゆみ）",邯鄲学歩,邯鄲
E0524,切れ目なく連なって進むこと。,"[銜尾]相随
[前仆]後継
断鶴[続鳧]
[封豕]長蛇",◆３,かんび,,＊『漢書-匈奴伝･下』,"銜尾相随（かんびそうずい）
★「銜尾」は、前を行く馬の尾をあとの馬がくわえること。
★「相随」は、つきしたがって進む意。
類：銜尾相属（かんびそうぞく）
「銜尾(ｶﾝﾋﾞ)相(ｱｲ)随(ｼﾀｶﾞ)う」",銜尾相随,銜尾
E0525,悪影響となるばかりで役立たない。,"千孔[百瘡]
勧百[諷一]
[舐糠]及米
宴安[酖毒]",◆３,ふういつ,,＊『漢書-司馬相如伝･賛』,"勧百諷一（かんぴゃくふういつ）
★百の華美を勧めて一の節約を遠まわしにいさめる意で、無用なことばかり多くて、役に立つことが少ない意。
「百(ﾋｬｸ)を勧めて一(ｲﾂ)を諷(ﾌｳ)す」",勧百諷一,諷一
E0526,不審がられていることの隠喩。,"疑雲[猜霧]
奴顔[婢膝]
[霧鬢]風鬟
[朝齏]暮塩",◆３,さいむ,,＊『木下尚江-火の柱』,"疑雲猜霧（ぎうんさいむ）
★「疑」は、疑う心。
★「猜」は、ねたむ心のこと。
★ねたんだり疑ったりする周りの者の気持ちが、雲や霧がかかったように晴れないさまをいう。",疑雲猜霧,猜霧
E0527,ほんの一瞬の出来事。,"翫歳[愒日]
[豁然]大悟
[光芒]一閃
[騏驥]過隙",◆３,きき,,＊『荘子-盗跖』,"騏驥過隙（ききかげき）
★「騏驥」は、一日に千里を走る駿馬のこと。
★「過隙」は、戸の隙間の向こう側を駆け抜ける意。
類：白駒過隙（はっくかげき）
「騏驥(ｷｷ)、隙(ｹﾞｷ)を過(ｽ)ぐ」",騏驥過隙,騏驥
E0528,大勢の人が賑やかに行き交うさま。,"衆口[鑠金]
[熙熙]壌壌
無辺[無礙]
直往[邁進]",◆３,きき,,＊『史記-貨殖伝』,"熙熙壌壌／熙熙攘攘（ききじょうじょう）
★「熙熙」は、喜び楽しむさま。
★「壌壌」は、入り乱れるさま、また多いさま。",熙熙壌壌,熙熙
E0529,不遇で世渡りに大変苦労すること。,"[崎嶇]坎軻
兎起[鳧挙]
[輾転]反側
[樗櫟]散木",◆３,きく,,＊『文天祥』,"崎嶇坎軻（きくかんか）
★「崎嶇」は、山道が非常にけわしいこと。
★「坎軻」は、不遇で志を得ない意。",崎嶇坎軻,崎嶇
E0530,凄まじい気配が漂い迫り来るさま。,"爬羅[剔抉]
豪放[磊落]
[緊褌]一番
鬼哭[啾啾]",◆３,しゅうしゅう,,＊『杜甫-兵車行』,"鬼哭啾啾（きこくしゅうしゅう）
★「鬼」は、亡霊。
★「哭」は、声をあげて泣き悲しむこと。
★「啾啾」は、しくしくと泣く泣き声の形容。",鬼哭啾啾,啾啾
E0531,取り越し苦労。,"天歩[艱難]
[邑犬]群吠
[驢鳴]犬吠
[杞人]天憂",◆３,きじん,,＊『烈士-天瑞』,"杞人天憂（きじんてんゆう）
★「杞」は、中国、周時代の国名。
★杞の国の人は亡国の民の子孫であり、常に心配の種がつきず、天が崩れ落ちたらどうしようと心配したという故事から。
類：呉牛喘月（ごぎゅうぜんげつ）
類：蜀犬吠日（しょくけんはいじつ）
類：懲羹吹膾（ちょうこうすいかい）
類：杞人之憂（きひとのうれい）
「杞人(ｷﾋﾄ)、天を憂う」",杞人天憂,杞人
E0532,私情を捨てて規律の公平さを保つ。,"必求[壟断]
泣斬[馬謖]
枉法[徇私]
[阮簡]曠達",◆３,ばしょく,,＊『三国志-蜀書･馬謖伝』,"泣斬馬謖（きゅうざんばしょく）
★「馬謖」は、諸葛亮の部下の名。
★全体の規律を守るために私情をはさまず規則に従い、愛する者、大切な者をすてさること。
★諸葛亮が軍規に違反して敗北した信任厚い馬謖を、私情にとらわれず処刑したという故事から。
「泣いて馬謖(ﾊﾞｼｮｸ)を斬る」",泣斬馬謖,馬謖
E0533,災難に備えて予防線を張ること。,"八面[六臂]
[金甌]無欠
桑土[綢繆]
[韋編]三絶",◆３,ちゅうびゅう,,＊『詩経-豳風･鴟鴞』,"桑土綢繆（そうどちゅうびゅう）
★「綢繆」は、固めふさぐ、つくろう意。
★風雨が来る前に、鳥が桑の根（桑土）をとって巣の穴をふさぐことから。
類：綢繆牖戸（ちゅうびゅうゆうこ）
類：有備無患（ゆうびむかん）",桑土綢繆,綢繆
E0534,次々と言葉が発せられること。,"浮花[浪蕊]
[阿轆]轆地
仲連[蹈海]
[晨星]落落",◆３,あろく,,＊『不明』,"阿轆轆地／阿漉漉地（あろくろくじ）
★物事が滞ることなくうまく回転すること。また、次から次へと言葉が発せられること。
★「阿」「地」は、ともに助字。
★「轆轆」は、車が回転する形容で、車がくるくる回るように、停滞しないさまをいう語。
類：転轆轆地（てんろくろくじ）",阿轆轆地,阿轆
E0535,要職や名望、貴重な物品のたとえ。,"金塊[珠礫]
[九鼎]大呂
[鼎鐺]玉石
[大輅]椎輪",◆３,きゅうてい,,＊『史記-平原君伝』,"九鼎大呂（きゅうていたいりょ）
★「九鼎」は、夏の禹王が九州(中国全土)から銅を献上させて作った鼎(ｶﾅｴ)。
★「大呂」は、周王朝の太廟に供えた大きな鐘のこと。
★「九鼎」と「大呂」ともに貴重なもののたとえ。
類：一言九鼎（いちげんきゅうてい）",九鼎大呂,九鼎
E0536,過ぎた是正は却って逆効果である。,"[撥乱]反正
[牛溲]馬勃
[截鉄]斬釘
[矯枉]過直",◆３,きょうおう,,＊『越絶書-越絶篇叙外伝記』,"矯枉過直（きょうおうかちょく）
★「矯」は、曲がったものをまっすぐ直す意。
★「枉」は、曲がる意。
★曲がったものを直そうとして力を入れすぎて逆に方向に曲がる意。
類：矯角殺牛（きょうかくさつぎゅう）
類：矯枉過正（きょうおうかせい）
「枉(ﾏｶﾞ)れるを矯(ﾀ)めて直(ﾅｵ)きに過(ｽ)ぐ」",矯枉過直,矯枉
E0537,珍事や予期せぬ慶事のたとえ。,"[鴉雀]無声
[跫音]空谷
人跡[罕到]
黛蓄[膏渟]",◆３,きょうおん,,＊『荘子-徐無鬼』,"跫音空谷（きょうおんくうこく）
★「跫音」は、足音の意。
★「空谷」は、人けのない寂しい谷間のこと。
★人けのない谷に響く足音の意で、予期せぬ来訪者やうれしい便りがあること。孤立しているときに同情者を得た場合に用いることもある。
類：空谷の跫音（くうこくのきょうおん）
類：空谷の足音（くうこくのそくおん）
類：空谷跫然（くうこくきょうぜん）",跫音空谷,跫音
E0538,道徳が荒廃し、無秩序な世の中。,"澆季[溷濁]
槁項[黄馘]
[哭逵]泣練
[悖徳]没倫",◆３,こんだく,,＊『夏目漱石-草枕』,"澆季溷濁／澆季混濁（ぎょうきこんだく）
★「澆季」は、人情や風俗が軽薄になった時代･滅亡に近い世のこと。
★「溷濁」は、けがれる、濁る意。
類：澆季末世（ぎょうきまっせ）
類：澆季之世（ぎょうきのよ）",澆季溷濁,溷濁
E0539,全てに用心深くあるべきである。,"一伍[一什]
[揣摩]臆測
[卑躬]屈節
[兢兢]業業",◆３,きょうきょう,,＊『書経-皐陶謨』,"兢兢業業（きょうきょうぎょうぎょう）
★「兢兢」は、恐れ慎むさま。
★「業業」は、あやぶみ恐れるさま。",兢兢業業,兢兢
E0540,質素な住居･生活のたとえ。,"怨女[曠夫]
[尭階]三尺
牛糞[馬涎]
[煖衣]飽食",◆３,ぎょうかい,,＊『汪遵-長城』,"尭階三尺（ぎょうかいさんじゃく）
★中国の伝説上の聖王とされる尭の御殿は、土の階段で高さが三尺に過ぎなかったことから。君子の理想的な生活ぶりとされた。
類：土階三尺（どかいさんじゃく）
類：土階三等（どかいさんとう）",尭階三尺,尭階
E0541,人の善言をよく聞き入れること。,"[老萊]斑衣
[驢鳴]犬吠
孫楚[漱石]
[尭鼓]舜木",◆３,ぎょうこ,,＊『旧唐書-褚亮伝』,"尭鼓舜木（ぎょうこしゅんぼく）
★「尭」は、尭帝。
★「舜」は、舜帝。
★中国の伝説上の聖王といわれる尭帝は、朝廷に太鼓を置き、自分を諫めようとする者にはこれを打たせ、同じく舜帝は木を立てて、これに自分に対する諫めの言葉を書かせたという故事から。",尭鼓舜木,尭鼓
E0542,欠かさず食事を取り体を大事にする。,"徳性[涵養]
[侈衣]美食
[膏粱]子弟
[彊食]自愛",◆３,きょうしょく,,＊『越絶書-越絶外伝記呉王占夢』,"彊食自愛／強食自愛（きょうしょくじあい）
★「彊食」は、強いて食事をする意。
★",彊食自愛,彊食
E0543,深く感動すること。,"驚心[動魄]
[一擲]千金
雕文[刻鏤]
[嚆矢]濫觴",◆３,どうはく,,＊『鍾嶸-詩品･上』,"驚心動魄（きょうしんどうはく）
★「魄」は、たましいのことで、人の死後、天に昇る「魂」に対して、地に残るたましいをいう。
★心を驚かし、たましいを動かすような感動の意。
類：驚魂動魄（きょうこんどうはく）
「心を驚かし魄(ﾀﾏｼｲ)を動かす」",驚心動魄,動魄
E0544,天下泰平の世。,"尊皇[攘夷]
[殷鑑]不遠
尭年[舜日]
三世[一爨]",◆３,しゅんじつ,,＊『沈約-四時白紵歌･夏白紵』,"尭年舜日（ぎょうねんしゅんじつ）
★「尭」と「舜」は、いずれも中国、古代伝説上の聖天子。
★尭や舜が治めている年月の意。
類：尭天舜日（ぎょうてんしゅんじつ）
類：尭風舜雨（ぎょうふうしゅんう）",尭年舜日,舜日
E0545,太平の世の形容。,"尭風[舜雨]
[尭鼓]舜木
[三釁]三浴
三薫[三沐]",◆３,しゅんう,,＊『不明』,"尭風舜雨（ぎょうふうしゅんう）
★「尭」と「舜」は、古代伝説上の聖天子。
★尭帝や舜帝の恵みや恩沢を雨や風にたとえて言う語。
類：尭雨舜風（ぎょうふうしゅんぷう）
類：尭年舜日（ぎょうねんしゅんじつ）
類：尭天舜日（ぎょうてんしゅんじつ）
類：舜日尭年（しゅんじつぎょうねん）",尭風舜雨,舜雨
E0546,根も葉もないことをでっち上げる。,"深根[固柢]
[嚮壁]虚造
無病[呻吟]
疑雲[猜霧]",◆３,きょうへき,,＊『説文解字-叙』,"嚮壁虚造（きょうへききょぞう）
★「虚造」は、ないものをむやみに作り出す意。
★漢代に孔子の旧宅から出た古文(古い書体)の経書について当時の人が孔子の旧宅の壁に向かってむやみに偽造したものであると非難した語にもとづく。",嚮壁虚造,嚮壁
E0547,月のこと。,"牝牡[驪黄]
光風[霽月]
玉兎[銀蟾]
環堵[蕭然]",◆３,ぎんせん,,＊『白居易-中秋月』,"玉兎銀蟾／玉兔銀蟾（ぎょくとぎんせん）
★「玉兎」は、月にすむといううさぎ。
★「銀蟾」は、月にすむというひきがえる。
★それぞれが転じて月の意。
類：玉蟾金兎（ぎょくせんきんと）",玉兎銀蟾,銀蟾
