ID,問題,難易度,解答,別答,意味
A2116,衆遂に大いに敗れ、殺傷せらるるもの【衢巷】に満つ,◆３,くこう,,"┌ちまた。〈字通〉
┌ちまた。≒街巷〈字源〉
◇漢字ペディア小見出し"
A2117,帝の性、【宋襄】の仁に近きものあり,◆３,そうじょう,,"中国、春秋時代の宋王、襄公のこと。〈大辞泉〉
★宋襄の仁(ｼﾞﾝ)…無益の情け。つまらない情けをかけてひどい目にあうこと。〈大辞泉〉"
A2118,【雕悍】の将,◆３,ちょうかん,,鷲のように猛々しい。〈漢字源〉
A2119,永く不朽に伝えて子孫の【炳誡】にそなう,◆３,へいかい,,"┌明らかにいましめること。いましめ。〈大辞林〉
┌あきらかないましめ。炯戒(ｹｲｶｲ)。〈日本国語大辞典〉"
A2120,草木【槁悴】の時にして揺落す,◆３,こうすい,,"┌1.草木が枯れしぼむ。
└2.病気や貧乏などで、やせたり、やつれたりすること。〈漢字源〉
┌1.草木がかれしぼむ。
└2.やつれる。〈字源〉"
A2121,雨中の禁苑を【眺矚】して制に応ず,◆３,ちょうしょく,,"┌遠くをじっとながめる。〈漢字源〉
┌遠くながめる。〈字源〉
┌ながめみること。眺望。〈日本国語大辞典〉
◇漢字ペディア下付き"
A2122,三たびこれを已むるも、【慍色】無し,◆３,うんしょく,おんしょく,"┌むっと怒りを含んだ顔つき。〈漢字源〉
┌腹を立てて、むっとした顔つき。おんしょく。〈大辞泉〉
◇漢字ペディア小見出し"
A2123,汝の寒くして【凜慄】たるを救わん,◆３,りんりつ,,"1.さむざむとしたさま。
2.恐れおののくさま。〈漢字源〉
◇漢字ペディア下付き"
A2124,【繚垣】堅牢として万丈なり,◆３,りょうえん,,"┌めぐらした牆。〈字通〉
┌囲いめぐらしてあるかきね。〈新漢和大字典〉
◇漢字ペディア小見出し"
A2125,一生作すに【慵懶】なり,◆３,ようらん,,"┌1.めんどうくさい。
└2.ものぐさ。〈漢字源〉
┌ものうくなまける。≒慵惰〈字源〉
┌だらだらおこたるさま。≒慵嬾、慵惰〈漢辞海〉"
A2126,【兵戈】阻絶して江辺に老ゆ,◆３,へいか,,"┌1.ほこ。
└2.戦争。〈漢字源〉
┌戦争により起きる火災。≒兵燹、戦火
└2.戦争。≒戦火〈漢字ペディア〉
◇漢字ペディア大見出し"
A2127,雨に打たれて【尖峭】の岩石となる,◆３,せんしょう,,尖(ﾄｶﾞ)って鋭く切り立つこと。〈大辞林〉
A2128,俗世【誑誕】多し,◆３,きょうたん,,"┌ほら。でたらめ。〈字通〉
┌うそ。でたらめ。〈新漢和大字典〉"
A2129,漸く脱獄犯を【拿獲】した,◆３,だかく,,"┌罪人などを捕まえる。〈漢字源〉
┌罪人などをとらえること。つかまえること。≒拿捕、捕獲〈漢字ペディア〉
◇漢字ペディア大見出し"
A2130,花は隠として【掖垣】暮る,◆３,えきえん,,"┌1.宮殿の両側にある垣根。転じて、宮中･御所のこと。
└2.唐代、門下省･中書省のこと。〈漢字源〉
┌天子の宮殿近くにある垣。転じて、宮廷、御所。〈日本国語大辞典〉
◇漢字ペディア小見出し"
A2131,【搴裳】して帯を引き締める,◆３,けんしょう,,"┌衣服のすそをかかげる。〈漢字源〉
┌すそをからげる。〈漢辞海〉"
A2132,方針を鑑みることなく独り【擅断】する,◆３,せんだん,,"┌自分ひとりで物事をきめる。〈漢字源〉
┌自分だけで勝手に物事を決めること。≒専断〈漢字ペディア〉
◇漢字ペディア大見出し"
A2133,静謐で【敞豁】した大聖堂,◆３,しょうかつ,,ひろくうちひらける。〈字源〉
A2134,正子、【衾褥】を敷く,◆３,きんじょく,,"┌掛布団と、敷布団。広く、夜具のこと。〈新漢和大字典〉
┌臥具。〈字通〉
┌ふすまと、しとね。掛けぶとんと敷きぶとん。夜具。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2135,地勢の【嶮岨】たるを利して応戦する,◆３,けんそ,,"道などがけわしいさま。また、その場所。≒険阻〈漢字ペディア〉
◇漢字ペディア大見出し"
A2136,【誥誓】は五帝に及ばず、盟詛は三王に及ばず,◆３,こうせい,,"┌1.｢書経｣の中の、天子のいましめのことば(酒誥･洛誥など)と、天子の誓いのことば(湯誓･牧誓など)。
├2.天子が下につげる文と、行軍中に天子が誓う文。
└3.つげて誓う。〈新漢和大字典〉
┌尚書の六誓七誥など、政治的な文章。〈字通〉"
A2137,扶桑の【暘烏】出づること暉暉たり,◆３,ようう,,"┌太陽のこと。〈漢字源〉
┌日の異名。≒陽烏〈字源〉"
A2138,千村万落【荊杞】を生ず,◆３,けいき,,"┌1.いばらとクコ。ともに、荒地に生える雑木。
└2.悪臣のたとえ。〈漢字源〉
┌いばらとクコ。〈字通〉"
A2139,【鉄枴】の耆耋,◆３,てっかい,,"┌鉄製のつえ。〈漢字源〉
┌鉄でできた杖(ﾂｴ)。鉄杖(ﾃﾂｼﾞｮｳ)。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2140,【鮫鰐】の淵に踏み入る,◆３,こうがく,,★鮫鰐の淵(ﾌﾁ)…サメやワニのすむ淵。凶悪な賊のすみかのたとえ。〈新漢和大字典〉
A2141,【茵蓐】を賜い、礼を以て発遺す,◆３,いんじょく,,"┌しとね。しきもの。〈字通〉
┌しとね。敷物。≒茵褥〈新大字典〉
◇漢字ペディア小見出し"
A2142,衆木は日に【凋槁】す,◆３,ちょうこう,,"┌しぼみ枯れる。〈漢字源〉
┌しぼみかれる。≒凋枯、枯槁〈字源〉"
A2143,苜蓿【榴華】近郊に遍し,◆３,りゅうか,,ざくろの花。〈漢字源〉
A2144,世間に【誚譲】され、常に嘲罵囲繞す,◆３,しょうじょう,,"┌しかり咎(ﾄｶﾞ)める。〈新漢和大字典〉
┌責める。〈字通〉
┌責めとがめること。しかり責めること。譴責。〈日本国語大辞典〉
┌せめる。≒譴責〈字源〉
┌詰責すること。〈新大字典〉
◇漢字ペディア小見出し"
A2145,不撓【傲兀】の性質である,◆３,ごうごつ,ごうこつ,"┌たかぶりて屈せざるさま。尊大にかまえる。≒傲岸〈字源〉
┌たかぶって屈しないさま。〈新大字典〉
┌おごったさま。≒傲岸〈漢辞海〉"
A2146,【孤櫂】いずこの岸にか檥（ぎ）する,◆３,ことう,,一艘だけ、ぽつんと浮いている船。〈漢字源〉
A2147,【亀鈕】の金印,◆３,きちゅう,,"┌亀の形を刻んだ、印のつまみ。〈漢字源〉
┌亀の形をした印材のつまみ。〈字通〉"
A2148,一家の【餞筵】を饗けたり,◆３,せんえん,,"┌送別の宴。〈字通〉
┌送別の小宴。〈漢字源〉
┌送別のさかもり。〈字源〉"
A2149,【甘汞】は塩化水銀の通称,◆３,かんこう,,"┌塩化水銀の通称。〈大辞泉〉
┌塩化第一水銀の別称。無色の結晶で、水に溶けにくい。下剤などの薬用に用いる。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2150,楽人、朝に【誦諫】せしめる,◆３,しょうかん,,"┌いましめになる歌をうたっていさめる。〈新漢和大字典〉
┌諫言をとなえる。〈字通〉"
A2151,空しく聴く余瀾の鳴ること【湃湃】たるを,◆３,はいはい,,"┌波の声。〈字源〉
┌波の相うつ音。〈字通〉"
A2152,【矮陋】の者、機慧を知る由なし,◆３,わいろう,,"┌1.背が低くて醜いこと。
└2.家などが、小さくてむさくるしいこと。〈新大字典〉
┌1.背たけが低く、みにくい。
└2.家などが小さくて、むさくるしい。〈漢字源〉"
A2153,世俗に拘らず、心【滔蕩】たる,◆３,とうとう,,"┌1.広大なさま。
└2.大きくゆれ動く。〈漢字源〉
┌ほしいまま。〈字通〉
◇漢字ペディア小見出し"
A2154,足袋の【鈕鉤】をかける,◆３,ちゅうこう,,こはぜ。〈字通〉
A2155,一家の【餬口】に窮する,◆３,ここう,,"┌ほそぼそと暮らしを立てること。生計。よすぎ。くちすぎ。≒糊口〈大辞泉〉
┌生計を立てること。口すぎ。≒糊口〈漢字ペディア〉
◇漢字ペディア大見出し"
A2156,総攬即ち【瀛寰】を燮す,◆３,えいかん,,"┌海と陸の総称。世界。〈漢字源〉
┌世界。〈漢辞海〉"
A2157,秋の【茱萸】を見る,◆３,しゅゆ,,"┌木の名。落葉低木で、初夏に黄色の小花をつける。ゴシュユ。〈新漢和大字典〉
┌ゴシュユの別称。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2158,これを祀るの歲、風災【熄滅】す,◆３,そくめつ,,"┌1.滅びてなくなる。
└2.物事がやむ。また、やめる。〈漢字源〉
┌1.消えてなくなること。
└2.物事がやむこと。また、やめること。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2159,駅を通過する【車輛】,◆３,しゃりょう,,"乗客や荷物を輸送する自動車や列車、電車などの総称。≒車両〈漢字ペディア〉
◇漢字ペディア大見出し"
A2160,近くの【鈑金】塗装店に訪れる,◆３,ばんきん,,"≒板金
┌1.切り金の一。金を板のように薄く打ち延ばしたもの。
└2.金属板や帯板を、常温のまま曲げたりしぼったりして加工すること。〈大辞泉〉
┌1.金属を薄く板のように打ちのばしてつくること。また、そのもの。いたがね。
└2.金属板を加工すること。また、そのもの。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2161,蓮心は清苦にして【藕芽】は甜し,◆３,ぐうが,,蓮の芽。婦人の指にたとえる。〈字通〉
A2162,【麾鉞】一たび臨めば、凶党氷の如く溶く,◆３,きえつ,,"┌さしず用の旗と、まさかり。ともに大将が用いる。〈新漢和大字典〉
┌さしず旗と鉞(ﾏｻｶﾘ)。将軍の指揮に用いる。〈字通〉
┌大将のさしず旗と、まさかり。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2163,蛮族侵入して【疆陲】を擾す,◆３,きょうすい,,国境。辺境。〈字通〉
A2164,【繽繽】として来客多し,◆３,ひんぴん,,"┌多いさま。〈字通〉
┌1.もつれ乱れるさま。
└2.多いさま。〈新大字典〉
◇漢字ペディア小見出し"
A2165,身内の不幸に【噓唏】する,◆３,きょき,,"┌1.ため息をついて嘆く。
└2.すすり泣く。〈漢字源〉
┌すすり泣くこと。むせび泣き。≒歔欷〈漢字ペディア〉
◇漢字ペディア大見出し"
A2166,方今世俗【奢僭】極まり罔し,◆３,しゃせん,,"┌身分不相応の贅沢をする。〈字通〉
┌身分不相応に、ぜいたくをする。〈漢辞海〉
◇漢字ペディア下付き"
A2167,祝酒に染まった【赭顔】が綻ぶ,◆３,しゃがん,,"┌赤みがかった顔。あからがお。〈大辞泉〉
┌1.恥じ入って、顔を赤くすること。赤面。
└2.あからがお。〈日本国語大辞典〉
┌あからがお。日焼け、酒焼けなどで赤みをおびた顔。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2168,水の入った【喞筒】で消火する,◆３,しょくとう,そくとう,"┌弁を使って気体や液体を送り出すもの。〈漢字源〉
┌圧力の働きで、液体などを吸い上げたり押し上げたりする機械。〈漢字ペディア〉
★「喞筒」で「ぽんぷ」とも読む。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2169,単家の酒筵は、すなわち【觥籌】獄なり,◆３,こうちゅう,,"┌角でつくって罰飲に用いる大きなさかずきと、勝負事の勝ち負けの数を数えるためにつぼに投げ入れる竹製の棒。〈漢字源〉
┌罰杯の数とり。〈字通〉"
A2170,いずくんぞ【噪噪】たる閑言語を用ゐんや,◆３,そうそう,,がやがやとさわぐさま。〈漢字源〉
A2171,名を馳せた建築家の【胄裔】に遇う,◆３,ちゅうえい,,"┌血すじをひいた子孫。〈新漢和大字典〉
┌血筋を引いた子孫。〈漢辞海〉
★｢胄｣は｢冑｣とは別字。
├『冑(ﾁｭｳ)･･･かぶと。』
└『胄(ﾁｭｳ)･･･跡継ぎ。』
◇漢字ペディア小見出し"
A2172,鯨、【鯢鮒】を呑む,◆３,げいふ,,小さい魚類。〈新漢和大字典〉
A2173,煩悩を脱し、【啓龕】して香一炷,◆３,けいがん,,"厨子(ｽﾞｼ)を開いて中の仏像を拝ませること。開帳。〈大辞泉〉
◇漢字ペディア下付き"
A2174,窮措大を迎えて【僮僕】とする,◆３,どうぼく,,"┌男の召使。〈漢字源〉
┌召使いの少年。しもべ。≒童僕〈漢字ペディア〉
◇漢字ペディア大見出し"
A2175,牢には【轅下】の駒ども,◆３,えんか,,"┌人に使われること。人の部下。門下。〈大辞泉〉
┌1.車のながえの下。
└2.転じて、部下。門下。〈新漢和大字典〉
┌1.車の轅(ﾅｶﾞｴ)の下。
└2.人に使われること。部下。門下。〈漢字ペディア〉
★轅下の駒(ｺﾏ)･･･人の束縛を受けて自由にならないこと、また、任務を果たす力のないことのたとえ。〈大辞泉〉
◇漢字ペディア大見出し"
A2176,閨閤にて【保姆】我が子に誨う,◆３,ほぼ,,"養護施設や保育所などの児童福祉施設で、幼児や児童の保育にあたる女性職員の通称。≒保母〈漢字ペディア〉
◇漢字ペディア大見出し"
A2177,僕が【籃輿】を舁く,◆３,らんよ,,"┌竹を編んで作った籠の乗り物。〈漢字源〉
┌竹編みの駕籠。〈字通〉
┌人の座る部分を木や竹で編んで作り、棒につるして前後で担ぐ乗り物。あじろかご。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2178,民物流遷し、【茹菽】足らず,◆３,じょしゅく,,"┌野菜と豆。〈新漢和大字典〉
┌野菜と豆。〈字通〉
◇漢字ペディア小見出し"
A2179,烽火【岡巒】に被る,◆３,こうらん,,"┌高い台地と山。〈漢字源〉
┌丘と、山と。≒丘山〈字源〉
┌丘と山。〈新大字典〉"
A2180,自筆の本を【装幀】する,◆３,そうてい,,"┌書物をとじて表紙をつけ、装飾を施して外形を整えること。また、その体裁。〈漢字源〉
┌書物をとじて表紙をつけ、一冊の本として整えること。また、書物の表紙などのデザイン。≒装本、装釘、装丁〈漢字ペディア〉
◇漢字ペディア大見出し"
A2181,開闢以来の【凶饉】に見舞われた,◆３,きょうきん,,"┌穀物が実らないこと。ききん。〈漢字源〉
┌飢饉。不作。〈日本国語大辞典〉
◇漢字ペディア下付き"
A2182,【肥胖】の客子が厨を忙しくする,◆３,ひはん,,"┌肥え太っていること。〈新大字典〉
┌肥え太っていること。また、そのさま。〈大辞泉〉
┌太っていること。また、そのさま。肥満。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2183,風の音鏗鏗として金の光【忻忻】たり,◆３,きんきん,,よろこび楽しむさま。≒欣欣〈漢字源〉
A2184,【悃款】として君主に尽くした,◆３,こんかん,,"┌誠実。〈字通〉
┌まごころがあってねんごろ。〈字源〉"
A2185,霊れし鼓の【硼隠】たるを伐ち,◆３,ほういん,,"┌つづみのこえ。〈字源〉
┌鼓を打つ音。〈新大字典〉"
A2186,夏は【籐枕】に寐る,◆３,とうちん,,籐(ﾄｳ:ヤシ科の蔓植物の総称)製の枕。〈字通〉
A2187,医療費が【扣除】される,◆３,こうじょ,,"┌金額などを除くこと。特に、収入のうち課税対象額から除外すること。≒控除〈漢字ペディア〉
┌差し引く。控除する。〈漢辞海〉
◇漢字ペディア大見出し"
A2188,【手挌】を以て闘技する,◆３,しゅかく,,"┌武器を使わずに、手で打ち殺す。〈漢字源〉
┌素手で格闘して捕らえる。また、そのようにして殺す。≒手挌〈漢辞海〉"
A2189,車馬の声が【轆轆】として聞こえる,◆３,ろくろく,,"┌1.車が走るときのごろごろという音の形容。≒碌碌
└2.車。滑車。〈新漢和大字典〉
┌車輪の回転する音。〈字通〉
┌1.車が走って音を立てるさま。
└2.馬のいななくさま。〈大辞泉〉
┌1.車が音を立てて走る響き。
└2.馬のいななく声。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2190,清貧を愉しみ【穿敝】を纏う,◆３,せんぺい,,"┌衣服などに穴に開いて破れること。〈漢字源〉
┌1.穴があいて破れる。衣服がぼろぼろなさま。
└2.悪弊。よくないくせ。〈漢辞海〉"
A2191,【蘚駁】を経行する処、猿啼き燕らかに林に坐す,◆３,せんばく,,"┌こけがまだらに生えていること。〈新漢和大字典〉
┌こけの模様。≒蘚紋〈字通〉"
A2192,宮闕【旒綴】深し,◆３,りゅうてい,,"はたあし。〈字源〉
◇漢字ペディア小見出し"
A2193,世は【晏寧】にして戈要らず,◆３,あんねい,,"┌安らかなさま。≒安寧〈漢字源〉
┌やすらか。≒安寧〈字源〉"
A2194,公、独り【廷諍】して丹陛を守る,◆３,ていそう,,"≒廷争
┌朝廷において、多くの臣下の前で君主のあやまちをいさめて論争すること。〈漢字源〉
┌朝廷の多くの臣下の前で君主をいさめて争うこと。庭争。〈新大字典〉
◇漢字ペディア下付き"
A2195,王政を賛襄し、王朝の【儔匹】となる,◆３,ちゅうひつ,,"┌仲間。〈漢字源〉
┌自分と同じたぐいの者。仲間。ともがら。儔類。≒疇匹〈日本国語大辞典〉
┌同じともがら。≒儔侶、儔類、儔倫〈字源〉
◇漢字ペディア下付き"
A2196,怱忙極まり【碌碌】寐る暇もない,◆３,ろくろく,,"≒陸陸
1.能力がなく、役に立たないようす。
2.十分に。碌に。打ち消しの語を伴う。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2197,白商に至り、海上は【茫昧】たり,◆３,ぼうまい,,"┌ぼんやりとしていて、よくわからないさま。〈新漢和大字典〉
┌ぼんやり。定かでない。〈字通〉
┌広々としてはっきりしないこと。ぼんやりしていること。〈新大字典〉"
A2198,羊腸の【宛延】たるを瞻たり,◆３,えんえん,,"┌うねうねと長く続くさま。≒婉延、蜿蜒〈漢字源〉
┌くねくねと曲がって長く続くさま。ヘビなどの動きのさま。≒蜿蜒、宛蜒〈漢辞海〉
◇漢字ペディア小見出し"
A2199,【苔蘚】生じて石戸を繞る,◆３,たいせん,,"┌こけ。〈漢字源〉
┌こけ。〈字通〉
┌こけ。〈新大字典〉
◇漢字ペディア下付き"
A2200,皇女の帳前に【斂袵】す,◆３,れんじん,,"┌襟を正す。〈字通〉
┌1.すそがばらつかないようにしてひざまずく。
└2.襟元を引き締める。身なりをきちんと整えること。〈漢字源〉
┌1.えりを正す。表敬のさま。
└2.元代以降、女子の拝礼のこと。〈漢辞海〉
★袵(ｼﾞﾝ)を斂(ｵｻ)む。"
A2201,孟嘗君之が為に【於悒】す,◆３,おゆう,,"≒於邑
┌心がむすぼれる。〈字通〉
┌悲しみのため気持ちがふさがる。〈新漢和大字典〉"
A2202,黍稷【疇隴】に委てらる,◆３,ちゅうろう,,"┌1.畑のうね。
└2.田畑。〈漢字源〉
┌はたけ。〈字通〉"
A2203,権力を擅にして民を【轢蹙】す,◆３,れきしゅく,,"┌人をしのぎ、犯す。〈字通〉
┌ごり押しをして、相手をしのぎ犯す。相手をふみにじって苦しめること。〈新漢和大字典〉"
A2204,仁義を以て身を潤し、【牙籤】を以て屋を潤す。,◆３,がせん,,"┌象牙作りの書籍の標題のふだ。〈新大字典〉
┌象牙にて作りたるふだ。〈字源〉
◇漢字ペディア下付き"
A2205,瘴気に入らずんば【苛殃】なし,◆３,かおう,,"┌ひどい災難。〈漢字源〉
┌むごいわざわい。〈新大字典〉
┌厳しき災い。〈字源〉"
A2206,雲上の【磊嵬】たる楼閣,◆３,らいかい,,"┌高く険しいさま。〈字通〉
┌大きくて高いさま。〈新大辞典〉
◇漢字ペディア下付き"
A2207,慢罵を好み、朝臣を【毀詆】す,◆３,きてい,,"┌悪口をいう。〈字通〉
┌そしる。≒詆毀、謗毀〈字源〉
◇漢字ペディア下付き"
A2208,貴人の【饋饌】を執る,◆３,きせん,,"┌目上の人にすすめるごちそう。〈新漢和大字典〉
┌尊者に食事を供する。〈字通〉
┌尊者にすすめる飯食。〈字源〉
◇漢字ペディア小見出し"
A2209,【脛脛】たる者も、惴惴たる者も、同じ人なり,◆３,けいけい,,"┌正直なさま。まっすぐなさま。〈漢字源〉
┌真情。思うまま。〈字通〉"
A2210,霄壌四顧【曠茫】たり,◆３,こうぼう,,"┌ひろびろしたさま。広くひらけたさま。〈大辞林〉
┌広々としたさま。〈新大字典〉"
A2211,朝暉【晃蕩】たる湖上に沐する,◆３,こうとう,,"┌光がゆれる。また、明るくひろいさま。〈字通〉
┌光が広がって明るいさま。〈新漢和大字典〉
┌光の定まらざるさま。〈字源〉"
A2212,江湖に【滞淹】して顕現する能わず,◆３,たいえん,,"1.とどこおる。
2.賢才が世にうもれていること。〈漢字源〉
◇漢字ペディア小見出し"
A2213,屋代に【湮厄】彙まる,◆３,いんやく,,"┌落ちぶれて苦しむ。困りきる。≒湮阨〈漢辞海〉
┌不幸。≒湮阨〈漢字源〉
◇漢字ペディア小見出し"
A2214,気が触れて【面疔】を掻く,◆３,めんちょう,,"┌(国)顔面、特に、口のまわり･鼻･額などにできるはれもの。〈漢字源〉
┌顔面にできる悪性のはれもの。毛穴に細菌が入って炎症を起こす。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2215,大洋は【渺瀰】たり,◆３,びょうび,,水がはるかに広がるさま。〈字通〉
A2216,身体【隗俄】して忽ち寝入る,◆３,かいが,,"┌酔いつぶれる。〈字通〉
┌ひどく酔うさま。≒隗然〈漢辞海〉"
A2217,【饑溺】を憂いて糴を乞う,◆３,きでき,,"┌うえることと、おぼれること。人民の苦しむことのたとえ。〈新漢和大字典〉
┌うえると、おぼれると。民の疾苦にたとえる。〈字源〉
◇漢字ペディア小見出し"
A2218,浩浩【瀚瀚】たるを揆度する能わず,◆３,かんかん,,"┌広大なるさま。〈字源〉
┌広大。〈字通〉
◇漢字ペディア小見出し"
A2219,仁徳の【炯鑑】となる,◆３,けいかん,,"┌あきらかなる手本。〈字源〉
┌明らかな鑑。〈字通〉"
A2220,機任を【虔恪】し、死を守りて道を善くす,◆３,けんかく,,"┌つつしむ。〈新漢和大字典〉
┌つつしむ。〈字通〉"
A2221,城上の【烽燧】と相望む,◆３,ほうすい,,"┌のろし。〈字通〉
┌のろし。〈漢字源〉
┌「烽火(ﾉﾛｼ)」に同じ。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2222,小人敢えて我を【掣曳】するにあたらない,◆３,せいえい,,"┌ひきとめて妨げる。〈字源〉
┌妨げる。〈字通〉"
A2223,君蹈海の客と為る、客路誰か【諳悉】せん,◆３,あんしつ,,"┌暗記しつくす。〈字通〉
┌くわしくのみこんですっかり記憶する。〈新漢和大字典〉"
A2224,十余年来、竟に末だその【藩籬】を窺う能わず,◆３,はんり,,"┌垣根。垣。防備のための囲い。≒藩屏
├2.守護するもの。特に、王家を守護するもの。藩翰(ﾊﾝｶﾝ)。≒藩屏
├3.他と隔てるもの。
└4.学問･芸術などの糸口。初歩的な段階。〈大辞泉〉
┌1.まがきのこと。転じて、外側から王室などを守るもの。
└2.区切られた範囲のこと。〈漢字源〉
┌まがき。奥をのぞく入口。門戸。〈字通〉
┌「藩屛(ﾊﾝﾍﾟｲ)」に同じ。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2225,【杏臉】桃腮の美女,◆３,きょうけん,,白い顔。〈字通〉
A2226,憂眠して【剣匣】を枕とす,◆３,けんこう,,剣を入れる箱。〈漢字源〉
A2227,汚濁した湖に【杙屋】が見られる,◆３,よくおく,,水上の家。〈字通〉
A2228,地は【肥饒】なり、都して以て覇たるべし,◆３,ひじょう,,"┌土地がよく肥えていること。〈漢字源〉
┌地味が肥えて、作物が多くできること。肥沃。〈日本国語大辞典〉
◇漢字ペディア下付き"
A2229,祝融に遭わば【脯資】燼滅せり,◆３,ほし,,"┌1.干し肉と糧食。
└2.ほじしの贈り物。転じて、旅費。〈新大字典〉
┌1.干し肉と、食糧。
└2.転じて、旅行の費用。〈漢字源〉
◇漢字ペディア小見出し"
A2230,【蛙蚓】の争い,◆３,あいん,,かえるとみみず〈字通〉
A2231,【哽咽】して語る能わず,◆３,こうえつ,,"┌のどにつかえる。また、むせぶ。むせび泣く。〈字通〉
┌のどを詰まらせて、むせび泣く。≒哽噎〈漢字源〉
◇漢字ペディア小見出し"
A2232,【嗜慾】を退け、心気を定む,◆３,しよく,,"┌見たい、聞きたい、食べたいなどという欲望。〈漢字源〉
┌欲するままに好むことをしようとすること。また、その欲望。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2233,老松に【隴客】来集す,◆３,ろうかく,ろうきゃく,"┌鸚鵡のこと。〈新漢和大字典〉
┌鸚鵡。〈字通〉
★隴山(ﾛｳｻﾞﾝ:山の名)に多く産むことから。〈新漢和大字典〉"
A2234,堤の柳木に【纜舸】す,◆３,らんか,,"┌ともづな。〈字通〉
┌船をつなぐこと。〈新大字典〉"
A2235,本国は決して【富饒】の地ならず,◆３,ふじょう,"ふうじょう
ふにょう","┌富んで豊かなこと。また、そのさま。ふにょう。〈大辞泉〉
┌財力に富んでいてたくさんの物があること。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2236,麋鹿を獲りて【圃囿】に畜う,◆３,ほゆう,,"┌野菜を植える庭園と、動物を飼ったりするための周囲を囲った庭園。〈漢字源〉
┌その。また、禁苑をいう。〈字源〉"
A2237,戦射を教え【堡砦】と為すべし,◆３,ほうさい,ほさい,"┌とりで。〈字通〉
┌とりで。〈新大字典〉
┌「堡(ﾄﾘﾃﾞ)」に同じ。≒堡塞〈漢字ペディア〉
◇漢字ペディア大見出し"
A2238,我が堂堂たる鬚眉も、誠に彼の【裙釵】に若かず,◆３,くんさい,,"┌婦人のつけるもすそと、かんざし。〈字通〉
┌1.婦人が用いる、裳(ﾓ)と、かんざし。
└2.転じて、婦人のこと。〈漢字源〉
◇漢字ペディア下付き"
A2239,讐敵相見え、【儼然】として相睚眥す,◆３,げんぜん,,"┌態度などが厳かなさま。≒厳然〈漢字源〉
┌いかめしく、おごそかなさま。動かしがたいさま。≒厳然〈漢字ペディア〉
◇漢字ペディア大見出し"
A2240,雨降り地に【奐衍】す,◆３,かんえん,,散りひろがる。〈字通〉
A2241,燦燦たる陽光、宙は【迥遼】,◆３,けいりょう,,"┌はるかに離れている。〈新漢和大字典〉
┌はるかに遠い。〈字通〉
┌はるかに遠いさま。≒迥遠〈漢辞海〉"
A2242,誄歌を奏して【撤饌】了わる,◆３,てっせん,,"┌神前の供物を下げること。〈大辞泉〉
┌神にそなえている供物をさげる。〈字源〉
┌神前の供え物を下げること。献饌に対して言う。〈日本国語大辞典〉"
A2243,【浦嶼】、漁人の火,◆３,ほしょ,,入り江にある小島〈字通〉
A2244,米空しくして【芋粥】を烹る,◆３,うしゅく,,"┌いもがゆ。〈漢字源〉
┌いもがゆ。〈新大字典〉
┌1.ヤマノイモをアマズラの汁で煮たかゆ。
└2.サツマイモを入れて煮たかゆ。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2245,【孺子】の井に入らんとするを見ては惻隠の心あり,◆３,じゅし,,"┌1.乳飲み子。幼児。
├2.人を見さげて言う言葉。
├3.若くて美しい女。
└4.幼い相続人。〈漢字源〉
┌≒竪子
├1.おさなご。子ども。
└2.人を軽蔑(ｹｲﾍﾞﾂ)していう語。小僧。青二才。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2246,【栖鶻】の危巣に攀づ,◆３,せいこつ,,"┌くまたか。〈字通〉
┌クマタカ。〈新漢和大字典〉
★栖鶻の危巣(ｷｿｳ)…ハヤブサのすむ、けわしい所。〈新漢和大字典〉"
A2247,【玉趾】を穢すこと勿れ,◆３,ぎょくし,,"┌人の足の敬称。おみあし。〈漢字源〉
┌天子や貴人の足。また、相手を敬って、その人の足をいう語。おみあし。〈大辞泉〉"
A2248,【幽闃】のあなた、遼遠のかしこ,◆３,ゆうげき,,"┌寂しく静かなこと･さま。〈大辞林〉
┌もの静か。〈字通〉
┌寂しく静かなこと。〈新大字典〉
◇漢字ペディア下付き"
A2249,銃を携えて【游弋】する,◆３,ゆうよく,,"┌1.狩猟。
└2.軍艦が警備の目的で海上を航行すること。〈漢字源〉
┌≒遊弋
├1.艦船が海上をあちこち見回って警戒すること。
└2.鳥をとる遊猟。〈漢字ペディア〉
◇漢字ペディア大見出し"
