ID,難易度,問題,解答,別答,意味
F1125,2,吐魯蕃,とるふぁん,,中国、新疆（シンキョウ）ウイグル自治区、天山山脈南麓（ナンロク）の地域。また、そこにあるオアシス都市。シルクロードに沿う東西貿易の要所。〈漢字ペディア〉
F1126,2,杜父魚,かじか,,カジカ科の淡水魚。水が澄み小石の多い川にすむ。体長約一五（センチメートル）。体はハゼに似るが、うろこがない。体は暗灰色で、背面に暗色のまだら模様がある。食用。マゴリ。ゴリ。＝鰍〈漢字ペディア〉
F1127,2,杜翁,とるすとい,,ロシアの小説家・思想家。一八二八～一九一〇年。小説は、一九世紀後半のロシア社会を描き、リアリズム文学の最高峰とされる。代表作『戦争と平和』『アンナ-カレーニナ』『復活』など。〈漢字ペディア〉
F1128,2,杜松,ねず,,ヒノキ科の常緑低木または小高木。西日本の山地に自生。葉は針形でかたい。実は球形で、黒紫色に熟し、漢方では利尿薬にする。ムロ。ネズミサシ。〈漢字ペディア〉
F1129,2,土当帰,うど,のだけ,"うど…ウコギ科の多年草。＝独活〈漢字ペディア〉
のだけ…セリ科の多年草。山野に自生。葉は羽状複葉。秋、暗紫色の小花を密生する。根は漢方薬用。＝野竹、前胡〈漢字ペディア〉"
F1130,2,土器,かわらけ,,"1.釉（うわぐすり）をかけていない素焼きの陶器。
2.素焼きの杯。〈漢字ペディア〉"
F1131,2,筆頭菜,つくし,,スギナの胞子茎。＝土筆〈漢字ペディア〉
F1132,2,土耳古,とるこ,,アジア西部、小アジア半島とヨーロッパのバルカン半島の南東部を占める共和国。首都はアンカラ。〈漢字ペディア〉
F1133,2,刀豆,なたまめ,,マメ科のつる性一年草。＝鉈豆〈漢字ペディア〉
F1134,2,灯台木,みずき,,ミズキ科の落葉高木。＝水木〈漢字ペディア〉
F1135,2,豆腐皮,ゆば,,豆乳（トウニュウ）を煮立て、表面に張った薄い皮をすくい上げて作った食品。うば。＝湯葉、湯皮、油皮〈漢字ペディア〉
F1136,2,唐木香,もっこう,,キク科の多年草。インド北部原産。暗紫色のアザミに似た花をつける。根は芳香と苦味があり、漢方で健胃薬にする。＝木香〈漢字ペディア〉
F1137,2,掏児,すり,,人ごみなどで人が身につけている金品を、本人に気づかれずに抜き取ること。また、その者。巾着（キンチャク）切り。＝掏摸〈漢字ペディア〉
F1138,2,盗汗,ねあせ,,病気による発熱や過労などが原因で、寝ているときにかく汗。＝寝汗〈漢字ペディア〉
F1139,2,痘痕,あばた,,天然痘の治ったのち、皮膚に残る小さなくぼみ。また、それに似たもの。〈漢字ペディア〉
F1140,2,痘瘡,もがさ,,「痘瘡（トウソウ：感染症の一つ。高熱・発疹（ホッシン）を生じ、あばたを残す。天然痘。疱瘡（ホウソウ）。）」に同じ。＝疱、皰、痘〈漢字ペディア〉
F1141,2,等閑,なおざり,,おろそかにするさま。いい加減にしておくさま。〈漢字ペディア〉
F1142,2,螳螂,かまきり,,カマキリ科の昆虫の総称。＝蟷螂、鎌切〈漢字ペディア〉
F1143,2,蟷螂,かまきり,,カマキリ科の昆虫の総称。本州以南の草むらにすむ。体は緑色または褐色で細長く、前あしは鎌（かま）の形に曲がる。他の昆虫などを捕食。イボジリ。イボムシリ。＝螳螂、鎌切〈漢字ペディア〉
F1144,2,鐙靼,みずお,,馬具の一つ。鐙（あぶみ）をつる革ひも。＝水緒〈漢字ペディア〉
F1145,2,特牛,こというし,,大きくて丈夫な雄のウシ。頑強で重荷を背負うことのできるウシ。ことい。こっていうし。こといのうし。〈漢字ペディア〉
F1146,2,犢鼻褌,ふんどし,たふさぎ,男性が陰部をおおうのに用いる布。したおび。ふどし。＝褌〈漢字ペディア〉
F1147,2,独楽,こま,,木や金属で作った円形の胴に軸を通し、手やひもで回して遊ぶおもちゃ。〈漢字ペディア〉
F1148,2,独逸,どいつ,,ヨーロッパ中部にある連邦共和国。第二次世界大戦後東西に分裂したが、一九九〇年に統一された。首都はベルリン。〈漢字ペディア〉
F1149,2,髑髏,されこうべ,しゃれこうべ,風雨にさらされて白骨だけになった頭蓋骨（ズガイコツ）。＝髑、髏〈漢字ペディア〉
F1150,2,凸柑,ぽんかん,,ミカン科の常緑小高木。インド原産。九州などで栽培。果実は大形で、皮が厚く、香気があり甘い。〈漢字ペディア〉
F1151,2,南瓜,かぼちゃ,,ウリ科のつる性一年草。熱帯アメリカ原産。夏、黄色い花をつけ、大きな扁球（ヘンキュウ）形の実を結ぶ。葉は掌状で浅く五裂する。果肉と種子は食用。トウナス。ボウブラ。ナンキン。〈漢字ペディア〉
F1152,2,東風,こち,,春、東のほうから吹いてくる風。ひがしかぜ。こちかぜ。〈漢字ペディア〉
F1153,2,乳母,うば,"おんば
めのと",母親に代わって、子に乳を飲ませ育てる女性。〈漢字ペディア〉
F1154,2,捻子,ねじ,,"#＝螺子、螺旋、捩子、捩
1.物をしめつけたりするための機械などの部品。らせん状のみぞをつけたもの。
2.時計などのぜんまいを巻くもの。また、ぜんまい。〈漢字ペディア〉"
F1155,2,捩子,ねじ,,"#＝螺子、螺旋、捻子、捩
1.物を締めつける、螺旋（ラセン）形のみぞのあるもの。雄ねじと雌ねじがある。
2.ぜんまいを巻く装置。〈漢字ペディア〉"
F1156,2,螺子,ねじ,,"#＝捩子、螺旋、捻子、捩
1.物を締めつける、螺旋（ラセン）形のみぞのあるもの。雄ねじと雌ねじがある。
2.ぜんまいを巻く装置。〈漢字ペディア〉"
F1157,2,螺旋,ねじ,,"#＝螺子、捩子、捻子、捩
1.物を締めつける、螺旋（ラセン）形のみぞのあるもの。雄ねじと雌ねじがある。
2.ぜんまいを巻く装置。〈漢字ペディア〉"
F1158,2,濃絵,だみえ,,"#＝彩絵
1.壁などの大きな画面に金銀や濃い原色を使って描いた絵。特に、桃山時代に隆盛した狩野派などの障壁画をいう。
2.濃い彩色をほどこした絵。〈漢字ペディア〉"
F1159,2,巴奈馬,ぱなま,,中央アメリカ最南端の共和国。パナマ運河が横断している。首都はパナマ。〈漢字ペディア〉
F1160,2,巴里,ぱり,,フランス共和国の首都。セーヌ川中流域を同心円状に西欧の主要な文化・政治・経済都市として発展。美術品・衣装類の生産が盛ん。〈漢字ペディア〉
F1161,2,巴爾幹,ばるかん,,ヨーロッパ南東部、バルカン半島一帯の称。〈漢字ペディア〉
F1162,2,怕痒樹,さるすべり,,ミソハギ科の落葉高木。＝百日紅、猿滑、紫薇〈漢字ペディア〉
F1163,2,波斯,ぺるしゃ,ぺるしあ,イランの旧称。〈漢字ペディア〉
F1164,2,波蘭,ぽーらんど,,ヨーロッパ東部、バルト海の南岸にある共和国。首都はワルシャワ。〈漢字ペディア〉
F1165,2,破落戸,ごろつき,,一定の住所や職をもたず、ゆすりやたかりなどの悪事をはたらくならず者。無頼漢。無頼。＝無頼〈漢字ペディア〉
F1166,2,破天連,ばてれん,,"#＝伴天連
1.キリスト教が日本に伝来した当時の外国人の宣教師・司祭。
2.キリスト教。また、その信者。〈漢字ペディア〉"
F1167,2,蟇蛙,ひきがえる,,ヒキガエル科のカエル。大形で動作が鈍い。背は暗褐色でいぼがある。皮膚から分泌される毒液は「がまの油」といい、薬用。ガマガエル。イボガエル。＝蟾蜍、蟇〈漢字ペディア〉
F1168,2,蟇子,ぶゆ,,ブユ科の昆虫の総称。＝蜹〈漢字ペディア〉
F1169,2,俳優,わざおぎ,,おかしい動作で歌い舞い、神や人を楽しませること。また、その人。わざびと。＝妓、倡、俳、優、伶〈漢字ペディア〉
F1170,2,媒鳥,おとり,,"#＝囮
1.他の鳥や獣を誘い捕らえるための鳥や獣。
2.人を誘い寄せるための人や物。〈漢字ペディア〉"
F1171,2,黴雨,つゆ,,六月（陰暦では五月）ころ、長く降り続く雨。五月雨（さみだれ）。また、その季節。つゆどき。＝梅雨〈漢字ペディア〉
F1172,2,白辛樹,あさがら,,エゴノキ科の落葉高木。西日本の山地に自生。初夏、白い花が多数垂れ下がる。実から油をとる。アサギ。＝麻殻〈漢字ペディア〉
F1173,2,白粉,おしろい,,化粧に使う白い粉や液体。＝鉛〈漢字ペディア〉
F1174,2,白禿瘡,しらくも,,白癬（ハクセン）菌の感染で起こる皮膚病。多く、幼児や小児の頭部にできる白い円形斑（ハン）が大きくなり、乾燥して頭髪がぬける。＝白癬〈漢字ペディア〉
F1175,2,白癬,しらくも,,白癬（ハクセン）菌の感染で起こる皮膚病。多く、幼児や小児の頭部にできる白い円形斑（ハン）が大きくなり、乾燥して頭髪がぬける。＝白禿瘡〈漢字ペディア〉
F1176,2,白面,しらふ,,酒を飲んでいない普段の状態。また、その顔つき。＝素面〈漢字ペディア〉
F1177,2,白茅,ちがや,,イネ科の多年草。＝茅萱、茅〈漢字ペディア〉
F1178,2,伯林,べるりん,,ドイツ連邦共和国の首都で、ドイツの北東部にある都市。〈漢字ペディア〉
F1179,2,拍手,かしわで,,神を拝むとき、てのひらを合わせ打って鳴らすこと。〈漢字ペディア〉
F1180,2,博奕,ばくち,,"#＝博打
1.金品を賭（か）けて、さいころや花札などの勝負をすること。とばく。
2.成功は運まかせというような危険な試みをあえてすること。〈漢字ペディア〉"
F1181,2,半銭,きなか,,一文（イチモン）の半分。半文。半銭（ハンセン）。転じて、ほんのわずかなこと。＝寸半〈漢字ペディア〉
F1182,2,伴天連,ばてれん,,"#＝破天連
1.日本にキリスト教が伝来したとき、その伝道のために渡来した宣教師。
2.キリスト教。また、その信者の称。〈漢字ペディア〉"
F1183,2,斑鳩,いかる,いかるが,アトリ科の鳥。低山にすむ。体は灰色で、頭・翼・尾羽は黒色。くちばしは太くて黄色。澄んだ声で鳴く。サンコウチョウ。＝鵤〈漢字ペディア〉
F1184,2,斑馬,しまうま,,ウマ科の哺乳（ホニュウ）動物の総称。＝縞馬〈漢字ペディア〉
F1185,2,斑気,むらき,むらぎ,気が変わりやすいこと。移り気なこと。心の定まらぬこと。気まぐれ。また、一方に偏る心。〈漢字ペディア〉
F1186,2,飯粒,いいぼ,,"1.めしつぶ。
2.形が①に似ていることから、いぼ。〈漢字ペディア〉"
F1187,2,繁吹,しぶき,,"#＝飛沫
1.細かい粒状になって勢いよく飛び散る水。
2.強く吹きつける雨。〈漢字ペディア〉"
F1188,2,晩生,おくて,,"#＝奥手、⇔早生（わせ）
1.野菜・果実などの作物で、通常より遅く熟すもの。＝晩稲
2.肉体的や精神的に成熟の遅い人のたとえ。〈漢字ペディア〉"
F1189,2,晩稲,おくて,,通常のものより遅く実るイネ。＝奥手、早稲（わせ）〈漢字ペディア〉
F1190,2,番瀝青,ぺんき,,油に顔料を混ぜた塗料。ペイント。〈漢字ペディア〉
F1191,2,蕃茄,とまと,,ナス科の一年草。南アメリカのアンデス高地原産。夏、黄色の花をつけ、赤い球形の実を結ぶ。生食のほか、ジュースやケチャップにする。アカナス。〈漢字ペディア〉
F1192,2,匕首,あいくち,,つばのない短刀。九寸五分（クスンゴブ）。＝合口〈漢字ペディア〉
F1193,2,比目魚,ひらめ,,ヒラメ科の海魚。＝鮃、平目〈漢字ペディア〉
F1194,2,比律賓,ふぃりぴん,,東南アジア、ルソン島・ミンダナオ島を中心とした多くの島からなる共和国。住民の大多数はカトリック教徒。首都はマニラ。〈漢字ペディア〉
F1195,2,飛沫,しぶき,,細かい粒状になって、勢いよく飛び散る水。＝繁吹〈漢字ペディア〉
F1196,2,飛礫,つぶて,,小石を投げること。また、その小石。＝礫〈漢字ペディア〉
F1197,2,飛蝗,ばった,,バッタ科の昆虫の総称。後ろのはねは薄く飛行に適し、後ろあしは長く、よくはねる。イネを食害する。トノサマバッタ・ショウリョウバッタ・イナゴなど種類が多い。＝蝗虫〈漢字ペディア〉
F1198,2,蝗虫,ばった,,バッタ科の昆虫の総称。＝飛蝗〈漢字ペディア〉
F1199,2,眉児豆,いんげんまめ,,マメ科のつる性一年草。＝隠元豆、菜豆〈漢字ペディア〉
F1200,2,眉尖刀,なぎなた,,長い柄（え）の先に、反り返った長い刃をつけた武器。＝長刀、薙刀〈漢字ペディア〉
F1201,2,微風,そよかぜ,,そよそよと静かに吹く風。〈漢字ペディア〉
F1202,2,微酔,ほろよい,,酒に少し酔うこと。また、その気分のよい状態。〈漢字ペディア〉
F1203,2,百足,むかで,,ムカデ類の節足動物の総称。体は細長く、多数の体節をもち、各節に一対ずつ足がある。口に毒腺（ドクセン）をもち、かまれると激痛が走る。＝蜈蚣〈漢字ペディア〉
F1204,2,氷菓子,あいすくりーむ,,牛乳・卵黄・砂糖・香料などをかきまぜ、空気を含ませながらこおらせた菓子。〈漢字ペディア〉
F1205,2,氷州,あいすらんど,,大西洋北極圏付近の共和国。氷河・火山・温泉が多い。首都はレイキャビク。〈漢字ペディア〉
F1206,2,氷魚,こまい,,タラ科の海魚。北海道以北の日本海と太平洋沿岸にすむ。タラに似るが小形。氷に穴をあけて釣る。食用。＝氷下魚〈漢字ペディア〉
F1207,2,氷柱,つらら,,水滴が次々にこおって垂れ下がり、棒状になったもの。垂氷（たるひ）。〈漢字ペディア〉
F1208,2,表着,うわぎ,,最も外側に着る衣服。＝上着、⇔下着（したぎ）〈漢字ペディア〉
F1209,2,豹脚蚊,やぶか,,カ科の昆虫の総称。＝藪蚊〈漢字ペディア〉
F1210,2,憑子,たのもし,,掛け金を出し合い、くじや入札で決めた順序で金を融通し、全員に融通した時点で解散する組合。たのもし講。＝頼母子〈漢字ペディア〉
F1211,2,飄石,ずんばい,,小石。また、小石を投げること、そのような遊び。石投げ。〈漢字ペディア〉
F1212,2,鰾膠,にべ,,"#＝鮸膠、鮸
1.ニベ科の魚の鰾（うきぶくろ）を原料にした膠（にかわ）。粘着力が強い。
2.愛想。世辞。〈漢字ペディア〉"
F1213,2,鮸膠,にべ,,ニベ科の海魚の鰾（うきぶくろ）からつくった膠（にかわ）。粘着力が強く、食用・工業用・薬用に広く使われる。＝鰾膠、鮸〈漢字ペディア〉
F1214,2,病葉,わくらば,,病気や害虫のために、変色したり枯れたりした葉。特に、夏のうちに赤や黄に色づいて縮まった葉。〈漢字ペディア〉
F1215,2,浜木綿,はまゆう,,ヒガンバナ科の多年草。海浜に自生。葉はオモトに似て大形。夏、芳香のある白い六弁花を傘状につける。花弁は細長く、そり返る。ハマオモト。＝文珠蘭〈漢字ペディア〉
F1216,2,不知不識,しらずしらず,,無意識の間に。知らないうちに。いつのまにか。＝知らず識らず、知らず知らず〈漢字ペディア〉
F1217,2,不知火,しらぬい,,夜、海上に多くの火の影がゆらめいて見える現象。熊本県八代（やつしろ）沖で見られるものなどが有名。漁（いさ）り火の異常屈折反射によるといわれる。〈漢字ペディア〉
F1218,2,布哇,はわい,,アメリカ合衆国の州の一つ。太平洋上のハワイやマウイなどの火山島からなる世界的な観光地。州都はホノルル。〈漢字ペディア〉
F1219,2,怖気,おじけ,おぞけ,こわがる気持ち。恐怖に震える心。〈漢字ペディア〉
F1220,2,浮萍,うきくさ,,"#＝浮草、萍
1.ウキクサ科の多年草。池沼などの水面に浮かぶ。三個の平らな葉状体の中央から数本のひげ根を出す。
2.水面に浮かんで生える草の総称。
3.不安定で落ち着かない生活のたとえ。〈漢字ペディア〉"
F1221,2,浮腫,むくみ,,病気や疲労などにより、皮下組織にリンパ液や組織液などが多量にたまる症状。＝水腫（すいしゅ）〈漢字ペディア〉
F1222,2,普魯西,ぷろしあ,,プロイセンの英語名。もとドイツ連邦の中心的王国。第二次大戦後、東ドイツ・ポーランド・ソ連（現在のロシア連邦）に分割された。〈漢字ペディア〉
F1223,2,蜉蝣,かげろう,,カゲロウ目の昆虫の総称。形はトンボに似るが、小さく弱々しい。幼虫は水中で二～三年過ごす。成虫の寿命は数時間と短く、はかないもののたとえにされる。＝蜻蛉〈漢字ペディア〉
F1224,2,文珠蘭,はまゆう,,ヒガンバナ科の多年草。＝浜木綿〈漢字ペディア〉
F1225,2,柄杓,ひしゃく,,湯や水などをくみ取る道具。木・竹・金属などでつくった、わん形の容器に柄（え）のついたもの。＝杓〈漢字ペディア〉
F1226,2,米利堅,めりけん,,"1.アメリカ。アメリカ人。
2.げんこつでなぐること。また、そのげんこつ。〈漢字ペディア〉"
F1227,2,扁桃,あーもんど,,バラ科の落葉高木。中央アジア原産。全体にモモに似る。果実は熟すと裂開する。核（さね）は平たく、食用や薬用。ハタンキョウ。〈漢字ペディア〉
F1228,2,扁柏,ひのき,,ヒノキ科の常緑高木。＝檜、檜木〈漢字ペディア〉
F1229,2,葡萄茶,えびちゃ,,黒みがかった赤茶色。＝海老茶〈漢字ペディア〉
F1230,2,葡萄牙,ぽるとがる,,ヨーロッパ南西端の共和国。一五、六世紀には東方貿易により繁栄した。日本に鉄砲やキリスト教をもたらした。首都はリスボン。〈漢字ペディア〉
F1231,2,蒲魚,かまとと,,わかっているのに、上品ぶってわからないふりをすること。うぶらしく振る舞うこと。また、その人。〈漢字ペディア〉
F1232,2,蒲葵,びろう,,ヤシ科の常緑高木。＝檳榔〈漢字ペディア〉
F1233,2,莫臥児,もーる,,"1.縦に絹糸、横に金糸・銀糸を使った浮き織り。帯地などにする緞子（ドンス）に似た織物。
2.金糸・銀糸・色糸をからませた飾り用のひも。
3.針金に色糸などを撚（よ）りつけたもの。〈漢字ペディア〉"
F1234,2,方済各,ざびえる,,日本に初めてキリスト教を伝えた、スペイン生まれの宣教師。フランシスコ－ザビエル。〈漢字ペディア〉
F1235,2,泡沫,うたかた,,"1.水面にできる泡。水泡（みなわ）。
2.はかなく消えやすいもののたとえ。〈漢字ペディア〉"
F1236,2,泡糖,かるめら,,ざらめ糖と水を煮つめて泡立たせ、重曹を加えてふくらませて固まらせた菓子。カルメ焼。カルメル。＝浮石糖〈漢字ペディア〉
F1237,2,元宝草,ほとけのざ,,シソ科の二年草。＝宝蓋草、仏の座〈漢字ペディア〉
F1238,2,宝蓋草,ほとけのざ,,"1.タビラコの別称。春の七草の一つで、黄色い花をつける。
2.シソ科の二年草。道端に自生。春、紅紫色の唇形花が輪状に咲く。＝元宝草、仏の座〈漢字ペディア〉"
F1239,2,胞衣,えな,,出産直後に母体から排出される、胎児を包んでいた膜や胎盤などの総称。後産（あとザン）。〈漢字ペディア〉
F1240,2,烽火,のろし,,"#＝狼煙、烽、燧
1.昔、戦争や急な事件を知らせるために火を燃やし、煙を高く上げるしかけ。＝烽煙（ほうえん）、烽燧（ホウスイ）
2.大きなことを起こす合図、そのきっかけとなる行動のたとえ。〈漢字ペディア〉"
F1241,2,幫間,たいこもち,,"#＝太鼓持ち
1.宴席などに出て客の機嫌をとり、座をにぎわすことを職業とする男性。
2.人の機嫌をとって、うまく世渡りする人。人にへつらい、機嫌をとるのに懸命な人。〈漢字ペディア〉"
F1242,2,亡骸,なきがら,,死者の体。死体。遺体。しかばね。＝亡軀、死骸（しがい）〈漢字ペディア〉
F1243,2,亡軀,なきがら,,死者の体。死体。遺体。しかばね。＝亡骸、死骸（しがい）〈漢字ペディア〉
F1244,2,尨犬,むくいぬ,,長い毛がふさふさと生えているイヌ。むく毛のイヌ。むく。＝尨〈漢字ペディア〉
F1245,2,尨毛,むくげ,,長くふさふさと垂れ下がった動物の毛。＝毳〈漢字ペディア〉
F1246,2,紡錘,つむ,,糸をつむぎながらよりを加えて巻き取る道具。＝錘〈漢字ペディア〉
F1247,2,望潮魚,いいだこ,,マダコ科のタコ。＝飯蛸、章花魚〈漢字ペディア〉
F1248,2,鴾毛,つきげ,,ウマの毛色の一種。葦毛（あしげ）の赤みをおびたもの。また、その毛色のウマ。＝月毛〈漢字ペディア〉
F1249,2,木蠹虫,きくいむし,,"#＝木食虫、蠹
1.キクイムシ科の甲虫の総称。樹木に穴をあけてすむ、林業の害虫。
2.キクイムシ科の甲殻類。海にすみ、杭（くい）や木造船の船底を食害する。体は円筒形で黄白色。〈漢字ペディア〉"
F1250,2,木耳,きくらげ,,キクラゲ科のキノコ。クワやブナなどの枯木に群生。人の耳に似た形で、暗褐色。乾燥させたものを水で戻して食用にする。中国料理に多用。〈漢字ペディア〉
F1251,2,木屑,こけら,,材木を削ったときに出る細かい木のくず。〈漢字ペディア〉
F1252,2,木椎,さいづち,,胴の部分がふくらんでいる小さい木製のつち。竹の釘（くぎ）・工具の木部などをたたくのに使う。＝才槌〈漢字ペディア〉
F1253,2,木偶,でく,,"1.木彫の人形。
2.あやつり人形。＝傀儡（くぐつ）
3.何の役にも立たない人。でくのぼう。〈漢字ペディア〉"
F1254,2,墨魚,いか,,頭足類コウイカ目とツツイカ目の軟体動物の総称。＝烏賊、柔魚〈漢字ペディア〉
F1255,2,樸樹,むくのき,,ニレ科の落葉高木。＝椋の木〈漢字ペディア〉
F1256,2,勃牙利,ぶるがりあ,,バルカン半島の南東部にある共和国。首都はソフィア。〈漢字ペディア〉
F1257,2,麻疹,はしか,,幼児に多い急性の感染症。発熱し、全身に発疹（ハッシン）が出て、口中に白い斑点（ハンテン）ができる。一度かかると、一生の免疫を得る。＝疹〈漢字ペディア〉
F1258,2,麻幹,おがら,,アサの皮をはいだ茎。盆の迎え火や送り火をたくのに用いる。あさがら。＝苧殻〈漢字ペディア〉
F1259,2,摩西,もーせ,もーぜ,古代イスラエル民族の指導者。紀元前一四世紀ころ、苦役にあえぐ同胞を率いてエジプトを脱出、約束の地カナンに導いた。モーゼ。〈漢字ペディア〉
F1260,2,摩納哥,もなこ,,フランス南東部、地中海に面した立憲君主制の公国。公設のカジノで有名。首都はモナコ。〈漢字ペディア〉
F1261,2,摩洛哥,もろっこ,,アフリカ北西端、大西洋と地中海に面した王国。アトラス山脈を中心とする高原の国。首都はラバト。＝茂禄子〈漢字ペディア〉
F1262,2,満俺,まんがん,,銀白色で赤みを帯び、鉄よりも硬く、炭素を含むともろい金属元素。〈漢字ペディア〉
F1263,2,縵面,なめ,,銭の裏側の、文字がなくてなめらかな面。⇔形（かた）〈漢字ペディア〉
F1264,2,未通女,おぼこ,,"1.まだ世間をよく知らないこと。また、その人。うぶ。
2.まだ男性を知らないこと。また、そのような女性。きむすめ。〈漢字ペディア〉"
F1265,2,未蘭,みらの,,イタリア北部の商工業都市。オペラの殿堂のスカラ座やミラノ聖堂などで有名。〈漢字ペディア〉
F1266,2,密夫,まおとこ,,夫のある女が他の男と関係をもつこと。また、その相手の男。＝間男〈漢字ペディア〉
F1267,2,密男,まおとこ,,夫のある女が他の男と関係をもつこと。また、その相手の男。＝間男〈漢字ペディア〉
F1268,2,無花果,いちじく,,クワ科の落葉小高木。西アジア原産。葉は大きく、てのひら形。初夏、つぼ状の袋の中に多数の花をつける。果実は食用。＝映日果〈漢字ペディア〉
F1269,2,無頼,ごろつき,,住所や仕事を定めず、うろついて脅しなどをするならず者。無頼漢（ブライカン）。＝破落戸〈漢字ペディア〉
F1270,2,無患子,むくろじ,,ムクロジ科の落葉高木。西日本の山地に自生。夏、淡緑色の小花を円錐（エンスイ）状につけ、球形の果実を結ぶ。種子は黒色でかたく、羽根つきの羽根の玉に用いる。また、果皮はサポニンを含み、石けんの代用にした。〈漢字ペディア〉
F1271,2,名告,なのり,,"#＝名乗
1.名を名乗ること。特に、武士が戦場で戦う前に自分の名や素性を大声で叫んだこと。
2.昔、公家および武家の男子が元服後につけた実名。〈漢字ペディア〉"
F1272,2,明白,あからさま,,ありのままに表すさま。露骨なさま。〈漢字ペディア〉
F1273,2,螟虫,ずいむし,,昆虫類の幼虫で、草木・イネなどの茎や枝の中心を食い荒らす害虫の総称。特に、メイガ科のガの幼虫。＝髄虫、螟〈漢字ペディア〉
F1274,2,面繫,おもがい,,馬具の一つ。ウマの頭の上からくつわにかけてつなぐ飾りひも。＝面懸、羈、羇〈漢字ペディア〉
F1275,2,面懸,おもがい,,馬具の一つ。ウマの頭の上からくつわにかけてつなぐ飾りひも。＝面繫、羈、羇〈漢字ペディア〉
F1276,2,面瘡,おもくさ,,顔にできるかさ。また、その跡。顔にできるはれものや、にきび・そばかすなど。〈漢字ペディア〉
F1277,2,緬甸,びるま,,インドシナ半島の西部、ベンガル湾に面した国。一九八九年、ミャンマー連邦と改名した。首都はラングーン、国名改名後はヤンゴンと改名。〈漢字ペディア〉
F1278,2,毛布,けっと,,「ブランケット」の略。毛布。ケットン。〈漢字ペディア〉
F1279,2,毛斯綸,もすりん,,薄く柔らかい平織りの毛織物。メリンス。モス。唐縮緬（トウちりめん）。〈漢字ペディア〉
F1280,2,妄榧,もみ,,マツ科の常緑高木。＝樅〈漢字ペディア〉
F1281,2,目眩,めまい,,目がまわって倒れそうになること。＝眩暈〈漢字ペディア〉
F1282,2,苜蓿,うまごやし,,マメ科の二年草。ヨーロッパ原産の帰化植物で、海岸などに自生。葉は三枚の小葉からなる複葉。春、黄色い小花をつける。＝馬肥、連枝草〈漢字ペディア〉
F1283,2,連枝草,うまごやし,,マメ科の二年草。＝苜蓿、馬肥〈漢字ペディア〉
F1284,2,勿忘草,わすれなぐさ,,ムラサキ科の多年草。ヨーロッパ原産。園芸では、観賞用に一年草として栽培。茎と葉にはやわらかい毛が密生。春、青紫色の小花を尾状に多数つける。〈漢字ペディア〉
F1285,2,門土里留,もんとりおーる,,カナダ南東部、セントローレンス川中流にある港湾都市。同国最大の商工業都市で、水陸交通の要地でもある。〈漢字ペディア〉
F1286,2,夜半,よわ,,よなか。よふけ。〈漢字ペディア〉
F1287,2,野老,ところ,,ヤマノイモ科のつる性多年草。山野に自生。葉はハート形。夏、黄緑色の小花を穂状につける。多数のひげをもつ根茎は、苦味を抜けば食用になる。〈漢字ペディア〉
F1288,2,野蜀葵,みつば,,セリ科の多年草。山野に自生。野菜として栽培もする。葉は小葉三枚からなる複葉。香りがよい。＝三葉〈漢字ペディア〉
F1289,2,約翰,よはね,,キリスト教で、イエス－キリストの一二人の弟子の一人。「ヨハネ福音書」「ヨハネ黙示録」の著者と伝えられる。〈漢字ペディア〉
F1290,2,猶太,ゆだや,,現在のパレスチナにあった古代ユダ王国の地。また、王国滅亡後、世界に離散したユダヤ教徒。〈漢字ペディア〉
F1291,2,釉薬,うわぐすり,,素焼の陶磁器の表面に塗り、焼いてつやを出すガラス質の珪酸（ケイサン）塩化化合物を主成分とするもの。つやぐすり。＝釉〈漢字ペディア〉
F1292,2,鼬鼠,いたち,,イタチ科の哺乳（ホニュウ）動物の総称。また、その一種。日本特産。体は茶褐色。夜間、ネズミやニワトリなどを捕食。敵におそわれると悪臭を放って逃げる。＝鼬〈漢字ペディア〉
F1293,2,孕女,うぶめ,,妊娠中の女性。また、出産直後の女性。＝産女〈漢字ペディア〉
F1294,2,幼気,いたいけ,,"1.おさなくて、いじらしいさま。
2.おさなくて、かわいいさま。〈漢字ペディア〉"
F1295,2,洋傘,こうもり,こうもりがさ,金属性の細い骨に布やビニールを張り、持ち手をつけた雨傘。こうもりがさ。＝蝙蝠傘〈漢字ペディア〉
F1296,2,洋杯,こっぷ,,水などを飲むための、円筒形でガラス製の容器。〈漢字ペディア〉
F1297,2,洋刀,さーべる,,西洋風の細身の刀。第二次世界大戦まで、軍人や警官が腰に下げていた。＝洋剣〈漢字ペディア〉
F1298,2,洋剣,さーべる,,西洋風の細身の刀。第二次世界大戦まで、軍人や警官が腰に下げていた。＝洋刀〈漢字ペディア〉
F1299,2,洋酒,じん,,オオムギ・ライムギなどを発酵させた液に、ネズの果実で香りをつけたアルコール度の高い蒸留酒。多く、カクテルの材料に用いる。〈漢字ペディア〉
F1300,2,洋灯,らんぷ,,"1.石油などに灯心をひたして燃やす照明器具。
2.電灯。あかりの総称。〈漢字ペディア〉"
F1301,2,陽炎,かげろう,かぎろい,"かげろう…春や夏、日光に熱せられた地面から空気が炎のようにゆらゆらと立ちのぼる現象。＝糸遊（いとユウ）、遊糸（ユウシ）〈漢字ペディア〉
かぎろい…＝火光
1.明け方、東の空にちらちら光る日の光。曙光（ショコウ）。
2.「陽炎（かげろう）」に同じ。〈漢字ペディア〉"
