ID,難易度,問題,解答,意味
B0600,2,君子の才華は、玉【韞】め玉蔵すが如くすべし,おさ,"関連熟語：韞価（ウンカ）
★韞める（おさ-める）
包含する。〈漢辞海〉"
B0601,2,君子は其の【睹】ざる所に戒慎す,み,"関連熟語：逆睹（ギャクト／ゲキト）
★睹る（み-る）
1.よく見る。
2.偵察する。観察する。
3.了解する。予知する。〈漢辞海〉"
B0602,2,君子は文を【秉】る,と,"関連熟語：秉燭（ヘイショク）
★秉る（と-る）
手に持つ。しっかりつかんで守る。転じて、心に固く守る。〈漢字ペディア〉"
B0603,2,君主安泰、民心【渝】わるところなし,か,"関連熟語：渝盟（ユメイ）
★渝わる（か-わる）
変化する。変質する。改まる。前とは中身が入れかわるようになる。〈漢字ペディア〉"
B0604,2,君臣相顧みて尽く衣を【沾】す,うるお,"関連熟語：均沾（キンテン）
★沾す（うるお-す）
1.しだいに水分がしみいる。しめり気をおびる。ぬれる。
2.恩恵にあずかる。利益をこうむる。
3.与える。
4.感化する。〈漢辞海〉"
B0605,2,群星光甚を争い【夐】かに濤声を聞く,はる,"関連熟語：夐絶（ケイゼツ）
★夐か（はる-か）
距離が隔たって遠いさま。〈漢字ペディア〉"
B0606,2,軍【紮】まれば幽邃も殺伐と化す,とど,"関連熟語：駐紮（チュウサツ）
★紮まる（とど-まる）
駐在する。〈漢辞海〉"
B0607,2,軍功により大佐に【躋】った,のぼ,"関連熟語：躋攀（セイハン）
★躋る（のぼ-る）
高いところにのぼる。〈漢字ペディア〉"
B0608,2,軍師を遣わし【冢】を修む,つか,"関連熟語：冢塋（チョウエイ）
★塚／冢（つか）
土を高く盛って築いた墓。〈漢字ペディア〉"
B0609,2,兄嫁と【諧】らぎ暮らした,やわ,"関連熟語：諧和（カイワ／カイカ）
★諧らぐ（やわ-らぐ）
和合する。〈漢辞海〉"
B0610,2,激雷の【驟】かに震うが如し,にわ,"関連熟語：驟雨（シュウウ）
★驟か（にわ-か）
突然。急であるさま。不意。〈漢字ペディア〉"
B0611,2,月に一鶏を【攘】み以て来年を待つ,ぬす,"関連熟語：攘羊（ジョウヨウ）
★攘む（ぬす-む）
手に入ったものをこっそり自分の物として返さない。くすねる。〈漢字ペディア〉"
B0612,2,月に一度、墓前に【莅】む姿が見られた,のぞ,"関連熟語：莅職（リショク）
★莅む（のぞ-む）
1.場に至る。
2.統治する。つかさどる。
3.その場で見る。監督する。"
B0613,2,嫌悪と疑惑との【蹙】め顔となる,しか,"関連熟語：顰蹙（ヒンシュク）
★蹙める（しか-める）
顔･鼻･眉毛･額などをしかめる。〈漢辞海〉"
B0614,2,見事な【阿亀】の面,おかめ,"関連熟語：--
★阿亀（おかめ）
額が広くて鼻が低く、下膨れの女の面。また、そのような顔立ちの女性。阿多福。〈漢字ペディア〉"
B0615,2,険隘に局せられ、禍難身に【薄】る,せま,"関連熟語：肉薄（ニクハク）
★薄る（せま-る）
草木が間をあけず、びっしりと生える。すきまなくくっつく。〈漢字ペディア〉"
B0616,2,顕を微にして幽を【闡】く,ひら,"関連熟語：闡幽（センユウ）
★闡く（ひら-く）
大きくあけひろげる。あけすけにする。〈漢字ペディア〉"
B0617,2,幻の逸品を【覓】める,もと,"関連熟語：覓句（ベキク）
★覓める（もと-める）
ないものを得ようと探す。〈漢字ペディア〉"
B0618,2,言っていることは【洵】にもっともだ,まこと,"関連熟語：洵美（ジュンビ）
★洵（まこと）
いつわりのないこと。実(ｼﾞﾂ)のあること。〈漢字ペディア〉"
B0619,2,言霊の八十の【衢】に夕占（ゆうけ）問う,ちまた,"関連熟語：四衢（シク）
★衢／巷（ちまた）
四方に通じる大通り。よつつじ。〈漢字ペディア〉"
B0620,2,個人の愛でた梅花に涙を【濺】ぐ,そそ,"関連熟語：濺涙（センルイ）
★濺ぐ（そそ-ぐ）
水しぶきなどをふりかける。水などがふりそそぐ。〈漢字ペディア〉"
B0621,2,古学に【精】しく通達する,くわ,"関連熟語：精密（セイミツ）
★精しい（くわ-しい）
細かく念入りなさま。細かい点まで完全ですぐれているさま。〈漢字ペディア〉"
B0622,2,孤魂を想うて旧宇を【眷】みる,かえり,"関連熟語：眷想（ケンソウ）
★眷みる（かえり-みる）
1.振り返って見る。
2.気づかう。心配する。また、目をかけ引き立てる。〈漢字ペディア〉"
B0623,2,己をもって人を【揣】る,"はか
おしはか","関連熟語：揣摩（シマ）
★揣る（はか-る）
1.長さ･深さ･高さなど寸法を調べる。
2.さぐる。おしはかる。〈漢字ペディア〉"
B0624,2,故に【姑】くこれを挙げておく,しばら,"関連熟語：姑息（コソク）
★姑く（しばら-く）
かりそめに。一時。とりあえず。〈漢字ペディア〉"
B0625,2,故旧わすれざれば、則ち民【偸】からず,うす,"関連熟語：偸薄（トウハク）
★偸い（うす-い）
不親切なさま。〈漢辞海〉"
B0626,2,湖上に魚を【鬻】がず,ひさ,"関連熟語：鬻文（イクブン）
★鬻ぐ（ひさ-ぐ）
物を売る。商いをする。〈漢字ペディア〉"
B0627,2,虎豹の文は【田】りを来す,か,"関連熟語：田猟（デンリョウ）
★田り（か-り）
狩りをする。〈漢辞海〉"
B0628,2,吾これを【售】り人これを取る,う,"関連熟語：自售（ジシュウ）
★售る（う-る）
物を流通させる。商いをする。〈漢字ペディア〉"
B0629,2,吾少くして学問を【懶】る,おこた,"関連熟語：懶婦（ランプ）
★懶る（おこた-る）
不精なさま。なまけるさま。〈漢辞海〉"
B0630,2,後のことを【恤】えるひまはないはずだ,うれ,"関連熟語：銜恤（ガンジュツ／カンジュツ）
★恤れる（うれ-える）
気を配る。心配する。〈漢字ペディア〉"
B0631,2,公室を強め私門を【杜】ず,と,"関連熟語：杜絶（トゼツ）
★杜じる（と-じる）
1.閉ざす。
2.おおいふさぐ。
3.関係などを絶つ。止める。〈漢辞海〉"
B0632,2,好事家が逸品を【餮】り見ている,むさぼ,"関連熟語：饕餮（トウテツ）
★餮る（むさぼ-る）
むさぼり食う。〈漢辞海〉"
B0633,2,巧みに【找】し難場を凌ぐ,さおさ,関連熟語：--
B0634,2,広くて【邃】い館に招じ入れられた,"おくぶか
ふか","関連熟語：幽邃（ユウスイ）
★邃い（おくぶか-い）
1.土地や場所が深く遠い。
2.学問や道理が深く精密である。〈漢字ペディア〉"
B0635,2,恒来第に【造】りて当主と議論す,いた,"関連熟語：造詣（ゾウケイ）
★造る（いた-る）
とどく。だんだん進み行きつく。あるところに達する。〈漢字ペディア〉"
B0636,2,洪水、天に【滔】って禹の績あり,はびこ,"関連熟語：滔天（トウテン）
★滔る（はびこ-る）
水が勢いよく広がる。水が満ちあふれる。〈漢字ペディア〉"
B0637,2,甲を巻き旗を【韜】む,つつ,"関連熟語：韜晦（トウカイ）
★韜む（つつ-む）
おおうようにしてなかにしまいこむ。おさめる。なかに隠す。〈漢字ペディア〉"
B0638,2,甲板に出て欄干に【凭】った,よ,"関連熟語：凭欄（ヒョウラン）
★凭る（よ-る）
ものを支えにして体重をかける。もたれかかる。〈漢字ペディア〉"
B0639,2,行くときは【閾】を履まず,"しきい
しきみ","関連熟語：門閾（モンイキ）
★閾（しきい／しきみ）
門の下にあって、内外を区切る横木。しきみ。〈漢字ペディア〉"
B0640,2,香を焚いて【穢】れを祓う,けが,"関連熟語：穢土（エド）
★穢れる（けが-れる）
ごたごたしてよごれる。清いものがきたなくなる。〈漢字ペディア〉"
B0641,2,高を括って【空嘯】いていた,そらうそぶ,"関連熟語：--
★空嘯く（そらうそぶ-く）
1.知らないふりをしてとぼける。しらばっくれる。空惚(ｿﾗﾄﾎﾞ)ける。
2.相手をばかにした態度をとる。〈漢字ペディア〉"
B0642,2,高価な牛を【悋】しんで廉価の羊と易えよ,お,"関連熟語：悋惜（リンセキ／リンシャク／リンジャク）
★悋しむ（お-しむ）
物惜しみする。しぶる。けちけちする。〈漢辞海〉"
B0643,2,高閣の簷瓦吹かれて空に【飄】る,ひるがえ,"関連熟語：蓬飄（ホウヒョウ）
★飄る（ひるがえ-る）
風に吹かれて物がふわりと舞い上がる。ふわふわとただよう。〈漢字ペディア〉"
B0644,2,国として【泯】びざるはなし,ほろ,"関連熟語：泯滅（ビンメツ）
★泯びる（ほろ-びる）
尽きてなくなる。つきはてる。滅亡する。〈漢字ペディア〉"
B0645,2,国を敗り民を【殄】くす,つ,"関連熟語：殄滅（テンメツ）
★殄きる（つ-きる）
滅びる。滅び絶える。〈漢字ペディア〉"
B0646,2,国財を【蠹】む官人が蔓延る,むしば,関連熟語：蠹書（トショ）
B0647,2,鵠を刻して成らざるも尚【鶩】に類す,あひる,"関連熟語：鶩列（ボクレツ）
★鶩／家鴨（あひる）
カモ科の鳥。マガモを家畜として改良したもの。翼が小さく飛ぶことはできないが泳ぎは巧み。卵と肉は食用。〈漢字ペディア〉"
B0648,2,忽ちオペラの【俘】となった,とりこ,"関連熟語：俘虜（フリョ）
★俘／俘虜（とりこ）
戦争で敵に捕らえられた者。いけどりになった人。捕虜。〈漢字ペディア〉"
B0649,2,忽然として行方を【眩】ました,くら,"関連熟語：眩暈（ゲンウン）
▼行方を眩ます（ゆくえ-を-くら-ます）
行く先をわからないようにする。〈日本国語大辞典〉"
B0650,2,此を懲らして彼を【警】む,いまし,"関連熟語：警句（ケイク）
★警める（いまし-める）
1.注意をする。教えさとす。
2.用心する。警戒する。〈漢字ペディア〉"
B0651,2,今【暴】かに大名を得るは不祥なり,にわ,"関連熟語：暴騰（ボウトウ）
★暴か（にわ-か）
たちまち。急に。〈漢辞海〉"
B0652,2,今諸君将に【妄】りに誅せんとす,みだ,"関連熟語：妄信（モウシン／ボウシン）
★猥りに／妄りに／濫りに（みだ-りに）
むやみやたらに。無分別ででたらめなさま。〈漢字ペディア〉"
B0653,2,魂は去りて【尸】は長く留まる,"しかばね
かばね","関連熟語：尸諫（シカン）
★尸／屍（しかばね）
1.死人の体。なきがら。
2.漢字の部首名。人に関することを表す。しかばねかんむり。〈漢字ペディア〉"
B0654,2,坐を正しくして【扣】えている,ひか,"関連熟語：扣除（コウジョ）
★扣える（ひか-える）
ひきとめる。抑制する。前に進むものに手をかけてひっぱる。〈漢字ペディア〉"
B0655,2,細行を【矜】まずんば終に大徳を累せん,つつし,"関連熟語：矜式（キョウショク）
★矜む（つつし-む）
慎重に行う。〈漢辞海〉"
B0656,2,罪あるを罰し、虚なるを【訐】く,あば,"関連熟語：訐直（ケッチョク）
★訐く（あば-く）
人の秘密をさぐり出し、本人にむかって言う。〈漢字ペディア〉"
B0657,2,雑木林に【尉鶲】の甲高い声が響く,じょうびたき,"関連熟語：--
★尉鶲（じょうびたき）
ヒタキ科の小鳥。日本に冬鳥として渡来。全長約一四センチメートル。羽に白斑(ﾊｸﾊﾝ)があることから「紋付き鳥」ともいう。雄はのどが黒、胸腹部が赤褐色で美しい。〈漢字ペディア〉"
B0658,2,三世【爨】を一つにする,かまど,"関連熟語：三世一爨（サンセイイッサン）
★爨（かまど）
土･レンガなどで築いた、火をたいて煮炊きする設備。〈漢字ペディア〉"
B0659,2,山に嘉き【卉】有り,くさ,"関連熟語：花卉（カキ）
★卉（くさ）
草の総称。〈漢字ペディア〉"
B0660,2,山に喬松有り【隰】に游竜有り,さわ,"関連熟語：原隰（ゲンシツ／ゲンシュウ）
★隰（さわ）
低くて湿り気の多い土地。低湿地。湿地帯。〈漢字ペディア〉"
B0661,2,山海その左を【扼】えたり,おさ,"関連熟語：扼腕（ヤクワン）
★扼える（おさ-える）
1.力を加えて動けないようにする。強く手でしめつける。
2.要所を占拠して守る。〈漢字ペディア〉"
B0662,2,山高ければ木【脩】し,なが,"関連熟語：脩竹（シュウチク）
★脩い／修い（なが-い）
1.空間的に距離があるさま。
2.時間的に久しいさま。〈漢辞海〉"
B0663,2,山中には霜と露の【饒】く、風気もまた先に寒し,おお,関連熟語：饒舌（ジョウゼツ）
B0664,2,四面遊目に足りて丘壑の富を【擅】にす,ほしいまま,"関連熟語：擅権（センケン）
★擅（ほしいまま）
自分の思うままにするさま。やりたいようにふるまうさま。〈漢字ペディア〉"
B0665,2,子は温にして【厲】し,はげ,"関連熟語：厲色（レイショク）
▼子(ｼ)は温(ｵﾝ)にして厲し…孔子の容姿は温厚な中にきびしく犯しがたいところがある。〈故事俗信ことわざ大辞典〉"
B0666,2,子孫世に伝え、福禄【疆】りなし,かぎ,"関連熟語：無疆（ムキョウ）
★疆る（かぎ-る）
境目を設ける。〈漢辞海〉"
B0667,2,志ある者は事【竟】に成る,つい,"関連熟語：畢竟（ヒッキョウ）
★竟に（つい-に）
最後には。結局。とうとう。〈漢字ペディア〉"
B0668,2,志を同じくする【儔】ではない,ともがら,"関連熟語：匹儔（ヒッチュウ）
★儔（ともがら）
仲間。同輩。たぐい。つれ。〈漢字ペディア〉"
B0669,2,指を以て沸けるを【撓】す,みだ,"関連熟語：撓乱（ドウラン）
★撓れる（みだ-れる）
1.かきまぜる。かきまわす。
2.安定しているものをかき乱す。
3.邪魔する。妨害する。〈漢辞海〉"
B0670,2,獅子【吼】ゆれば百獣脳裂く,ほ,"関連熟語：獅子吼（シシク）
★吼える（ほ-える）
1.獣などが大声で鳴く。
2.大声で叫ぶ。わめきたてる。〈漢字ペディア〉"
B0671,2,私心【萌】さば立ち所に神罰を受けん,きざ,"関連熟語：萌芽（ホウガ）
★萌す（きざ-す）
1.草木が芽生える。
2.物事が起ころうとする気配がある。〈漢字ペディア〉"
B0672,2,詩文に【絶】だ才有るを見る,はなは,"関連熟語：絶大（ゼツダイ）
★絶だ（はなは-だ）
非常に。〈漢辞海〉"
B0673,2,事を論うに【諧】うときは、則ち事理自ら通う,かな,"関連熟語：諧調（カイチョウ）
★諧う（かな-う）
調和する。音楽などの調子がよくあう。〈漢字ペディア〉"
B0674,2,耳目に【嫺】わざるを以て排斥せり,なら,"関連熟語：嫺熟（カンジュク）
★嫺う（なら-う）
1.物事に熟達する。
2.物事になれてまごつかない。〈漢字ペディア〉"
B0675,2,自ら【矜】らず、故に長たり,ほこ,"関連熟語：矜恃（キョウジ／キンジ）
★矜る（ほこ-る）
1.自分の力量を自負する。
2.他人を見下す。尊大にする。えらぶる。〈漢字ペディア〉"
B0676,2,実葛の根を【臼搗】いた,うすづ,"関連熟語：--
★舂く／臼搗く（うすづ-く）
1.穀物などを臼に入れて杵でつく。
2.太陽が山の端などにかかる。多く、太陽が没することをいう。〈日本国語大辞典〉"
B0677,2,社寺建立の縁起絵巻を【繙】く,ひもと,"関連熟語：繙閲（ハンエツ）
★繙く／紐解く（ひもと-く）
書物をめくり返して読む。〈漢字ペディア〉"
B0678,2,車を【篷】で蔽ってあった,とま,"関連熟語：篷窓（ホウソウ）
★篷（とま）
竹や茅(ｶﾔ)などで編み、舟や小屋などをおおって風雨を防ぐもの。〈漢字ペディア〉"
B0679,2,車甚だ沢あれば、人必ず【瘁】る,"つか
やつ","関連熟語：尽瘁（ジンスイ）
★瘁れる（つか-れる）
やつれる。特に、体力が尽きて弱る。"
B0680,2,若くして極官に【陞】った,のぼ,"関連熟語：陞叙（ショウジョ）
★陞る（のぼ-る）
1.高いところへのぼる。
2.官位がのぼる。また、昇格する。〈漢字ペディア〉"
B0681,2,若手研究者の独創的な学説を【詆】る,そし,"関連熟語：詆毀（テイキ）
★詆る（そし-る）
人を悪く言う。けなしてはずかしめる。非難する。〈漢字ペディア〉"
B0682,2,需は【孚】あり、おおい亨る,まこと,"関連熟語：感孚（カンプ）
★孚（まこと）
誠意。〈漢辞海〉"
B0683,2,周に大いなる【賚】あり、善人是れ富めり,たまもの,関連熟語：恩賚（オンライ）
B0684,2,秋風が吹き【簟】を巻いて片付ける,たかむしろ,"関連熟語：枕簟（チンテン）
★簟／竹席／竹莚（たかむしろ）
細く割った竹や籐(ﾄｳ)を編んだ敷物の総称。夏に寝るときなどに敷く竹のむしろ。竹のすのこ。〈漢字ペディア〉"
B0685,2,衆を率いて行在に【扈】う,"したが
つきそ","関連熟語：扈従（コショウ／コジュウ）
★扈う（したが-う）
つき従う。護衛して従う。〈漢辞海〉"
B0686,2,衆口は金を【鑠】かす,と,"関連熟語：銷鑠（ショウシャク）
★鑠かす／爍かす（と-かす）
金属を熱して液体とする。〈漢字ペディア〉"
B0687,2,住み倦めば山に【遯】るる心安さもあるべし,"のが
かく","関連熟語：遯世（トンセイ）
★遯れる（のが-れる）
避け逃げる。逃げ隠れる。〈漢字ペディア〉"
B0688,2,春【徂】くやまごつく旅の五六日,ゆ,"関連熟語：徂歳（ソサイ）
★徂く（ゆ-く）
1.一歩ずつ進んでいく。おもむく。
2.去る。また、死ぬ。〈漢字ペディア〉"
B0689,2,準優勝に【慊】らず再び挑んだ,あきた,"関連熟語：慊焉（ケンエン）
★慊りる（あきた-りる）
満足する。十分であると思う。また、こころよく思う。〈漢字ペディア〉"
B0690,2,書を学ぶは急流に【泝】るが如し,さかのぼ,"関連熟語：泝沿（ソエン）
★泝る／遡る（さかのぼ-る）
1.水流の方向に逆らって進む。
2.さかのぼって考える。遡及する。〈漢辞海〉"
B0691,2,書を著し十年を【逾】ゆる,こ,"関連熟語：逾邁（ユマイ）
★
1.通り過ぎて進む。間にある物などをまたいで、のりこえる。
2.期限や限度を過ぎる。まさる。〈漢字ペディア〉"
B0692,2,諸兇すでに去るに【曁】ぶ,およ,"関連熟語：--
★曁ぶ（およ-ぶ）
ある場所や時点まで至る。また、達する。〈漢字ペディア〉"
B0693,2,諸人を【屛】けて偶語する,しりぞ,"関連熟語：屛居（ヘイキョ）
★屛ける（しりぞ-ける）
1.排除する。除く。
2.隠退する。
3.遠慮して席をはずす。
4.席をはずさせる。〈漢辞海〉"
B0694,2,将を斬り旗を【搴】る功有り,と,"関連熟語：搴旗（ケンキ）
★搴る（と-る）
抜きとる。持ち上げて抜く。〈漢字ペディア〉"
B0695,2,将軍と力を【勠】せて秦を攻めた,あわ,"関連熟語：勠力（リクリョク）
★勠せる（あわ-せる）
力を集合させる。〈漢字ペディア〉"
B0696,2,将軍の【麾】く所に一糸乱れず従う,さしまね,"関連熟語：指麾（シキ）
★麾く（さしまね-く）
手で指示をする。手で合図して指揮をとる。〈漢字ペディア〉"
B0697,2,将軍の偉略により渠帥は【殪】れた,たお,"関連熟語：殪仆（エイフ）
★殪れる（たお-れる）
息がつまって死ぬ。たおれ死ぬ。〈漢字ペディア〉"
B0698,2,将軍は【絳】の衣に身を裹んだ,あか,"関連熟語：絳帳（コウチョウ）
★絳（あか）
深いあか。濃いあか。深紅。もと、絹の染色で黒みを帯びたあか色。〈漢字ペディア〉"
B0699,2,小人の過ちは必ず【文】る,かざ,"関連熟語：文身（ブンシン）
★文る（かざ-る）
1.模様をつけて、美しくりっぱにする。
2.うわべをとりつくろう。見かけをりっぱに見せる。〈漢字ペディア〉"
B0700,2,尚武の風が【頽】れ廃れた,くず,"関連熟語：頽唐（タイトウ）
★頽れる（くず-れる）
1.形がくずれる。
2.おとろえる。勢いがなくなる。〈漢字ペディア〉"
B0701,2,沼の上を【田鳧】が鳴きながら飛んでいる,たげり,"関連熟語：--
★田鳧／田計里（タゲリ）
チドリ科の鳥。ユーラシア大陸の北部に分布。日本へは冬に渡来し、水田や湿地にすむ。頭の後ろに黒くて長い冠羽をもつ。〈漢字ペディア〉"
B0702,2,笑えども【諠】しからず,"かまびす
やかま","関連熟語：諠譁（ケンカ）
★喧しい／諠しい（かまびす-しい）
言葉や会話がやかましい。がやがやとうるさい。〈漢字ペディア〉"
B0703,2,上官への【諂】りや依怙贔屭に依って保っている,おもね,関連熟語：諂諛（テンユ）
B0704,2,上流婦人も【跣】の装いで参会する,はだし,"関連熟語：跣足（センソク）
★裸足／跣足／跣（はだし）
1.足に何もはいていないこと。また、その足。素足。
2.はだしで逃げる意から、かなわないこと。〈漢字ペディア〉"
B0705,2,城上、行くこと【慵】し,ものう,"関連熟語：慵懶（ヨウラン）
★慵い／物憂い（ものう-い）
なんとなくけだるい。だらけてはりがない。〈漢字ペディア〉"
B0706,2,場内は興奮の【堝】と化した,るつぼ,"関連熟語：坩堝（カンカ）
★坩堝／堝（るつぼ）
1.金属を溶かすのに用いる耐火性の土製容器。
2.いろいろな人やものが入りまじる状態のたとえ。特に、人々が興奮し熱狂する状態のたとえ。〈漢字ペディア〉"
B0707,2,燭を【剪】り机上を明るくした,き,"関連熟語：剪定（センテイ）
★翦る／剪る（き-る）
はさみやかまできりそろえる。〈漢字ペディア〉"
B0708,2,信を講じて睦を【脩】む,おさ,"関連熟語：脩文（シュウブン）
★脩める／修める（おさ-める）
すらりとした姿に整える。正しく整えてりっぱにする。〈漢字ペディア〉"
B0709,2,唇を【啖】い裂くほどに咬む,く,"関連熟語：健啖（ケンタン）
★啖う（く-う）
むさぼるように食べる。大きく口をあけてくらう。〈漢字ペディア〉"
B0710,2,心を繫ぐ【轄】となる,くさび,"関連熟語：管轄（カンカツ）
★轄（くさび）
車軸の先端に差しこみ、車輪がはずれないようにしたもの。〈漢字ペディア〉"
B0711,2,心を【原】ねて罪を定む,たず,"関連熟語：原心定罪（ゲンシンテイザイ）
★原ねる（たず-ねる）
物事の根本を探求する。根本にさかのぼって考える。〈漢字ペディア〉"
B0712,2,心を【悛】めて人の道を求める,あらた,"関連熟語：悔悛（カイシュン）
★悛める（あらた-める）
過ちをやめて心を正す。〈漢字ペディア〉"
B0713,2,心広く体【胖】かなり,ゆた,"関連熟語：肥胖（ヒハン）
★胖か（ゆた-か）
安らかで。のびやかなさま。大きくゆったりしたさま。〈漢辞海〉"
B0714,2,心中を目顔で【愬】えている,うった,"関連熟語：讒愬（ザンソ）
★愬える／訴える（うった-える）
1.もめごとや恨みごとを人に告げる。
2.告げ口をする。他を悪く言う。
3.思いや気持ちを告げる。〈漢字ペディア〉"
B0715,2,深く【罩】める雨の奥に松が見える,こ,"関連熟語：籠罩（ロウトウ）
★罩める（こ-める）
外から包むようにおおう。〈漢辞海〉"
B0716,2,真っ赤になるくらいの【猥】ら話,みだ,"関連熟語：猥談（ワイダン）
★猥ら／淫ら（みだ-ら）
男女関係がだらしないさま。性について品行が悪いさま。〈漢字ペディア〉"
B0717,2,神、人に【憑】って自身の来歴を述べる,"よ
かか","関連熟語：憑肩（ヒョウケン）
★憑る／馮る（よ-る）
たよりとする。よりかかる。たのむ。〈漢字ペディア〉"
B0718,2,身を卑くして伏し、以て【敖】ぶ者を候う,あそ,"関連熟語：敖民（ゴウミン）
★敖ぶ／遨ぶ（あそ-ぶ）
気ままに好きなことをして楽しむ。気の向くまま自由に出歩く。〈漢字ペディア〉"
B0719,2,人【咸】垤に躓けども、山に躓くこと莫し,みな,"関連熟語：咸寧（カンネイ）
★咸（みな）
ことごとく。おしなべて。すべて。〈漢字ペディア〉"
B0720,2,人に【誨】えて倦まず,おし,"関連熟語：誨淫（カイイン）
★誨える（おし-える）
言葉でていねいにおしえさとす。わからない人にわからせる。"
B0721,2,人の【誚】りを顧みない,そし,"関連熟語：譏誚（キショウ）
★誚る（そし-る）
悪口を言う。〈漢辞海〉"
B0722,2,人の性は善悪【渾】じる,ま,"関連熟語：渾淆（コンコウ）
★渾じる（ま-じる）
入りまじる。〈漢辞海〉"
B0723,2,人を【貶】んだような態度をとる,さげす,"関連熟語：過貶（カヘン）
★貶む（さげす-む）
能力や人格などが、劣っているとして見下す。軽蔑する。〈漢字ペディア〉"
B0724,2,人を事うるに道を【枉】ぐ,ま,"関連熟語：枉駕（オウガ）
★枉げる（ま-げる）
1.ゆがめる。無理に変える。
2.無理におさえる。〈漢字ペディア〉"
B0725,2,人格任有り、【掌】ることみだれざるべし,つかさど,"関連熟語：車掌（シャショウ）
★掌る（つかさど-る）
1.職務として行う。担当する。
2.支配する。管理する。〈漢字ペディア〉"
B0726,2,人神の和まことに【洽】し,あまね,"関連熟語：洽博（コウハク）
★洽し（あまね-し）
全体に広々と行き渡っているようす。すみずみまで行き届くようす。〈漢字ペディア〉"
B0727,2,人生は行楽のみ、富貴を【須】つもいずれの時ぞ,ま,"関連熟語：須待（シュタイ）
★須つ（ま-つ）
1.条件を満たすものを待ちのぞむ。
2.相手の動きを待ちうける。〈漢字ペディア〉"
B0728,2,人知らずして【慍】らず,いか,"関連熟語：慍色（ウンショク／オンショク）
★慍る（いか-る）
心中に不満がつもりつもって、むっとする。〈漢字ペディア〉"
B0729,2,数騎【銜】を駢べ鞍上に相話す,くつわ,"関連熟語：轡銜（ヒカン）
★銜（くつわ）
馬の口にくわえさせて、手綱をつける金具。〈漢字ペディア〉"
B0730,2,澄江静かなること【練】のごとし,ねりぎぬ,"関連熟語：素練（ソレン）
★練（ねりぎぬ）
灰汁で煮てから水でさらし、柔らかくした織物。〈漢辞海〉"
B0731,2,世を憂しと殆厭うて【緇門】に入る,くろかど,"関連熟語：緇門（シモン）
★緇門（くろかど）
仏門。黒衣を着る家の意から。〈漢字ペディア〉"
B0732,2,世人交わりを結ぶに黄金を【須】う,もち,"関連熟語：必須（ヒッス／ヒッシュ）
★須いる（もち-いる）
1.必要とする。
2.要求する。
3.採用する。〈漢辞海〉"
B0733,2,政局に【艱】み酒色を縦にする,なや,"関連熟語：艱苦（カンク）
★艱む（なや-む）
困難にぶつかり、苦しむ。〈漢字ペディア〉"
B0734,2,政敵が【遽】しい動きを見せる,あわただ,"関連熟語：怱遽（ソウキョ）
★遽しい（あわただ-しい）
1.驚いてあわてるようにばたばたして落ち着かない。せき立てられるようで、せわしないさま。
2.物事や周囲の動きが激しく変化するさま。〈漢字ペディア〉"
B0735,2,星を【覘】って農時を知る,うかが,"関連熟語：覘候（テンコウ）
★覘う（うかが-う）
そっと様子をのぞく。狭いすきまなどから、ぬすみ見る。〈漢字ペディア〉"
B0736,2,聖人は誉れを求めず誹りを【辟】けず,さ,"関連熟語：辟易（ヘキエキ）
★辟ける／避ける
1.かわす。のがれる。
2.はばかる。忌み避ける。〈漢辞海〉"
B0737,2,聖人は芻蕘に【詢】る,はか,"関連熟語：諮詢（シジュン）
▼聖人(ｾｲｼﾞﾝ)は芻蕘(ｽｳｼﾞｮｳ)に詢る…聖人は身分差にこだわらず、自分の知恵に誇らず、知らないことはどんな身分の者にでもたずねる。〈故事俗信ことわざ大辞典〉●H29-3㈠"
B0738,2,声音吁として【怕】る可し,おそ,"関連熟語：怕怯（ハキョウ）
★怕れる（おそ-れる）
気づかい、不安がる。あやぶみ心配する。また、いやがる。〈漢字ペディア〉"
B0739,2,西坂より山へ登る時は身を【欹】てて歩む,そばだ,関連熟語：欹危（キキ）
B0740,2,逝く者は斯くの如きか、昼夜を【舎】かず,お,"関連熟語：--
★舎く（お-く）
手を緩めてはなしておく。そのままにしておく。捨ておく。〈漢字ペディア〉
▼昼夜(ﾁｭｳﾔ)を舎かず…昼夜の区別をしない。絶えず行う。昼夜を捨てず。〈日本国語大辞典〉"
B0741,2,石の【鏃】が大量に出土した,やじり,"関連熟語：鉄鏃（テツゾク）
★鏃／矢尻（やじり）
矢の先端につけたとがったもの。矢の根。〈漢字ペディア〉"
B0742,2,石は玉を【韞】みて山輝く,つつ,"関連熟語：韞玉（ウンギョク）
★韞む（つつ-む）
包含する。〈漢辞海〉"
B0743,2,石塔の前に【俯】しになって地面に横たわる,うつぶ,"関連熟語：俯聆（フレイ）
★俯す（うつぶ-す）
顔や腹を地面につけて伏せる。〈漢字ペディア〉"
B0744,2,雪花、零落すること【絮】の如し,わた,"関連熟語：柳絮（リュウジョ）
★絮（わた）
1.まわた。繭を水にひたして作った柔らかいわた。
2.古いわた。古いまわた。「綿」と書くと新しい「わた」の意になる。〈漢字ペディア〉"
B0745,2,舌端の【孼】い楚鉄より惨し,わざわ,"関連熟語：妖孼（ヨウゲツ）
★孼い（わざわ-い）天（自然）が下すわざわい。不吉な事柄。また、害悪。〈漢字ペディア〉"
