ID,難易度,問題⒜,解答⒜,問題⒝,解答⒝,意味
G0350,2,穢濁,"わいだく
あいだく",穢れる,けが,"けがれにごる。≒穢溷、濁穢、垢濁〈字源〉
けがれたさま。きたない。〈漢辞海〉
ごたごたしてきたない。人とて人のつながりなどがけがれてにごる。≒濁穢〈漢字源〉
けがれる。〈字通〉"
G0351,2,窮窘,きゅうきん,窘しむ,くる,"≒窮苦
1.貧しく、生活に苦しむさま。
2.苦しみ。難儀。〈漢辞海〉
行きづまって苦しむこと。〈漢字源〉"
G0352,2,貧窶,"ひんく
ひんる",窶れる,やつ,"まずしさのためにやつれること。〈漢字ペディア〉
貧乏でやつれること。〈漢字源〉
やつれ。〈字通〉"
G0353,2,邃古,すいこ,邃い,"ふか
おくぶか
とお","おおむかし。≒遂古〈新漢和大字典〉
おおむかし。太古。上古。〈大辞泉〉
1.おおむかし。太古。上古。
2.庭園などが奥深く、きわめて閑静なこと。〈日本国語大辞典〉
おおむかし。〈新大字典〉
はるか昔。〈漢辞海〉"
G0354,2,竦懼,しょうく,竦む,すく,"おそれおののく。おそれすくむ。〈漢辞海〉
おそれおののく。〈漢字源〉
ぞっとしておそれる。≒聳懼〈字源〉
おそれおののくこと。聳懼。≒悚懼〈日本国語大辞典〉"
G0355,2,匱竭,きけつ,竭きる,つ,"中身がつきて、とぼしい。〈漢字源〉
とぼしくしてつく。〈字源〉
乏しく尽きる。〈字通〉"
G0356,2,竭慮,けつりょ,竭くす,つ,"熟考する。〈漢辞海〉
智力を尽くす。〈字通〉"
G0357,2,簇出,"そうしゅつ
ぞくしゅつ",簇がる,むら,"たくさん、むらがりあらわれる。〈漢字源〉
群がり出ること。〈大辞泉〉
むらがり出ること。ぞくしゅつ。〈日本国語大辞典〉"
G0358,2,衒鬻,げんいく,鬻ぐ,ひさ,"実力以上に誇張して自分の才能を売り込む。〈新漢和大字典〉
1.売り払う。たたき売る。衒売。
2.自分を高く売り込む。衒耀。〈漢辞海〉"
G0359,2,弛紊,しぶん,紊れる,みだ,"規律などがゆるみ乱れること。〈漢字源〉
ゆるみみだれること。〈新大字典〉
規律などが乱れたさま。〈漢辞海〉"
G0360,2,絆縁,はんえん,絆す,ほだ,ほだしとなる因縁。〈新大字典〉
G0361,2,絮説,じょせつ,絮い,くど,くどくどと説明すること。わずらわしくのべること。≒絮語、縷説〈漢字ペディア〉
G0362,2,緇素,しそ,緇い,くろ,"1.黒衣と白衣。
2.僧と俗人。≒僧俗〈漢字ペディア〉"
G0363,2,絞縊,こうい,縊る,"くび
くく","首をしめて殺す。≒絞殺、絞戮〈漢辞海〉
くびくくる。〈字源〉
首をくくること。〈新大字典〉"
G0364,2,環繞,かんじょう,繞る,めぐ,"周りをめぐる。とりまく。〈漢辞海〉
まわりを取り巻くこと。囲み巡らすこと。〈大辞林〉
まわりを取り囲む。≒環遶〈漢字源〉"
G0365,2,玩繹,がんえき,繹ねる,たず,"よく意味をたずねもてあそぶ。≒尋繹〈字源〉
書物や文章を詳しく味わって、意味をたどる。〈漢字源〉
よく意味を調べ味わうこと。〈新大字典〉"
G0366,2,籠罩,ろうとう,罩める,こ,"1.魚や鳥を捕らえる竹かご。
2.かごをふせたように盛り上がるさま。
3.まるめこむ。
4.概括する。〈漢辞海〉
1.魚をとらえるたけかご。
2.籠の中に入れたる如くひとまとめにする。〈字源〉"
G0367,2,滑翔,かっしょう,翔る,かけ,"1.鳥が羽ばたきをしないで空を飛ぶこと。
2.上昇気流に乗って、すべるように飛ぶこと。〈漢字ペディア〉"
G0368,2,翦截,せんせつ,翦る,き,"きること。〈新大字典〉
きりたつ。≒翦裁〈字源〉
たち切る。〈字通〉"
G0369,2,障翳,しょうえい,翳す,かざ,"1.おおって光･雨･風などをさえぎる。
2.貴人の姿を隠すためにかざす大きな扇。
3.かげ。くもり。〈漢字源〉
1.覆って日光や風雨をさえぎる。
2.日光をさえぎるのに用いる大きな扇。〈漢辞海〉
覆いかざすこと。かざして光や風雨を防ぐこと。また、覆いかざすもの。〈大辞泉〉"
G0370,2,聊爾,りょうじ,聊か,いささ,"かりそめ。〈字源〉
かりそめに。ふとした思い付きで。〈漢字源〉
かりそめのさま。〈漢辞海〉
1.かりそめ。
2.ぶしつけで失礼なさま。〈漢字ペディア〉"
G0371,2,聘納,へいのう,聘る,めと,"妻を迎える。〈字通〉
礼儀をつくして正式に妻を迎え入れる。〈漢字源〉"
G0372,2,攢聳,さんしょう,聳える,そび,"多くの山が群がって、連なりそびえていること。≒攢竦〈漢字源〉
たたなわる山々。連峰。≒攢峰〈字通〉
山岳などが連続してそびえること。≒攢竦〈新大字典〉"
G0373,2,舐糠,しこう,舐る,ねぶ,"糠をなめる。〈字通〉
ぬかをなめる。〈字源〉"
G0374,2,苟得,こうとく,苟も,いやしく,"得てはならないものを、ごまかして手に入れる。〈漢辞海〉
本来得てはならないものをごまかして自分のものとする。〈漢字源〉
ごまかしても手に入れる。〈字通〉"
G0375,2,鱗萃,りんすい,萃まる,あつ,"うろこのように、多くのものが並び集まる。≒鱗集〈漢辞海〉
うろこのように多くのものが寄り集まる。≒鱗集、隣萃〈漢字源〉
うろこの如く多くつらなりあつまる。群集するにたとえる。≒鱗集〈字源〉"
G0376,2,藉手,しゃしゅ,藉りる,か,"手をかる。他人の手を借りて我が用をなす。≒借手〈字源〉
手をかす。〈字通〉
1.人に手をかすこと。また、人に品物を贈ること。
2.人手をかりること。たよること。〈新大字典〉"
G0377,2,蟠屈,"ばんくつ
はんくつ",蟠る,"わだかま
めぐ","1.めぐり曲がること。
2.わだかまったまま気が晴れないこと。〈漢字ペディア〉"
G0378,2,蠢爾,しゅんじ,蠢く,うごめ,"小さな虫がうごめくさま。転じて、取るに足りない者たちがうようよと集まり騒ぐさま。〈大辞泉〉
小虫のうごめくさま。事理をわきまえず不遜なるさま。〈字源〉
異民族などが無知で、危険なさま。〈漢辞海〉
小虫のうごめくさま。また、事理をわきまえないさま。〈新大字典〉"
G0379,2,蠕動,"ぜんどう
じゅどう",蠕く,"うごめ
うご","1.うごめくこと。虫が動くこと。≒蠢動
2.筋肉が収縮してできる波が徐々に動いていく運動。消化器官などに見られる。蠕動運動。〈漢字ペディア〉"
G0380,2,衒耀,げんよう,衒う,てら,自分の才能や学問を実力以上に誇示すること。〈漢字ペディア〉
G0381,2,怪訝,"けげん
かいが",訝る,いぶか,理由･事情がわからず合点がいかないこと。あやしみ、いぶかしく思うこと。≒怪疑、不審〈漢字ペディア〉
G0382,2,詢芻,じゅんすう,詢う,と,下民にたずねること。芻蕘に詢う。〈新大字典〉
G0383,2,誣言,"ふげん
ぶげん",誣いる,し,ありもしないことを偽って言うこと。また、その言葉。誣(し)い言(ごと)。〈漢字ペディア〉
G0384,2,諂笑,てんしょう,諂う,へつら,おせじ笑いをすること。作り笑いをして人にへつらうこと。〈漢字ペディア〉
G0385,2,諷誦,"ふうじゅ
ふうしょう
ふじゅ",諷んじる,そら,(仏)経文などを声を出して読むこと。読経(ドキョウ)。〈漢字ペディア〉
G0386,2,謗木,ぼうぼく,謗る,そし,"尭舜代、朝廷の前に設置し、民に政治への不満を自由に書かせた木。誹謗之木。〈漢辞海〉
投書函。舜が設けたという。〈字通〉"
G0387,2,謫発,たくはつ,謫める,せ,"誤りをせめたてる。〈字通〉
過ちを責めること。〈新大字典〉
せめあばく。〈字源〉"
G0388,2,譏議,きぎ,譏る,そし,"そしって論議すること。欠点をあげて非難すること。そしり。〈日本国語大辞典〉
そしる。非難･批判する。〈漢辞海〉"
G0389,2,取譬,しゅひ,譬える,たと,"1.他のことをもってきてたとえる。
2.基準とすべき例とする。〈漢字源〉
たとえを引く。〈字通〉
たとえを引くこと。〈新大字典〉"
G0390,2,貽厥,いけつ,貽す,のこ,"1.留める。伝える。
2.天子の位を伝える。
3.子孫。「貽厥子孫」→「その子孫に貽(ﾉｺ)す」の後半を省略してできた語。〈漢辞海〉
子孫。≒詒厥〈新漢和大字典〉
孫。または子孫に残すはかりごと。〈日本国語大辞典〉
子孫。｢詒(＝貽)厥孫謀｣→｢その孫謀を詒(＝貽:ﾉｺ)す」から。≒詒厥〈漢字源〉"
G0391,2,褒貶,ほうへん,貶す,けな,"ほめることとけなすこと。〈漢字ペディア〉
ほめると、そしる。毀誉褒貶。〈漢辞海〉
ほめることとけなすこと。事のよしあしを言うこと。〈大辞泉〉"
G0392,2,貶忽,へんこつ,貶む,さげす,軽視する。〈字通〉
G0393,2,贏儲,えいちょ,贏る,あま,"あまりあるたくわえ。≒余儲〈字源〉
余分なたくわえ。〈漢辞海〉
あまるほどあるたくわえ。〈漢字源〉"
G0394,2,贖罪,しょくざい,贖う,あがな,"1.金品を出して罪を免れること。
2.罪ほろぼしをすること。
3.キリスト教の教義の一つ。キリストが十字架にかかり、人々の罪をあがなったこと。〈漢字ペディア〉"
G0395,2,顚跌,てんてつ,跌く,つまず,"≒顚蹶、顚躓
1.つまずいて倒れる。
2.苦しみあえぐ。
3.失敗する。壊滅する。
4.考えや行動が正常でなくなる。〈漢辞海〉
つまずきたおれる。≒顚躓、顚蹶、顚覆〈字源〉
つまずきたおれること。〈新大字典〉
ころび倒れること。転倒。転じて、しくじること。失敗すること。≒転跌〈日本国語大辞典〉"
G0396,2,跪捧,きほう,跪く,ひざまず,"ひざまずきてささげる。〈字源〉
ひざまずいてささげること。〈新大字典〉"
G0397,2,跼足,きょくそく,跼る,せぐくま,"1.足をかがめる。
2.足を上げる。短い時間をいう。〈漢辞海〉
足をかがめる。〈漢字源〉
足をかがめて事の到来を待つ意。〈新大字典〉"
G0398,2,踞侍,きょじ,踞る,うずくま,"うずくまって側にひかえる。〈漢字源〉
うずくまり側に控えること。〈新大字典〉"
G0399,2,蹙眉,しゅくび,蹙める,しか,"1.両眉の間をしかめる。
2.間のつまった眉。〈漢字源〉
1.眉の間が狭いこと。
2.眉をよせる。顔をしかめること。〈新大字典〉"
G0400,2,蹶躓,けっち,蹶れる,たお,"つまずく。つまずいてたおれる。〈漢字源〉
つまづく。〈字源〉
つまずくこと。つまずき倒れること。〈新大字典〉"
G0401,2,蹲鴟,そんし,蹲る,うずくま,"1.芋。うずくまった鴟(ﾌｸﾛｳ)に形が似ていることから。
2.橋の柱の下の砂の中に入れる横木。
3.指で拳をやるときの親指。〈新漢和大字典〉
サトイモの別称。鴟(ﾌｸﾛｳ)がうずくまっている形に似ているのでいう。〈漢辞海〉
芋の異名。芋頭の形の似たるが故。〈字源〉"
G0402,2,頓躓,とんち,躓く,つまず,"たおれつまずくこと。〈新大字典〉
1.つまずいてたおれる。
2.行き詰まる。苦しい状態になる。
3.侮辱し、いたぶる。〈漢辞海〉
1.たおれつまずく。≒顚躓
2.人の窮困の境におるにたとえる。〈字源〉"
G0403,2,軋轢,あつれき,轢る,きし,"関係が悪くなること。仲がこじれること。不和。〈漢字ペディア〉
仲が悪くなること。〈大辞泉〉
1.車輪がすれあってきしる。
2.きしみあい。つぶしあい。不和になる。反目する。人と人との間の仲たがい。〈新漢和大字典〉"
G0404,2,輾転,てんてん,輾る,めぐ,"1.車輪が回転すること。
2.不安や悩みのために、眠れずに寝返りを打つこと。〈漢字ペディア〉"
G0405,2,逼邇,"ひつじ
ひょくじ",邇い,ちか,"1.近臣。
2.せまる。近づく。〈漢辞海〉
近づく。〈字通〉"
G0406,2,逞志,ていし,逞しい,たくま,"自分の思うままに振る舞う。〈漢字源〉
志をたくましくすること。思うがままにすること。〈新大字典〉
志のままに振る舞う。〈字通〉"
G0407,2,遐邇,かじ,遐い,とお,"とおきと、ちかきと。≒遠近〈字源〉
遠い所と、近い所。遠近。〈新漢和大字典〉
遠い所と近い所。〈漢辞海〉"
G0408,2,逾紀,ゆき,逾える,こ,"二十年をこえる。二十歳をこえる。〈漢辞海〉
二十歳過ぎ。〈字通〉"
G0409,2,肥遯,ひとん,遯れる,"のが
かく","ゆったりと世をのがれる。〈字通〉
心がゆったりとして世を逃れかくる。≒高隠〈字源〉
心をゆったりとさせて、世俗から逃げかくれる。≒肥遁〈漢辞海〉
心に余裕をもって、俗世間を離れて住むこと。≒肥遁〈漢字源〉"
G0410,2,忽遽,こっきょ,遽か,にわ,"にわか。にわかに。≒卒遽〈字源〉
にわか。にわかに。〈新大字典〉
にわかに。〈字通〉"
G0411,2,急遽,きゅうきょ,遽しい,あわただ,"1.急に物事が行われるさま。
2.あわただしく事を行うさま。いそいで。にわかに。〈大辞泉〉
大急ぎで。あわただしく。突然に物事をするようす。〈漢字ペディア〉
あわただしい。〈漢辞海〉
1.あわてる。
2.(国)情勢が変化したため、あわてておこなうさま。にわかに大急ぎで。〈漢字源〉"
G0412,2,鄙諺,ひげん,鄙しい,いや,"世間で言われていることわざ。≒俚諺〈漢字ペディア〉
世間のことわざ。≒鄙語〈漢辞海〉"
G0413,2,醂柿,りんし,醂す,"さわ
あわ","酒を使って渋を去ったたる柿。〈新漢和大字典〉
さわしがき。〈漢辞海〉"
G0414,2,銜尾,"かんび
がんび",銜える,くわ,"前の馬の尾を、後ろの馬がくわえる。また、前の馬と後ろの馬のくつわが接する意。〈新大字典〉
連なる。〈字通〉"
G0415,2,鏤氷,"ろうひょう
るひょう",鏤める,ちりば,"氷にきざみつける。無駄な努力をすることのたとえ。〈漢字源〉
氷に刻みつける。無益な労力を費やすたとえ。〈漢辞海〉
こおりにちりばむ。労して功なきにたとえる。〈字源〉"
G0416,2,鑠金,"しゃっきん
しゃくきん",鑠かす,と,"焼けて真っ赤に溶けた金属。〈漢字源〉
金をとかす。また、美しい金。〈字通〉
1.美しい黄金。一説に、熱で溶解した金。
2.金を溶かすこと。勢いのはげしいことのたとえ。〈新大字典〉
1.金をとろかす。
2.美くしき金。〈字源〉"
G0417,2,闡済,せんさい,闡く,ひら,"ひらき導いて成し遂げること。〈新大字典〉
ひらきみちびいて成し遂げる。〈字源〉"
G0418,2,陟方,ちょくほう,陟る,のぼ,"天子が四方視察の旅にのぼる。一説に、天子が天にのぼる。死ぬ。〈漢字源〉
1.天子が国内視察に出る。
2.天子が天にのぼる。天子の死をいう。〈漢辞海〉
天子の崩御。天に昇る義。≒升遐、登遐〈字源〉"
G0419,2,霍然,かくぜん,霍か,にわ,"≒霍焉
1.すみやかなさま。すばやいさま。たちまち。
2.広々として大きいさま。〈漢辞海〉
≒霍焉
1.ぱっと消え失せるさま。ぱっと飛び立つさま。
2.はやいさま。にわかに。
3.広々として大きいさま。≒廓然〈漢辞海〉
にわかに消え失せるさま。〈字源〉"
G0420,2,霎時,しょうじ,霎し,しば,"しばらくの間。ちょっとの間。暫時。副詞的にも用いる。〈大辞泉〉
片時。〈字通〉
ほんの少しの間。しばし。≒暫時〈漢字ペディア〉"
G0421,2,虔鞏,けんきょう,鞏い,かた,"堅固にする。〈字通〉
かたし。≒鞏固〈字源〉
かたいこと。〈新大字典〉"
G0422,2,韜面,とうめん,韜す,かく,"すぐれたる才能をつつみかくす。〈字源〉
すぐれていることをつつみ隠すこと。〈新大字典〉"
G0423,2,至竟,しきょう,竟に,つい,"結局。とどのつまり。〈漢字源〉
結局。つまり。〈漢辞海〉
つまり。結局。≒究竟〈字源〉"
G0424,2,期頤,きい,頤う,やしな,"百歳の齢。〈字源〉
百歳。〈漢辞海〉
百歳の人。期は求める、頤は養。養いを求める意。一説に、期はひとめぐり。人寿百年をひとめぐりとして、飲食居所すべて人に養われるので頤という。〈新大字典〉"
G0425,2,頷首,がんしゅ,頷く,うなず,"うなずいて承知する。≒頷可〈漢辞海〉
うなずいて承知したという気持ちを示す。≒頷可〈漢字源〉
うなずいて許す意を示す。〈字源〉"
G0426,2,頽虧,たいき,頽れる,くず,"くずれかける。〈字源〉
くずれてかけること。〈新大字典〉
崩れる。〈字通〉"
G0427,2,顫動,せんどう,顫える,ふる,寒さや恐れのために、小刻みにふるえて動くこと。〈漢字ペディア〉
G0428,2,凍餒,"とうだい
とうたい",餒える,う,"こごえることと飢えること。生活に苦しむこと。〈大辞泉〉
飢えたり凍えたりする。生活がきびしいことをいう。≒凍餓、凍飢〈漢辞海〉
凍え、飢える。衣食が欠乏する。≒凍餓、凍飢〈漢字源〉"
G0429,2,餮饕,てっとう,餮る,むさぼ,"悪獣の名。古銅器の文様に饕餮文(ﾄｳﾃﾂﾓﾝ)があり、おおむね器の鼻梁を中心とした虎の展開図を用いる。饕餮は虎を文様化したものであろう。≒饕餮〈字通〉
欲深く貪ること。〈新大字典〉"
G0430,2,饒贍,じょうせん,饒か,ゆた,"ゆとりがある。ゆたかで充分に足りる。≒饒給、饒足〈漢字源〉
豊かで充分に満ち足りる。≒饒足〈漢辞海〉
ゆたかに足る。〈字源〉
豊で多いこと。〈新大字典〉"
G0431,2,震駭,しんがい,駭く,おどろ,おどろきふるえあがること。〈漢字ペディア〉
G0432,2,騙取,へんしゅ,騙る,かた,だまし取ること。≒詐取〈漢字ペディア〉
G0433,2,驕泰,きょうたい,驕る,おご,"おごって、勝手気ままに行動する。〈漢辞海〉
おごり高ぶって、自分勝手なふるまいをすること。≒驕汰(ｷｮｳﾀｲ)〈漢字源〉
たかぶりおごること。〈新大字典〉"
G0434,2,驟雨,しゅうう,驟か,にわ,突然降り出してすぐにやんでしまう雨。雷が鳴り、雷雨となるものが多い。夕立やにわか雨。〈漢字ペディア〉
G0435,2,屛居,へいきょ,屛ける,しりぞ,"1.家の一室に引きこもっていること。
2.世の中からしりぞいて家にいること。≒隠居〈漢字ペディア〉"
G0436,2,拋擲,ほうてき,拋つ,なげう,なげうつこと。ほうってしまうこと。うち捨てること。顧みないこと。≒放棄〈漢字ペディア〉
G0437,2,旰昃,かんしょく,旰れる,く,"1.日暮れ。
2.日暮れまで政務に励むこと。〈漢字源〉
ひぐれ。遅くまで政務につとめる。〈字通〉"
G0438,2,流歠,りゅうせつ,歠る,すす,"水の流れる如くむさぼりすする。〈字源〉
一気に飲みほす。〈漢辞海〉
水の流れるような音をたてて汁を吸う。〈漢字源〉"
G0439,2,逬散,ほうさん,逬る,"ほとばし
はし","ほとばしりちる。〈字源〉
1.水や光がほとばしり出る。
2.ちりぢりに逃げる。〈漢辞海〉
光や水がほとばしり散る。いっせいに飛び散る。〈漢字源〉
ほとばしり散ること。〈新大字典〉"
G0440,3,虔劉,けんりゅう,虔う,うば,"略奪したり、殺したりする。〈漢辞海〉
無理に奪い取ったり、殺したりする。〈漢字源〉"
G0441,3,饋饌,きせん,饋める,すす,"目上の人にすすめるご馳走。〈漢字源〉
目上の人にすすめるごちそう。
★饌（そなえもの）"
G0442,3,丐命,かいめい,丐う,こ,"命の助かることを願う。助命を求めること。≒乞命〈新漢和大字典〉
命ごい。〈字通〉"
G0443,3,丕祚,ひそ,丕きい,おお,"天子の位。≒宝祚〈字源〉
1.天子の位。宝祚。
2.血筋。〈漢辞海〉"
G0444,3,丕然,ひぜん,丕ける,う,敬い仕えるさま。〈新大字典〉
G0445,3,乂鋤,がいじょ,乂る,か,雑草などをすき取ること。〈新大字典〉
G0446,3,乖僻,かいへき,乖る,もと,"そむきひがむこと。〈新大字典〉
ねじける。みだれる。〈字通〉"
G0447,3,亢進,こうしん,亢る,たかぶ,精神や神経がたかぶり、病状などが進行すること。≒高進、昂進〈漢字ペディア〉
G0448,3,亢礼,こうれい,亢たる,あ,"対等の礼。〈字通〉
対等の礼を行うこと。相手と同等の権威を保つこと。〈新大字典〉
同じ礼節で相対する。互いに対等の資格であることを意味する。〈漢辞海〉"
G0449,3,亢鼻,こうび,亢い,たか,高くそりかえった鼻。〈字通〉
G0450,3,仍孫,じょうそん,仍なる,かさ,自分から数えて七代目の孫。〈漢字ペディア〉
G0451,3,殪仆,えいふ,仆れる,たお,たおれ死す。〈字源〉
G0452,3,間廁,かんし,廁じる,ま,"物が入り交じる。〈漢辞海〉
いりまじる。〈字源〉"
G0453,3,疇昔,ちゅうせき,疇に,さき,"1.昨日。
2.先日。昔。〈漢字ペディア〉"
G0454,3,経綸,けいりん,綸める,おさ,国家を治め整えること。また、その施策。〈漢字ペディア〉
G0455,3,脩謁,しゅうえつ,脩める,おさ,お目にかかる。〈漢辞海〉
G0456,3,狷忿,"けんぷん
けんふん",忿る,いか,"心せまく怒りやすい。〈字通〉
心が狭くて、おこりっぽい。〈漢字源〉"
G0457,3,靠幫,こうほう,幫ける,たす,助け合う。〈字通〉
G0458,3,僂指,"ろうし
るし",僂げる,ま,"指を折って数えること。〈大辞泉〉
指折り数える。一説に、素早くさし示して述べる。〈漢字源〉
指折り数えること。また、速やかに指し示して述べること。〈漢字ペディア〉"
G0459,3,淡妝,"たんしょう
たんそう",妝い,よそお,"あっさりとしたよそおい。薄化粧。≒淡粧〈日本国語大辞典〉
薄化粧。≒淡粧〈漢辞海〉"
G0460,3,踞敖,きょごう,踞る,おご,"おごりたかぶるさま。≒踞傲〈漢辞海〉
おごりたかぶる。≒踞傲、倨敖〈漢字源〉"
G0461,3,銷骨,しょうこつ,銷かす,と,"1.讒言の害が甚だしい形容。銷鑠。
2.深く悲しむ。〈漢辞海〉
堅き骨も消えてなくなる。讒言の害の甚だしきにいう。〈字源〉
骨をとかす。芯までむしばむ。讒言の害が激しいことをあらわす。〈漢字源〉"
G0462,3,靦汗,てんかん,靦じる,は,"恥じて汗を流すこと。〈新大字典〉
恥じて冷や汗を流す。〈漢辞海〉"
G0463,3,俛仰,ふぎょう,俛せる,ふ,"1.うつむいたり仰いだりする。
2.上がったり下がったりする。
3.応対する。相手になる。〈漢辞海〉
≒俯仰
1.うつむいたり、あおいだりすること。
2.たちいふるまい。〈漢字源〉
うつむくと、あおむくと。≒俯仰〈字源〉"
G0464,3,麕至,"くんし
きんし",麕がる,むら,"むらがってやって来ること。むらがり集まること。〈漢字ペディア〉
群れるようにくる。〈字通〉"
G0465,3,筮竹,ぜいちく,筮い,うらな,うらないに用いる、上は丸く下は四角の細い竹の棒。めどぎ。〈漢字ペディア〉
G0466,3,籌筴,ちゅうさく,籌る,はか,"はかりごと。また、はかりごとをめぐらすこと。≒籌画、籌略、籌策〈漢字ペディア〉
はかりごと。たくらみ。≒籌策〈字通〉"
G0467,3,悴顔,すいがん,悴れる,やつ,"やつれた顔。〈字通〉
やつれたる顔。〈字源〉"
G0468,3,皁絹,そうけん,皁い,くろ,黒絹。〈字通〉
G0469,3,扛鼎,こうてい,扛げる,あ,"鼎(ｶﾅｴ)を持ち上げること。転じて、力の極めて強いこと。〈日本国語大辞典〉
かなえを担ぎ上げる。非常に力が強いことのたとえ。〈漢字源〉"
G0470,3,痛哭,つうこく,哭く,な,激しく声を上げて泣くこと。ひどく嘆き悲しむこと。≒痛嘆〈漢字ペディア〉
G0471,3,姸蚩,けんし,蚩い,みにく,"美しいことと醜いこと。また、好ましいことと憎たらしいこと。美醜。〈漢字源〉
美しいことと醜いこと。美醜。〈日本国語大辞典〉"
G0472,3,甄陶,けんとう,甄る,つく,"1.土をこねて陶器をつくる。
2.転じて、天地が万物を作る。
3.君主が人民を教え導く。〈漢字源〉
造化のはたらき。〈字通〉"
G0473,3,儲峙,ちょじ,峙える,"そな
たくわ","1.たくわえる。
2.たくわえ。備え。〈漢辞海〉
たくわえて、とっておく。また、たくわえ。〈漢字源〉"
G0474,3,曠官,こうかん,曠しい,むな,"1.能力不相応にその役職にいるさま。
2.官位を空席にしておく。〈漢辞海〉
官吏の職にありながらその職責を果たしていないこと。〈日本国語大辞典〉"
G0475,3,喋血,ちょうけつ,喋む,ふ,"血をふむ。おびただしい流血の形容。戦争の激しいことを言う。〈新大字典〉
血を踏んで、足の裏についた血が地面にペタペタとくっつくさま。〈漢字源〉
流血。流血をふむ。〈字通〉
戦争や殺人で血の海となる。〈漢辞海〉"
G0476,3,仗義,じょうぎ,仗る,よ,"正義によって行動する。〈漢辞海〉
正しい道筋によって物事を行う。〈漢字源〉"
G0477,3,隕泗,いんし,隕ちる,お,"涙を流すこと。〈新大字典〉
なみだをおとす。≒隕涕、垂泗、流涕〈字源〉
涙がぽろぽろとこぼれる。泣いて涙を流すこと。≒隕涕、隕涙〈漢字源〉"
G0478,3,茹葷,じょくん,茹う,く,"にら･にんにくなどの、においの強い野菜を食べる。〈漢字源〉
くさいにおいのする野菜を食べる。のち、肉や魚を食べる。〈漢辞海〉
臭菜をくらう。〈字源〉"
G0479,3,洒心,さいしん,洒う,あら,"心をあらい清める。〈漢字源〉
心を清める。〈漢辞海〉
心をあらう。〈字源〉"
G0480,3,燎毛,りょうもう,燎く,や,"毛を焼く。きわめて容易なことのたとえ。〈漢辞海〉
髪の毛を焼く。はなはだ容易なことのたとえ。≒燎髪〈漢字源〉"
G0481,3,謳頌,おうしょう,頌える,たた,"徳を歌いたたえる。また、その歌。〈漢辞海〉
徳をたたえる歌。〈漢字源〉"
G0482,3,覯閔,こうびん,覯う,あ,"悲しい目にあう。〈字通〉
憂えにあう。〈字源〉"
G0483,3,湮厄,いんやく,湮ぐ,ふさ,"落ちぶれて苦しむ。困りきる。≒湮阨〈漢辞海〉
不幸。≒湮阨〈漢字源〉"
G0484,3,湮替,いんたい,湮む,しず,"衰える。〈字源〉
落ちぶれかわること。また、すてること。すたれること。〈新大字典〉"
G0485,3,駐紮,ちゅうさつ,紮まる,とど,"官吏がその任地にとどまり居る。≒駐箚、駐在〈字源〉
≒駐箚
1.軍隊がある場所にとどまる。駐屯。
2.官吏が任地に派遣され、滞在する。〈漢辞海〉"
G0486,3,耽湎,"たんめん
たんべん",湎れる,おぼ,酒色にふけり、おぼれること。〈漢字ペディア〉
G0487,3,盪舟,とうしゅう,盪かす,うご,"1.舟を陸上で押し動かす。
2.舟をこぐ。〈漢辞海〉
手を以て船をうごかし移し行る。〈字源〉
1.舟を陸上でうごかし移す。
2.舟をひどくゆさぶる。〈漢字源〉"
G0488,3,舒嘯,じょしょう,舒やか,ゆる,"声を長く引いて歌う。〈漢辞海〉
1.のんびりと詩などを口ずさむ。
2.口笛を吹く。〈漢字源〉
ゆるやかに口ずさむ。また、ゆるやかに口笛を吹くこと。〈新大字典〉"
G0489,3,俯就,ふしゅう,俯せる,ふ,"1.自己を屈して人に従う。
2.自己を屈して不本意な職に就く。〈漢辞海〉
1.自分の主義や主張などを無理に変えて他人に従うこと。
2.自分より身分の低い者の意見に従うこと。
3.あやまる。
4.自分の態度などを変えていやしい職に就くこと。〈漢字源〉"
G0490,3,傅粉,ふふん,傅く,つ,"おしろいを附ける、化粧する。≒施粉、加粉〈字源〉
おしろいをつける。〈漢辞海〉
白粉をつける。化粧すること。〈新大字典〉"
G0491,3,磔禳,たくじょう,磔く,さ,"生贄の動物の体を引き裂いて供え、災いをはらう。≒磔攘〈漢辞海〉
犬や家畜の体を引き裂いて神に供え、災いがふりかからないように祈ること。≒磔攘〈漢字源〉"
G0492,3,貪悋,"たんりん
どんりん",悋しむ,お,欲が深くけちなこと。≒貪吝〈漢字ペディア〉
G0493,3,慳嗇,けんしょく,嗇しむ,お,"物惜しみするさま。また、そのこと。また、その人。≒慳吝、慳悋、慳惜〈漢辞海〉
やぶさか。しわし。〈字源〉
むさぼりおしむこと。しみったれ。≒慳悋、慳吝〈新大字典〉"
G0494,3,喘噎,"せんえつ
ぜんえつ",喘く,せ,"せきこんで呼吸が苦しくなる。〈漢辞海〉
むせぶ。〈字通〉
せきこんでむせぶ。〈漢字源〉
せきむせぶ。〈字源〉
せきこんでむせぶ。〈新大字典〉"
G0495,3,耆碩,きせき,耆いる,お,"学問があって徳望の高い老人。〈新漢和大字典〉
年老いて学徳ある人。〈字通〉
学徳が高く、人望がある年寄り。≒耆宿、耆儒〈漢辞海〉"
G0496,3,塡噎,てんえつ,噎がる,ふさ,"ふさがる。ひしめく。人や物で埋め尽くすさま。押し合いへし合いするさま。≒塡咽〈漢辞海〉
ひしめきあう。≒塡咽〈字通〉"
