ID,難易度,問題,読み,解答,別答,意味,出典
D0705,2,____縮栗,しょうしゃくしゅくりつ,銷鑠,,"➡銷鑠縮栗（しょうしゃくしゅくりつ）
意気が阻喪して縮み上がって恐れること。〈漢検四字熟語辞典〉
★「銷鑠」は、金属を溶かす意から、意気消沈すること。
★「縮栗」は、縮み上がって恐れること。縮慄。",＊『韓愈-与少室李拾遺書』
D0706,2,____満目,りんろうまんもく,琳琅,琳瑯,"➡琳琅満目／琳瑯満目（りんろうまんもく）
美しいもの、素晴らしいものが満ち溢れていることのたとえ。〈漢検四字熟語辞典〉
★「琳琅」は、美しい玉。
★美しい玉が目の前に満ち溢れている意。
「琳琅、目(ﾒ)に満(ﾐ)つ」",＊『不明』
D0707,2,____漂花,ひじょひょうか,飛絮,,"➡飛絮漂花（ひじょひょうか）
女性が苦しい境遇にいて、あてもなく辛苦するさま。徳に遊女などに身を落としてあてどもなく辛苦する女性のたとえ。〈漢検四字熟語辞典〉
★「飛絮」は、風に飛び交う柳の花。あてもなく漂うさまにたとえる。絮は、柳の花を綿(ﾜﾀ)にたとえたもの。
★「花」は、女性を象徴したもの。
類：飛絮流花（ひじょりゅうか）",＊『不明』
D0708,2,咬文____,こうぶんしゃくじ,嚼字,,"➡咬文嚼字（こうぶんしゃくじ）
文字使いなど表面的な技巧にばかりこだわり文章の内容や意味をおろそかにすること。また、ぐずぐず言う。いろいろ言う。知識をひけらかすような話し方や文章を弄するばかりで実際の役に立たない知識人を揶揄する語としても用いる。〈漢検四字熟語辞典〉
★「咬」と「嚼」は、かむ意。
類：彫虫篆刻（ちょうちゅうてんこく）
「文(ﾌﾞﾝ)を咬(ｶ)み字を嚼(ｶ)む」",＊『顧棟高-春秋大事表･読春秋偶筆』
D0709,2,醜悪____,しゅうあくかんじゃ,奸邪,姦邪,"➡醜悪奸邪／醜悪姦邪（しゅうあくかんじゃ）
非常に醜くよこしまなこと。また、そういう人。〈漢検四字熟語辞典〉
★「醜悪」は、みにくい、見苦しい意。
★「奸邪」は、よこしまなこと。",＊『坪内逍遥-小説神髄･下』
D0710,2,一箭____,いっせんそうちょう,双雕,,"➡一箭双雕（いっせんそうちょう）
弓を射るのがうまいこと。また、ただ一つの行為で二つの利益を得るたとえ。〈漢検四字熟語辞典〉
★一本の箭(ﾔ:矢)で二羽の雕(ﾜｼ:鷲)を射る意。
類：一発双貫（いっぱつそうかん）／類：一挙両得（いっきょりょうとく）／類：一石二鳥（いっせきにちょう）／類：一挙双擒（いっきょそうきん）",＊『北史-長孫晟伝』
D0711,2,____傾奪,あゆけいだつ,阿諛,,"➡阿諛傾奪（あゆけいだつ）
身分や権勢のある者におもねり他人の地位を傾け奪うこと。〈漢検四字熟語辞典〉
★「阿諛」は、おもねりへつらう、おべっかを言う意。
★「傾奪」は、他人を陥れて地位などを奪うこと。
類：阿諛追従（あゆついしょう）／類：阿諛奉承（あゆほうしょう）",＊『亀谷省軒の文』
D0712,2,大海____,たいかいろうしん,撈針,,"➡大海撈針（たいかいろうしん）
ほとんど実現不可能なこと。〈漢検四字熟語辞典〉
★「撈」は、すくい上げる意。
★大海の底に落ちた針をすくい上げる意。
類：東海撈針（とうかいろうしん）／類：海底撈針（かいていろうしん）
「大海に針を撈(ｽｸ)う」",＊『二十年目睹之怪現状･第一〇七回』
D0713,2,旋転____,せんてんいじょう,囲繞,,"➡旋転囲繞（せんてんいじょう）
相手を取り囲むこと。ぐるぐる回って取り囲むこと。〈漢検四字熟語辞典〉
★「旋転」は、ぐるぐる回る。
★「囲繞」は、取り囲む意。",＊『不明』
D0714,2,____斥鹵,こうせきせきろ,荒瘠,,"➡荒瘠斥鹵（こうせきせきろ）
土地が荒れやせていること。〈漢検四字熟語辞典〉
★「荒瘠」は、土地が荒れやせること。
★「斥鹵」は、塩分を含んで荒れた土地。
類：黄茅白葦（こうぼうはくい）",＊『蘇軾-答張文潜書』
D0715,2,____蓬髪,へいいほうはつ,敝衣,弊衣,"➡敝衣蓬髪／弊衣蓬髪（へいいほうはつ）
ぼろぼろで、汚いいでたち。なりふりかまわぬこと。〈漢検四字熟語辞典〉
★「敝衣」は、ぼろぼろの衣服。
★「蓬髪」は、蓬(ﾖﾓｷﾞ)のように伸びて乱れた髪のこと。
類：蓬頭垢面（ほうとうこうめん）／類：弊衣破帽（へいいはぼう）／類：弊衣破袴（へいいはこ）",＊『不明』
D0716,2,____不遠,いんかんふえん,殷鑑,,"➡殷鑑不遠（いんかんふえん）
失敗を戒める例は近くあるたとえ。〈漢検四字熟語辞典〉
★殷の国政を、前代の夏(ｶ)王朝の暴政による滅亡を参考にしてすすめたことによる。
類：商鑑不遠（しょうかんふえん）
「殷鑑(ｲﾝｶﾝ)遠からず」",＊『詩経-大雅･蕩』
D0717,2,足音____,"そくおんきょうぜん
そくいんきょうぜん",跫然,,"➡足音跫然（そくおんきょうぜん／そくいんきょうぜん）
足音のひびくさま。また、得がたい人物に遭遇するたとえ。〈漢検四字熟語辞典〉
★「跫然」は、人の歩く足音のさま。
★人里離れた荒野で迷っている時に人の足音を聞いただけでほっと喜ぶことからいう。",＊『荘子-徐無鬼』
D0718,2,____除根,せんそうじょこん,翦草,,"➡翦草除根（せんそうじょこん）
災いを根こそぎ除き去ること。問題を根本から解決するたとえ。〈漢検四字熟語辞典〉
★草を翦(ｷ)り根を除いて二度と生えないようにする意。
類：削株掘根（さくしゅくっこん）／類：断根枯葉（だんこんこよう）／類：釜底抽薪（ふていちゅうしん）／類：抜本塞源（ばっぽんそくげん）
「草を翦(ｷ)り根を除く」",＊『春秋左氏伝-隠公六年』
D0719,2,____委蛇,うよいだ,紆余,,"➡紆余委蛇（うよいだ）
山や林などがうねうねと屈曲しながら長く続くさま。〈漢検四字熟語辞典〉
★「紆余」は、折れ曲がって長く続くさま。
★「委蛇」は、うねうね曲がるさま。
類：蜿蜒長蛇（えんえんちょうだ）",＊『司馬相如-上林賦』
D0720,2,璞玉____,はくぎょくこんきん,渾金,,"➡璞玉渾金（はくぎょくこんきん）
人の素質がすぐれていて飾り気のないたとえ。〈漢検四字熟語辞典〉
★まだ精錬されていない鉱石(渾金)と、磨かれていない玉(璞玉)の意で、天然の美質をいう。
類：渾金璞玉（こんきんはくぎょく）",＊『世説新語-賞誉』
D0721,2,風鬟____,ふうかんうびん,雨鬢,,"➡風鬟雨鬢（ふうかんうびん）
風にくしけずり雨に洗われる。風雨にさらされ苦労して勤労すること。〈漢検四字熟語辞典〉
★「鬟」は、わげ、頭の上に束ね輪にした髪形。
★「鬢」は、びん、耳際の髪の毛。
★髪の毛を風雨に晒す意。",＊『李朝威-柳毅伝』
D0722,2,明朗____,めいろうかったつ,闊達,"濶達
豁達","➡明朗闊達／明朗濶達／明朗豁達（めいろうかったつ）
明るくほがらかで、小さなことにこだわらないこと。〈漢検四字熟語辞典〉
★「闊達」は、心が広くて細かいことにこだわらないさま。
類：明朗快活（めいろうかいかつ）",＊『原民喜-壊滅の序曲』
D0723,2,____敏行,とつげんびんこう,訥言,,"➡訥言敏行（とつげんびんこう）
人格者はたとえ口は重くても、実行は正しく敏速でありたいということ。〈漢検四字熟語辞典〉
★「訥言」は、言葉が巧みでない、口下手の意。
★「敏行」は、素早く行動すること。
類：不言実行（ふげんじっこう）
「言に訥(ﾄﾂ)にして行いに敏(ﾋﾞﾝ)なり」",＊『論語-里仁』
D0724,2,____一詠,いっしょういちえい,一觴,,"➡一觴一詠（いっしょういちえい）
一杯の酒を飲んで、一つの詩を作る。酒を飲み楽しみながら詩を作ること。〈漢検四字熟語辞典〉
★「觴」は、さかずき。
★東晋の王羲之が紹興近郊の蘭亭で上巳の日に同好の士と曲水の宴を催し、酒を飲み詩を作って楽しんだ故事から。
類：一詠一觴（いちえいいっしょう）",＊『王羲之-蘭亭集序』
D0725,2,円滑____,えんかつしゃだつ,洒脱,灑脱,"➡円滑洒脱／円滑灑脱（えんかつしゃだつ）
物事がそつなくとりしきるさま。〈漢検四字熟語辞典〉
★「円滑」は、かどだたないこと。
★「洒脱／灑脱」は、すっきりしていること。
類：円転滑脱（えんてんかつだつ）",＊『不明』
D0726,2,満目____,まんもくしょうじょう,蕭条,,"➡満目蕭条（まんもくしょうじょう）
見渡すかぎり物寂しいさま。〈漢検四字熟語辞典〉
★「満目」は、目に入る限り、あたり一面の意。
★「蕭条」は、ひっそりとして物寂しいさまのこと。
類：満目蕭然（まんもくしょうぜん）／類：満目荒涼（まんもくこうりょう）／類：満目荒寥（まんもくこうりょう）",＊『李白-秋浦歌』
D0727,2,魂飛____,こんひはくさん,魄散,,"➡魂飛魄散（こんひはくさん）
大いに驚き恐れること。〈漢検四字熟語辞典〉
★「魂」は、人間の死後、天に昇る魂。
★「魄」は、地上に留まる魂。
★魂が飛び散るほどたまげる意。
「魂飛び、魄散す」
類：魂飛胆裂（こんひたんれつ）／類：魂銷魄散（こんしょうはくさん）",＊『紅楼夢-四四回』
D0728,2,藜杖____,れいじょういたい,韋帯,,"➡藜杖韋帯（れいじょういたい）
質素なことの形容。〈漢検四字熟語辞典〉
★あかざ（藜）の茎で作った杖と、なめし皮（韋）の帯の意。いずれも粗末なもの。
類：土階三等（どかいさんとう）",＊『陳書-宣帝紀』
D0729,2,病入____,びょうにゅうこうこう,膏肓,,"➡病入膏肓（びょうにゅうこうこう）
趣味や道楽に熱中したり、弊害などが手の付けられないほどになったりすることのたとえ。重病で治療が難しい状態のこと。〈漢検四字熟語辞典〉
★「膏」は、心臓の下の部分。
★「肓」は、横隔膜の上の部分。
★膏肓ともに治療しにくい場所とされる。
★中国春秋時代、晋(ｼﾝ)の景公が、自分を苦しめている病魔が二竪子(ﾆｼﾞｭｼ:二人の子供)になってあらわれ、名医も治療できない膏の下、肓の上に隠れた夢を見た。その後医者が到着して診察すると、病根が膏の下と肓の上に入ってしまっているから治療できないと言ったという故事から。
類：膏肓之疾（こうこうのしつ）／類：膏肓之病（こうこうのやまい）
「病(ﾔﾏｲ)、膏肓(ｺｳｺｳ)に入(ｲ)る」",＊『春秋左氏伝-成公一〇年』
D0730,2,率先____,そっせんきゅうこう,躬行,,"➡率先躬行（そっせんきゅうこう）
人がする前に自分から進んで実行すること。〈漢検四字熟語辞典〉
★「率先」は、人に先立つこと。
★「躬行」は、みずから行う意。
類：率先垂範（そっせんすいはん）／類：率先励行（そっせんれいこう）／類：実践躬行（じっせんきゅうこう）",＊『太宰治-新釈諸国噺』
D0731,2,____抒溷,もくよくじょこん,沐浴,,"➡沐浴抒溷（もくよくじょこん）
神や体を洗い清めて、けがれを取り除くこと。〈漢検四字熟語辞典〉
★「沐浴」は、湯水で体を洗い清めること。
★「抒」は、取り除く。
★「溷」は、にごり、けがれの意。
★神聖なこと、神仏に関係することを行うときには、湯浴みして身を清めてから臨む。
類：沐浴斎戒（もくよくさいかい）／類：斎戒沐浴（さいかいもくよく）／類：精進潔斎（しょうじんけっさい）",＊『淮南子-説山訓』
D0732,2,____相随,かんびそうずい,銜尾,,"➡銜尾相随（かんびそうずい）
車や動物などが切れ目なく連なって進むこと。〈漢検四字熟語辞典〉
★「銜尾」は、前を行く馬の尾をあとの馬がくわえること。
★「相随」は、つきしたがって進む意。
類：銜尾相属（かんびそうぞく）
「銜尾(ｶﾝﾋﾞ)相(ｱｲ)随(ｼﾀｶﾞ)う」",＊『漢書-匈奴伝･下』
D0733,2,____取月,えんこうしゅげつ,猿猴,,"➡猿猴取月（えんこうしゅげつ）
身の程知らずが身を滅ぼすたとえ。〈漢検四字熟語辞典〉
★「猿猴」は、さる。
★猿が水に映った月を取ろうとして木の枝にぶら下がったが枝が折れ、落ちて溺死したという寓話から。
類：海底撈月（かいていろうげつ）／類：蟷螂之斧（とうろうのおの）／類：猿猴捉月（えんこうそくげつ）
「猿猴(ｴﾝｺｳ)月を取る」",＊『僧祇律-七』
D0734,2,泣斬____,きゅうざんばしょく,馬謖,,"➡泣斬馬謖（きゅうざんばしょく）
天下の法は私情でまげられないたとえ。また、大きな目的のためには私情を捨てるたとえ。〈漢検四字熟語辞典〉
★「馬謖」は、諸葛亮の部下の名。
★全体の規律を守るために私情をはさまず規則に従い、愛する者、大切な者をすてさること。
★諸葛亮が軍規に違反して敗北した信任厚い馬謖を、私情にとらわれず処刑したという故事から。
「泣いて馬謖(ﾊﾞｼｮｸ)を斬る」",＊『三国志-蜀書･馬謖伝』
D0735,2,毛骨____,もうこつしょうぜん,悚然,竦然,"➡毛骨悚然／毛骨竦然（もうこつしょうぜん）
ひどく恐れおののくさま。〈漢検四字熟語辞典〉
★「悚然」は、恐れてぞっとする、恐れてすくむさま。
★毛髪や骨の中にまで恐れを感じるということから。",＊『儒林外史-第二五回』
D0736,2,____緑眼,しぜんりょくがん,紫髥,紫髯,"➡紫髥緑眼／紫髯緑眼（しぜんりょくがん）
西洋人。また、西洋人の顔の形容。〈漢検四字熟語辞典〉
★赤茶色の頬髭と青い眼の意。我が国ではオランダ人などを紅毛人、紅毛碧眼などといった。",＊『岑参-胡笳歌』
D0737,2,花鳥____,かちょうふうえい,諷詠,,"➡花鳥諷詠（かちょうふうえい）
自然とそれにまつわる人事を、そのまま客観的に詠ずること。また、自然を題材とした詩歌などをたしなむ風流にもたとえる。〈漢検四字熟語辞典〉
類：春花秋月（しゅんかしゅうげつ）／類：雪月風花（せつげつふうか）",＊『川端茅舎-華厳･序』
D0738,2,____自在,きんしょうじざい,擒縦,,"➡擒縦自在（きんしょうじざい）
自分の思いのままに人を処遇すること。〈漢検四字熟語辞典〉
★「擒縦」は、とりこにすることと、許して放つこと。
★「自在」は、思いのままであること。",＊『不明』
D0739,2,一糸____,いっしいちごう,一毫,,"➡一糸一毫（いっしいちごう）
ごくわずかなこと。〈漢検四字熟語辞典〉
★「一糸」と「一毫」は、ごくわずかなもののたとえ。
類：一分一厘（いちぶいちりん）",＊『徳富蘇峰-吉田松陰』
D0740,2,天顔____,てんがんしせき,咫尺,,"➡天顔咫尺（てんがんしせき）
天子(君主)のおそばに侍(ﾊﾍﾞ)ること。〈漢検四字熟語辞典〉
★「天顔」は、天子の顔。
★「咫尺」は、間近な距離のこと。咫は八寸。
「天顔に咫尺す」",＊『劉禹錫-望賦』
D0741,2,____臥轍,はんえんがてつ,攀轅,,"➡攀轅臥轍（はんえんがてつ）
立派な人の留任を希望して引き留めること。〈漢検四字熟語辞典〉
★「攀轅」は、車の轅(ﾅｶﾞｴ:車の前に出した二本の棒)に攀(ｽｶﾞ)りつくこと。
★「臥轍」は、車の轍に臥(ﾌ)せる意。
★立派な地方長官が転任したり退任したりするのを人民が惜しむことを言う。
類：攀轅扣馬（はんえんこうば）
「轅(ﾅｶﾞｴ)に攀(ｽｶﾞ)りて轍(ﾜﾀﾞﾁ)に臥(ﾌ)す」",＊『白孔六帖-刺史』
D0742,2,朝耕____,ちょうこうぼうん,暮耘,,"➡朝耕暮耘（ちょうこうぼうん）
朝に耕し夕べに草切る。農耕に精を出すこと。〈漢検四字熟語辞典〉
★「耕」は、たがやす。
★「耘」は、くさぎる意。
「朝(ｱｼﾀ)に耕(ﾀｶﾞﾔ)し暮(ｸ)れに耘(ｸｻｷﾞ)る」",＊『輟耕録-検田吏』
D0743,2,失魂____,しっこんらくはく,落魄,,"➡失魂落魄（しっこんらくはく）
ひどく驚き、慌てふためく。また、精神が不安定で奇怪な行動をすること。〈漢検四字熟語辞典〉
★「魂」は、天から受けた精神のたましい。
★「魄」は、地から受けた肉体のたましい。
類：失魂喪魄（しっこんそうはく）／類：失神落魄（しっしんらくはく）
「魂を失い魄を落とす」",＊『不明』
D0744,2,____衆流,せつだんしゅる,截断,,"➡截断衆流（せつだんしゅる）
俗世間の雑念妄想を断ち切ること。〈漢検四字熟語辞典〉
★「衆流」は、雑念妄想のたとえ。
★修行者が煩悩を断ち截(ｷ)ること。仏教の語。",＊『石林詩話･上』
D0745,2,____生鳳,あそうせいほう,鴉巣,,"➡鴉巣生鳳（あそうせいほう）
愚鈍な親がすぐれた子を生むたとえ。また、貧しい家からすぐれた人が出るたとえ。〈漢検四字熟語辞典〉
★鴉(ｶﾗｽ)の巣に鳳(ｵｵﾄﾘ)が生まれる意。
「鴉巣(ｱｿｳ)に鳳(ﾎｳ)を生(ｼｮｳ)ず」",＊『五灯会元･一二』
D0746,2,____結舌,どうもくけつぜつ,瞠目,,"➡瞠目結舌（どうもくけつぜつ）
驚いて呆然とすること。〈漢検四字熟語辞典〉
★「瞠目」は、驚いて目を見張ること。
★「結舌」は、舌を結ぶ意から、ものを言わないこと。
★酷く驚いて目をむき、舌をこわばらせてものが言えないさまをいう。
類：大驚失色（たいきょうしっしょく）",＊『茅盾-霜葉紅似二月花』
D0747,2,____感激,きょうくかんげき,恐懼,,"➡恐懼感激（きょうくかんげき）
おそれかしこまって感激すること。相手に畏敬の念を持つ場合の情感。〈漢検四字熟語辞典〉",＊『新田次郎-新田義貞･下』
D0748,2,____寡聞,ころうかぶん,孤陋,,"➡孤陋寡聞（ころうかぶん）
学問が偏っていて狭く、見聞が少ないこと。〈漢検四字熟語辞典〉
★「孤陋」は、見識が狭くひとりよがり頑ななこと。
★「寡聞」は、見聞が少ないこと。
類：独学孤陋（どくがくころう）
「独学にして友無ければ則(ｽﾅﾜ)ち孤陋にして寡聞なり」",＊『礼記-学記』
D0749,2,尊皇____,そんのうじょうい,攘夷,,"➡尊皇攘夷／尊王攘夷（そんのうじょうい）
天皇を尊び外敵を打ち払うこと。尊王論と攘夷論とが結びついた江戸時代末期の政治思想。〈漢検四字熟語辞典〉
★「攘」は、払いのける意。
★「夷」は、異民族･外敵の意。",＊『経学歴史-経学変古時代』
D0750,2,____流涕,せいそうりゅうてい,悽愴,"凄愴
淒愴","➡悽愴流涕／凄愴流涕／淒愴流涕（せいそうりゅうてい）
悼み悲しんで涙を流す。〈漢検四字熟語辞典〉
★「悽愴」は、痛ましいほどに悼み悲しむさま。
★「涕」は、涙の意。",＊『孔叢子･儒服』
D0751,2,烟波____,えんぱひょうびょう,縹渺,"縹緲
縹眇","➡烟波縹渺／煙波縹渺／烟波縹緲／煙波縹緲／烟波縹眇／煙波縹眇（えんぱひょうびょう）
遠く広々とした水面がもやなどでけむって空と水面の境がはっきりしないさま。〈漢検四字熟語辞典〉
★「縹渺」は、遠くかすかなさま。",＊『高山樗牛-清見潟日記』
D0752,2,____文弱,しゃしぶんじゃく,奢侈,,"➡奢侈文弱（しゃしぶんじゃく）
おごり、贅沢を尽くし、文事ばかりにふけって、おとなしく、気が弱いこと。〈漢検四字熟語辞典〉
★「奢侈」は、分限を超えた暮らしをすること。
★「文弱」は、学問や詩文など、文事ばかりにふけって弱々しいこと。",＊『徳富蘆花-思出の記』
D0753,2,桑土____,そうどちゅうびゅう,綢繆,,"➡桑土綢繆（そうどちゅうびゅう）
災難を事前に防ぐため準備をすること。〈漢検四字熟語辞典〉
★「綢繆」は、固めふさぐ、つくろう意。
★風雨が来る前に、鳥が桑の根（桑土）をとって巣の穴をふさぐことから。
類：綢繆牖戸（ちゅうびゅうゆうこ）／類：有備無患（ゆうびむかん）",＊『詩経-豳風･鴟鴞』
D0754,2,阿諛____,あゆべんねい,便佞,,"➡阿諛便佞（あゆべんねい）
口先でへつらって、人の気に入るようにずる賢く立ち回ること。〈漢検四字熟語辞典〉
★「阿諛」は、媚びへつらう。
★「便佞」は、口先は巧いが、誠意がないこと、また、そのような人の意。
類：阿諛追従（あゆついしょう）／類：阿諛曲従（あゆきょくしょう）／類：世辞追従（せじついしょう）／類：阿諛追随（あゆついずい）",＊『森鷗外-興津弥五右衛門の遺書』
D0755,2,呉牛____,ごぎゅうぜんげつ,喘月,,"➡呉牛喘月（ごぎゅうぜんげつ）
誤解して必要以上におびえるたとえ。また、思い過ごしから要らぬ苦労をするたとえ。〈漢検四字熟語辞典〉
★「呉」は、中国南方の暑い土地。
★呉の牛は暑さのあまり、月を見ても太陽だと思って喘いだということから。
類：蜀犬吠日（しょくけんはいじつ）／類：懲羹吹膾（ちょうこうすいかい）
「呉牛、月に喘(ｱｴ)ぐ」",＊『世説新語-言語』
D0756,2,国歩____,こくほかんなん,艱難,,"➡国歩艱難（こくほかんなん）
国政が振るわず、国家の運命が危ういこと。〈漢検四字熟語辞典〉
★「国歩」は、国の歩みで、国家の命運のこと。
★「艱難」は、難儀すること、苦しむことの意。
★内憂外患が頻りにおこって、国が危うくなる意。",＊『大学衍義補』
D0757,2,虚静____,きょせいてんたん,恬淡,"恬澹
恬憺","➡虚静恬淡／虚静恬澹／虚静恬憺（きょせいてんたん）
私心や私欲がなく、心が平静なこと。〈漢検四字熟語辞典〉
★「虚静」は、心にわだかまりがなく、静かで安らかなこと。
★「恬淡／恬澹／恬憺」は、あっさりとしてこだわらない意。
類：虚無恬淡（きょむてんたん）",＊『荘子-天道』
D0758,2,____扁鵲,ぎばへんじゃく,耆婆,,"➡耆婆扁鵲（ぎばへんじゃく）
名医のたとえ。〈漢字ペディア〉
★「耆婆」は、古代インドの名医で、釈迦の弟子。
★「扁鵲」は、中国、春秋時代の名医。",＊『ささめごと･下』
D0759,2,一字____,いちじほうへん,褒貶,,"➡一字褒貶（いちじほうへん）
一字の使い分けによって、人を誉めたりけなしたりすること。儒教の五経の一つである「春秋(ｼｭﾝｼﾞｭｳ)」の表現様式を評した語。〈漢検四字熟語辞典〉
★「褒貶」は、褒めることと、貶(ｵﾄｼ)めること。
類：春秋筆法（しゅんじゅうひっぽう）／類：微言大義（びげんたいぎ）",＊『杜預-春秋左氏伝集解･序』
D0760,2,戎馬____,じゅうばこうそう,倥偬,,"➡戎馬倥偬（じゅうばこうそう）
戦場にあって忙しく軍務を行うこと。軍事の生活をいう。〈漢検四字熟語辞典〉
★「戎馬」は、武器と軍馬のことから戦争の意。
★「倥偬」は、あわただしいこと。
類：兵馬倥偬（へいばこうそう）",＊『不明』
D0761,2,____獲珠,たんりかくしゅ,探驪,,"➡探驪獲珠（たんりかくしゅ）
驪竜の顎の下を探って珠玉を手に入れる。転じて、危険をおかして大きな利益を得るたとえ。また、要領を得た素晴らしい文章を作ることのたとえ。〈漢検四字熟語辞典〉
★「驪」は、驪竜のこと。黒色の竜。この竜の頷下には珠玉があるとされる。
類：探驪得珠（たんりとくしゅ）／類：驪竜之珠（りりょうのたま）／類：頷下之珠（がんかのたま）
「驪(ﾘ)を探(ｻｸﾞ)って珠(ｼｭ)を獲(ｳ)」",＊『荘子-列禦寇』
D0762,2,____韋帯,れいじょういたい,藜杖,,"➡藜杖韋帯（れいじょういたい）
質素なことの形容。〈漢検四字熟語辞典〉
★あかざ（藜）の茎で作った杖と、なめし皮（韋）の帯の意。いずれも粗末なもの。
類：土階三等（どかいさんとう）",＊『陳書-宣帝紀』
D0763,2,造言____,ぞうげんひご,蜚語,飛語,"➡造言蜚語／造言飛語（ぞうげんひご）
根拠のないでたらめな噂。〈漢検四字熟語辞典〉
★「造言」は、根も葉もないでたらめ、作り事。
★「蜚語」は、誰が言うまでもなく伝わった根拠のないうわさ、流言のこと。
類：流言飛語（りゅうげんひご）",＊『不明』
D0764,2,厭聞____,"えんぶんよちょう
えんぶんよてい",飫聴,,"➡厭聞飫聴（えんぶんよちょう／えんぶんよてい）
聞き飽きること。〈漢検四字熟語辞典〉
★「厭」と「飫」は、飽きる意。
★飽きるほど聞くということ。",＊『曽鞏-送江任序』
D0765,2,無病____,むびょうしんぎん,呻吟,,"➡無病呻吟（むびょうしんぎん）
たいしたことはないのに大袈裟に騒ぎ立てること。また、ただ大袈裟に嘆息して見せるだけの真実味に乏しい詩文などのたとえ。〈漢検四字熟語辞典〉
★「呻吟」は、苦しみ呻く。
★病気でもないのに苦しげに呻きたてる意。
「無病にして呻吟す」",＊『不明』
D0766,2,____千里,こうげつせんり,皓月,皎月,"➡皓月千里／皎月千里（こうげつせんり）
明るく輝く月が、遠くまで照り渡るさま。〈漢検四字熟語辞典〉
★「皓月」は、明るく輝く月、明月のこと。",＊『范仲淹-岳陽楼記』
D0767,2,攀竜____,"はんりょうふき
はんりゅうふき",附驥,,"➡攀竜附驥（はんりょうふき／はんりゅうふき）
すぐれた人物に仕えることによって、自分も出世すること。〈漢検四字熟語辞典〉
★「攀」は、すがりつく。
★「驥」は、一日に千里を走るという名馬。
★竜に掴まり、驥につき従う意。
類：攀竜附鳳（はんりょうふほう）
「竜に攀(ﾖ)じ驥に附(ﾂ)く」",＊『三国志-呉書･呉主権伝-注』
D0768,2,狷介____,けんかいころう,固陋,,"➡狷介固陋（けんかいころう）
固く志を守って世俗を受け入れないこと。また、自我を通して頑固なこと。〈漢検四字熟語辞典〉
★「狷介」は、かたく自分を守って人と相容れないこと。
★「固陋」は、視野が狭くてかたくななこと。
類：狷介孤高（けんかいここう）／類：狷介孤独（けんかいこどく）／類：小心狷介（しょうしんけんかい）／類：頑迷固陋（がんめいころう）",＊『不明』
D0769,2,蚤寝____,そうしんあんき,晏起,,"➡蚤寝晏起（そうしんあんき）
夜早く寝て、朝遅く起きる。赤子や幼児のさま。〈漢検四字熟語辞典〉
★「蚤」は、夙に、早くの意。
★「晏」は、遅くの意。
「蚤(ﾊﾔ)く寝(ｲ)ね晏(ｵｿ)く起(ｵ)く」",＊『礼記-内側』
D0770,2,五行____,ごぎょうそうこく,相剋,相克,"➡五行相剋／五行相克（ごぎょうそうこく）
木･火･土･金･水の五つが互いに力を減じ合うこと。五行を歴代の王朝に当て嵌め変遷の順を理論づけた学説の一つ。〈漢検四字熟語辞典〉
★水は火に、火は金に、金は木に、木は土に、土は水に剋(ｶ)つのを相剋という。五行は中国古来の哲理で、天地の間に循環して万物を生じるもととなる五つの気(元素)のこと。
類：五行相勝（ごぎょうそうしょう）",＊『春秋繁露-一三』
D0771,2,____𠮟咤,とっさしった,咄嗟,,"➡咄嗟𠮟咤／咄嗟叱咤（とっさしった）
わめき叫びながら大声で叱ること。〈漢検四字熟語辞典〉
★「咄嗟」は、嘆くこと、叱ること。
★「叱咤」は、大声で叱りつけること。",＊『蘇軾-三国論』
D0772,2,韓信____,かんしんほふく,匍匐,蒲伏,"➡韓信匍匐／韓信蒲伏（かんしんほふく）
大きな目的のために一時の屈辱にも怒りをおさえ恥をしのぶこと。〈漢検四字熟語辞典〉
★「韓信」は、漢の高祖劉邦の臣で名将。漢の建国に功があった。
★「匍匐」は、腹ばいに進む意。
★韓信が腹這いになって股下をくぐる意。
★韓信が腹這いになって股下をくぐる意。
★韓信が若いころ淮陰(ﾜｲｲﾝ)の少年に蔑まれ、「お前は立派な長剣をぶらさげているが臆病風に吹かれているだけ。やれるものならそれで一突きしてみな。できないなら俺の股下をくぐれ」と言われた。韓信はじっと相手を見据えると、腹這いになって股下をくぐったという故事から。韓信の股くぐりという句で有名。",＊『史記-淮陰侯伝』
D0773,2,____孤高,けんかいここう,狷介,,"➡狷介孤高（けんかいここう）
固く自分の意思を守って、他人と和合しないこと。〈漢検四字熟語辞典〉
★「狷介」は、自己を固く守って協調性に乏しいこと。
★「孤高」は、孤独で世俗に超然としている意。
類：狷介孤独（けんかいこどく）／類：孤独狷介（こどくけんかい）／類：狷介不屈（けんかいふくつ）／類：狷介固陋（けんかいころう）／類：頑迷固陋（がんめいころう）／類：風岸孤峭（ふうがんこしょう）／類：狷介孤独（けんかいこどく）",＊『亀井勝一郎-美術遍歴』
D0774,2,____変幻,けっきへんげん,譎詭,,"➡譎詭変幻（けっきへんげん）
さまざまに奇異な様子にかわること。〈漢検四字熟語辞典〉
★「譎詭」は、いつわり欺く意に用いることが多いが、ここでは不思議で珍しいこと、またいろいろと変化すること。",＊『斎藤拙堂-下岐蘇川記』
