ID,難易度,問題,語群,解答,別答,意味,出典
E0386,2,巧みに立ち回り利益を独占した。,"泣斬[馬謖]・必求[壟断]
[賤斂]貴発・[狡兎]三穴",ろうだん,,"必求壟断（ひっきゅうろうだん）
★「壟断」は、高い丘。
★ある商人が、高い所(岡壟(ｺｳﾛｳ)の断崖)に登り、市場の商品の動きを観察し大きな利益を得た故事による。
「必ず壟断(ﾛｳﾀﾞﾝ)を求む」",＊『孟子-公孫丑･下』
E0387,2,困難に挫けず意志を貫くこと。,"百折[不撓]・瓶墜[簪折]
[紆余]曲折・[尊俎]折衝",ふとう,ふどう,"百折不撓（ひゃくせつふとう／ひゃくせつふどう）
★「百折」は、何回も折れること。
★「不撓」は、たわまない、曲がらない意。
類：不撓不屈（ふとうふくつ）
類：独立不撓（どくりつふとう）",＊『蔡邕-橋太尉碑』
E0388,2,優秀な人物や業績が一斉に現る。,"百花[繚乱]・[絢爛]豪華
炊金[饌玉]・落英[繽紛]",りょうらん,,"百花繚乱／百花撩乱（ひゃっかりょうらん）
★「繚乱」は、花が咲き乱れる意。
★様々な花が、艶やかに咲き乱れることをいう。
類：百花斉放（ひゃっかせいほう）
類：百家争鳴（ひゃっかそうめい）
類：千紫万紅（せんしばんこう）
類：千紅万紫（せんこうばんし）",＊『再昌草-永正四年･九月九日』
E0389,2,自然の美しい偉観。,"風光[明媚]・[嘯風]弄月
仰観[俯察]・巍然[屹立]",めいび,,"風光明媚（ふうこうめいび）
★「風光」は、景色･眺めのこと。
★「明媚」は、清らかで美しい意。",＊『矢田挿雲-江戸から東京へ･四』
E0390,2,筆勢が盛んで力強いこと。,"烟霞[痼疾]・彫虫[篆刻]
[風檣]陣馬・疾風[勁草]",ふうしょう,,"風檣陣馬（ふうしょうじんば）
★満帆風をはらませて航海し、健馬に跨って陣頭に立つこと。ともに、すぐれていることをいう。",＊『全唐詩話-三･李賀』
E0391,2,型にはまらず気随気儘に行動する。,"[譎詭]変幻・往事[茫茫]
[不羈]奔放・浮家[泛宅]",ふき,,"不羈奔放（ふきほんぽう）
★「不羈」は、束縛を受けず自由なこと。
類：自由奔放（じゆうほんぽう）
類：奔放不羈（ほんぽうふき）
類：不羈自由（ふきじゆう）
類：天馬行空（てんばこうくう）
類：不羈磊落（ふきらいらく）",＊『今東光-一絃琴』
E0392,2,戦乱の中の遽しさ。,"肩摩[轂撃]・[厲兵]秣馬
倒載[干戈]・兵馬[倥偬]",こうそう,,"兵馬倥偬（へいばこうそう）
★「兵馬」は、武器と軍馬で戦争のこと。
★「倥偬」は、忙しい意。
類：戎馬倥偬（じゅうばこうそう）",＊『矢田挿雲-江戸から東京へ･七』
E0393,2,旅路で偶然人と出会うたとえ。,"[萍水]相逢・[雲烟]過眼
頭会[箕斂]・[布韈]青鞋",へいすい,,"萍水相逢（へいすいそうほう）
★萍(ｳｷｸｻ)と水とが出会うように、旅先などで偶然知り合いになる意。
「萍水(ﾍｲｽｲ)相(ｱｲ)逢(ｱ)う」",＊『王勃-滕王閣序』
E0394,2,他人の恋愛に嫉妬すること。,"必求[壟断]・[竜驤]虎視
合歓[綢繆]・法界[悋気]",りんき,,"法界悋気（ほうかいりんき／ほっかいりんき）
★「法界」は、仏教語で宇宙万物のこと。
★「悋気」は、嫉妬心の意。",＊『評判記-難波物語』
E0395,2,人の行動に容喙して阻害する。,"旁時[掣肘]・[不羈]奔放
横行[闊歩]・[喙長]三尺",せいちゅう,,"旁時掣肘（ぼうじせいちゅう）
★「掣肘」は、人の肘を引っ張ること。
「旁(ｶﾀﾜ)らより時に掣肘(ｾｲﾁｭｳ)す」",＊『呂氏春秋-具備』
E0396,2,思うままに不埒な行いをする。,"突怒[偃蹇]・[尾大]不掉
[傅虎]以翼・放辟[邪侈]",じゃし,,"放辟邪侈／放僻邪侈（ほうへきじゃし）
★「放」は、ほしいまま。
★「辟」は、偏る。
★「邪」は、よこしま。
★「侈」は、贅沢。
類：勝手気儘（かってきまま）
類：我儘放題（わがままほうだい）
類：傍若無人（ぼうじゃくぶじん）",＊『孟子-梁恵王･上』
E0397,2,苦労を厭わず人のために尽くす。,"[倚馬]七紙・[一瀉]千里
摩頂[放踵]・[九仞]一簣",ほうしょう,,"摩頂放踵（まちょうほうしょう）
★頭の先から足の踵(ｶｶﾄ)まで摩(ｽ)り減らす意。
「頂(ｲﾀﾀﾞｷ)を摩(ﾏ)して踵(ｸﾋﾞｽ)に放(ｲﾀ)る」",＊『孟子-尽心･上』
E0398,2,完全なる悟りの境地。,"厭離[穢土]・雲雨[巫山]
開天[闢地]・無余[涅槃]",ねはん,,"無余涅槃（むよねはん）
★「無余」は、残っていないこと。すべて。
★「涅槃」は、煩悩を脱し悟りの境地に入ること。",＊『法華経-序品』
E0399,2,深く心に記憶する。,"[藜杖]韋帯・銘肌[鏤骨]
[麤枝]大葉・錦心[綉口]",るこつ,ろうこつ,"銘肌鏤骨（めいきるこつ／めいきろうこつ）
★「銘肌」は、皮膚に刻むこと。
★「鏤骨」は、骨に刻み込むこと。
類：銘心鏤骨（めいしんるこつ）
「肌(ﾊﾀﾞ)に銘(ﾒｲ)し骨に鏤(ｷｻﾞ)む」",＊『顔氏家訓-序致』
E0400,2,美女の形容。,"[旗幟]鮮明・[脣歯]輔車
風光[明媚]・[明眸]皓歯",めいぼう,,"明眸皓歯（めいぼうこうし）
★美しく澄んだ眸(ﾋﾄﾐ)と、皓(ｼﾛ)く美しい歯の意。
類：蛾眉皓歯（がびこうし）
類：朱唇皓歯（しゅしんこうし）
類：仙姿玉質（せんしぎょくしつ）
類：氷肌玉骨（ひょうきぎょっこつ）
類：曲眉豊頰（きょくびほうきょう）
類：羞花閉月（しゅうかへいげつ）
類：沈魚落雁（ちんぎょらくがん）",＊『曹植-洛神賦』
E0401,2,人集りで密集している様子。,"和気[藹藹]・門巷[塡隘]
抱関[撃柝]・桃李[成蹊]",てんあい,,"門巷塡隘（もんこうてんあい）
★「門巷」は、門戸と、門に入る小道。
★門や門前の小道に人が多く集まり、そこが塡(ﾌｻ)がり隘(ｾﾏ)くなる意。
類：門巷塡集（もんこうてんしゅう）",＊『唐書-李邕伝』
E0402,2,目的に向かって臆せず前進する。,"勇往[邁進]・[秉燭]夜遊
[断薺]画粥・[走尸]行肉",まいしん,,"勇往邁進（ゆうおうまいしん）
★「邁進」は、ひるまず勇ましく進むこと。
類：勇往猛進（ゆうおうもうしん）
類：直往邁進（ちょくおうまいしん）
類：猪突猛進（ちょとつもうしん）",＊『東京朝日新聞-明治三六年･八月一〇日』
E0403,2,威勢が強大で止められないこと。,"[轅門]二竜・[皎月]千里
大海[撈針]・[雷霆]万鈞",らいてい,,"雷霆万鈞（らいていばんきん）
★「雷霆」は、雷のとどろき。転じて威力などが激しいことの形容。
★「万鈞」は、きわめて重いこと。鈞は重さの単位で、周代では一鈞が7.7kg。
★雷鳴のとどろきがきわめて大きく重い意。
類：雷轟電撃（らいごうでんげき）",＊『漢書-賈山伝』
E0404,2,優れた人物たちが集結するたとえ。,"[鸞翔]鳳集・玉兎[銀蟾]
門巷[塡隘]・天門[開闔]",らんしょう,,"鸞翔鳳集（らんしょうほうしゅう）
★「鸞」は、鳳凰に似た伝説上の霊鳥。
★「鳳」は、鳳凰、聖天子の世に現れるという伝説上の霊鳥。",＊『傅咸-申懐賦』
E0405,2,心を合わせて協力する。,"[騈拇]枝指・[萍水]相逢
[戮力]同心・八面[六臂]",りくりょく,,"戮力同心（りくりょくどうしん）
類：協心戮力（きょうしんりくりょく）
類：一致団結（いっちだんけつ）
類：上下一心（しょうかいっしん）
「心を同じくして力を戮(ｱﾜ)す」",＊『国語-斉語』
E0406,2,全身から汗が滴ること。,"[沐浴]抒溷・[霑体]塗足
載籍[浩瀚]・流汗[淋漓]",りんり,,"流汗淋漓（りゅうかんりんり）
★「流汗」は、汗が流れること。
★「淋漓」は、水や血や汗がしたたる意。",＊『夏目漱石-自転車日記』
E0407,2,同類は相応じ従うということ。,"竜吟[虎嘯]・[竜驤]虎視
竜蟠[虎踞]・竜攘[虎搏]",こしょう,,"竜吟虎嘯（りょうぎんこしょう／りゅうぎんこしょう）
★竜が吟ずれば雲がおこり、虎が嘯(ｳｿﾌﾞ)けば風が生ずるといわれる。
「竜吟(ｷﾞﾝ)じ虎嘯(ｳｿﾌﾞ)く」",＊『張衡-帰田賦』
E0408,2,根も葉もない噂話。,"流言[蜚語]・南蛮[鴃舌]
狂言[綺語]・異聞[奇譚]",ひご,,"流言蜚語／流言飛語（りゅうげんひご）
★「流言」は、根拠のないでたらめなうわさの事。
★「蜚語」は、世間に蜚(ﾄ)び交う根拠のない話。
類：流言流説（りゅうげんりゅうせつ）
類：流言飛文（りゅうげんひぶん）
類：蜚流之言（ひりゅうのげん）",＊『明史-馬孟禎伝』
E0409,2,睦まじい気分が満ちているさま。,"心広[体胖]・和気[藹藹]
[涅槃]寂静・春寒[料峭]",あいあい,,"和気藹藹／和気靄靄（わきあいあい）
★「和気」は、和やかで、のどかな気分のこと。
★「藹藹」は、穏やかなさま、和やかな意。
類：和気靄然（わきあいぜん）
類：和気洋洋（わきようよう）",＊『風俗画報-二四号･論説』
E0410,2,言葉巧みに相手に取り入る。,"一士[諤諤]・阿諛[便佞]
窮鼠[嚙猫]・[媚眼]秋波",べんねい,,"阿諛便佞（あゆべんねい）
★「阿諛」は、媚びへつらう。
★「便佞」は、口先は巧いが、誠意がないこと、また、そのような人の意。
類：阿諛追従（あゆついしょう）
類：阿諛曲従（あゆきょくしょう）
類：世辞追従（せじついしょう）
類：阿諛追随（あゆついずい）",＊『森鷗外-興津弥五右衛門の遺書』
E0411,2,旧習などに固執し理非も弁えない。,"[哭逵]泣練・家鶏[野雉]
[濯纓]濯足・頑迷[固陋]",ころう,,"頑迷固陋／頑冥固陋（がんめいころう）
★「頑迷」は、かたくなで道理を弁えないこと。
★「固陋」は、視野が狭く頑固、また、古いものに執着する意。
類：冥頑不霊（めいがんふれい）
類：墨守成規（ぼくしゅせいき）
類：狷介固陋（けんかいころう）",＊『白柳秀湖-パイオニア―の悪戦』
E0412,2,善悪正邪の区別を弁えないこと。,"[跖狗]吠尭・一薫[一蕕]
[一闔]一闢・黒白[混淆]",こんこう,,"黒白混淆／黒白混交（こくびゃくこんこう）
★「黒白」は、物事の是非･善悪･正邪のたとえ。
★「混淆」は、入り交じること。",＊『不明』
E0413,2,国政が振るわず国運が危うい。,"国歩[艱難]・[杞人]天憂
[霧鬢]風鬟・九仞[一簣]",かんなん,,"国歩艱難（こくほかんなん）
★「国歩」は、国の歩みで、国家の命運のこと。
★「艱難」は、難儀すること、苦しむことの意。
★内憂外患が頻りにおこって、国が危うくなる意。",＊『大学衍義補』
E0414,2,好機を狙って形勢を伺うさま。,"瞻望[咨嗟]・[撥雲]見日
[竜驤]虎視・虎視[眈眈]",たんたん,,"虎視眈眈（こしたんたん）
★「虎視」は、虎が獲物を狙うこと。
★「眈眈」は、にらむ、見下ろす意。
★虎が獲物を狙って鋭い目つきで睨んでいる様子のこと。",＊『易経-頤』
E0415,2,矢継ぎ早にしゃべること。,"渾崙[吞棗]・南蛮[鴃舌]
[脣歯]輔車・鼓舌[揺脣]",ようしん,,"鼓舌揺脣／鼓舌揺唇（こぜつようしん）
★「鼓舌」は、舌を鳴らしてしゃべる、饒舌なこと。
★「揺脣」は、脣(ｸﾁﾋﾞﾙ)を揺らす、しゃべること。",＊『荘子-盗跖』
E0416,2,心の中。,"[五蘊]皆空・五臓[六腑]
[満腔]春意・咽喉[右臂]",ろっぷ,,"五臓六腑（ごぞうろっぷ）
★五つの臓（心･肺･脾･肝･腎）と、六つのはらわた（大腸･小腸･胃･胆･膀胱･三焦）の意。",＊『漢書-芸文志』
E0417,2,達弁で洗練されているさま。,"南蛮[鴃舌]・一糸[一毫]
頑迷[固陋]・滑稽[洒脱]",しゃだつ,,"滑稽洒脱／滑稽灑脱（こっけいしゃだつ）
★「滑稽」は、巧みな言葉がすらすらと滑らかに口をついて出ること。
★「洒脱」は、あかぬけしている意。
類：軽妙洒脱（けいみょうしゃだつ）",＊『高山樗牛-現代文章私見』
E0418,2,独りよがりで見識が狭いこと。,"[孤陋]寡聞・鑿窓[啓牖]
[鰥寡]孤独・頑廉[懦立]",ころう,,"孤陋寡聞（ころうかぶん）
★「孤陋」は、見識が狭くひとりよがり頑ななこと。
★「寡聞」は、見聞が少ないこと。
類：独学孤陋（どくがくころう）
「独学にして友無ければ則(ｽﾅﾜ)ち孤陋にして寡聞なり」",＊『礼記-学記』
E0419,2,様々なものが溶け合い一つとなる。,"徳性[涵養]・[渾然]一体
[晨夜]兼道・[飛絮]漂花",こんぜん,,"渾然一体／混然一体（こんぜんいったい）
★「渾然」は、溶け合って区別がつかない。
★「一体」は、一つのものの意。",＊『淮南子-精神訓』
E0420,2,英気が盛んに現れ出ること。,"和光[垂迹]・英姿[颯爽]
才気[煥発]・[渾然]一体",かんぱつ,,"才気煥発（さいきかんぱつ）
★「才気」は、すぐれた才能や判断力のこと。
★「煥発」は、光り輝き表面にあらわれるさま。
類：才気横溢（さいきおういつ）",＊『里見弴-善心悪心』
E0421,2,他人を悪く言っておべっかを使う。,"毀誉[褒貶]・讒諂[面諛]
面折[廷諍]・[口誅]筆伐",めんゆ,,"讒諂面諛（ざんてんめんゆ）
★「讒諂」は、他の人の悪口を言って人にへつらうこと。
★「面諛」は、人の面前でこびへつらうこと。",＊『孟子-告子･下』
E0422,2,節操を知り自分を衒らかさないこと。,"[以杞]包瓜・[已己]巳己
自己[欺瞞]・自己[韜晦]",とうかい,,"自己韜晦（じことうかい）
★「韜晦」は、才能や学識を隠すということ。
類：韜光晦迹（とうこうかいせき）
類：韜光養晦（とうこうようかい）",＊『佐多稲子-分身』
E0423,2,自分で実地に行うこと。,"実践[躬行]・自己[欺瞞]
自己[韜晦]・海底[撈月]",きゅうこう,,"実践躬行（じっせんきゅうこう）
★「実践」は、実行すること。
★「躬行」は、自ら行うこと。
★口先だけでなく実行することが大切だという意。
類：率先垂範（そっせんすいはん）
類：率先励行（そっせんれいこう）
類：躬行実践（きゅうこうじっせん）
類：率先躬行（そっせんきゅうこう）",＊『最暗黒之東京』
E0424,2,不道徳な贅沢にふけること。,"失魂[落魄]・墜茵[落溷]
[心悸]亢進・[奢侈]淫佚",しゃし,,"奢侈淫佚／奢侈淫逸（しゃしいんいつ）
★「奢侈」は、必要以上の贅沢のこと。★「淫佚」は、みだらでだらしがない意。
類：驕奢淫逸（きょうしゃいんいつ）",＊『高木卓-遣唐使』
E0425,2,贅沢と文事に耽り、気は弱いこと。,"失魂[落魄]・墜茵[落溷]
奢侈[淫佚]・[奢侈]文弱",しゃし,,"奢侈文弱（しゃしぶんじゃく）
★「奢侈」は、分限を超えた暮らしをすること。
★「文弱」は、学問や詩文など、文事ばかりにふけって弱々しいこと。",＊『徳富蘆花-思出の記』
E0426,2,行いなどが卑劣で道理に悖ること。,"[持粱]歯肥・醜悪[奸邪]
奴顔[婢膝]・旁時[掣肘]",かんじゃ,,"醜悪奸邪／醜悪姦邪（しゅうあくかんじゃ）
★「醜悪」は、みにくい、見苦しい意。
★「奸邪」は、よこしまなこと。",＊『坪内逍遥-小説神髄･下』
E0427,2,非を正し、手助けすること。,"[脣歯]輔車・当面[蹉過]
翼覆[嫗煦]・拾遺[補闕]",ほけつ,,"拾遺補闕（しゅういほけつ）
★「拾遺」は、君主が気付かない過失を見つけること。
★「補闕」は、天子の過失を正す意。
「遺(ｲ)を広い闕を補う」
類：拾遺補過（しゅういほか）",＊『司馬遷-報任少卿書』
E0428,2,磊磊落落奔放不羈のさま。,"自由[闊達]・七縦[七擒]
豪華[絢爛]・人生[羈旅]",かったつ,,"自由闊達／自由豁達（じゆうかったつ）
★「自由」は、何事にも束縛されないこと。
★「闊達」は、心が広くてこだわらないこと。
類：闊達自由（かったつじゆう）
類：天空海闊（てんくうかいかつ）",＊『吉野作造-閑談の閑談･四』
E0429,2,戦場にあって忙しく軍務を行うこと。,"戎馬[倥偬]・年災[月殃]
倒載[干戈]・[兢兢]業業",こうそう,,"戎馬倥偬（じゅうばこうそう）
★「戎馬」は、武器と軍馬のことから戦争の意。
★「倥偬」は、あわただしいこと。
類：兵馬倥偬（へいばこうそう）",＊『不明』
E0430,2,有事のための用意を怠らないこと。,"明朗[闊達]・[参差]錯落
言行[齟齬]・常備[不懈]",ふかい,,"常備不懈（じょうびふかい）
★「常備」は、いつも備えておくこと。
★「不懈」は、なまける、気を緩める意。
類：有備無患（ゆうびむかん）
「常に備えて懈(ｵｺﾀ)らず」",＊『不明』
E0431,2,心臓の鼓動が激しくなること。,"[飄忽]震蕩・[慷慨]憤激
[心悸]亢進・意気[沮喪]",しんき,,"心悸亢進／心悸昂進（しんきこうしん）
★「心悸」は、心臓の鼓動、動悸。
★「亢進」は、昂ること。",＊『高見順-故旧忘れ得べき･一』
E0432,2,人や家屋が隙間なく集まっていること。,"人口[稠密]・[偕老]同穴
[畳牀]架屋・[広廈]万間",ちゅうみつ,,"人口稠密（じんこうちゅうみつ）
★「稠密」は、込み合っていること。密集していること。",＊『国木田独歩-空知川の岸辺』
E0433,2,世の人々が恐れおののくこと。,"人心[洶洶]・人権[蹂躪]
一世[木鐸]・一世[風靡]",きょうきょう,,"人心洶洶／人心恟恟（じんしんきょうきょう）
★「人心」は、多くの人の心のこと。
★「洶洶」は、どよめき騒ぐさま。",＊『唐書-陸贄伝』
E0434,2,神道と仏教を一緒に祀ること。,"[巫蠱]神仏・[三聚]浄戒
五行[相剋]・神仏[混淆]",こんこう,,"神仏混淆／神仏混交（しんぶつこんこう）
★「混淆」は、入り交じること。
類：神仏習合（しんぶつしゅうごう）
類：本地垂迹（ほんじすいじゃく）",＊『法華宗諸本寺へ達-明治元年･一〇月一八日』
E0435,2,ある物を深く欲するたとえ。,"悲歌[慷慨]・[垂涎]三尺
[濫竽]充数・長頸[烏喙]",すいぜん,"すいえん
すいせん","垂涎三尺（すいぜんさんじゃく／すいえんさんじゃく）
★「涎」は、よだれのこと。
★おいしそうなものを見て食べたくて思わず涎を三尺も垂らすという意から。",＊『長与善郎-竹沢先生と云ふ人･竹沢先生富士を観る-二』
E0436,2,活力が満ち溢れているようす。,"[贅沢]三昧・草満[囹圄]
生気[潑溂]・春風[駘蕩]",はつらつ,,"生気潑溂／生気潑剌（せいきはつらつ）
★「生気」は、いきいきとしたさま、元気。
★「潑溂」は、動作や表情に元気のあふれているさま。
類：元気潑溂（げんきはつらつ）",＊『二葉亭四迷-予が半生の懺悔』
E0437,2,悼み悲しんで涙を流す。,"翫歳[愒日]・[悽愴]流涕
[齧指]痛心・[薤露]蒿里",せいそう,,"悽愴流涕／凄愴流涕／淒愴流涕（せいそうりゅうてい）
★「悽愴」は、痛ましいほどに悼み悲しむさま。
★「涕」は、涙の意。",＊『孔叢子･儒服』
E0438,2,心のままに奢侈を尽くす。,"[贅沢]三昧・[不羈]奔放
[逍遥]自在・放辟[邪侈]",ぜいたく,,"贅沢三昧（ぜいたくざんまい）
★「贅沢」は、無駄なおごり。
★「三昧」は、ひたすらそのことに耽ること。
★もともとは仏教語で、雑念を捨てて精神を集中すること。
類：活計歓楽（かっけいかんらく）",＊『坪内逍遥-沓手鳥孤城落月･三幕』
E0439,2,評判が落ちて収拾がつかないこと。,"声名[狼藉]・甘井[先竭]
朽木[糞牆]・[燉煌]五竜",ろうぜき,,"声名狼藉（せいめいろうぜき）
★「声名」は、よい評判のこと。名声。
★「狼藉」は、取り散らかして収拾のつかないこと。
★どうにもならないほど悪名がとどろいていること。
類：悪声狼藉（あくせいろうぜき）",＊『史記-蒙恬伝･索隠』
E0440,2,俗世間の雑念妄想を断ち切ること。,"[截断]衆流・[恩讐]分明
三薫[三沐]・[三釁]三浴",せつだん,,"截断衆流（せつだんしゅる）
★「衆流」は、雑念妄想のたとえ。
★修行者が煩悩を断ち截(ｷ)ること。仏教の語。",＊『石林詩話･上』
E0441,2,岩山と渓谷の景観。,"商山[四皓]・雪萼[霜葩]
[瀟湘]八景・千巌[万壑]",ばんがく,,"千巌万壑（せんがんばんがく）
★「巌」は、大きな岩山。
★「壑」は、谷。
★多くの岩山の連なりと多くの谷の意。
類：千山万水（せんざんばんすい）",＊『世説新語･言語』
E0442,2,先立って実践すること。,"深根[固柢]・意匠[惨澹]
[緊褌]一番・率先[躬行]",きゅうこう,,"率先躬行（そっせんきゅうこう）
★「率先」は、人に先立つこと。
★「躬行」は、みずから行う意。
類：率先垂範（そっせんすいはん）
類：率先励行（そっせんれいこう）
類：実践躬行（じっせんきゅうこう）",＊『太宰治-新釈諸国噺』
E0443,2,ほとんど実現不可能なことのたとえ。,"河山[帯厲]・大海[撈針]
[雷霆]万鈞・呉牛[喘月]",ろうしん,,"大海撈針（たいかいろうしん）
★「撈」は、すくい上げる意。
★大海の底に落ちた針をすくい上げる意。
類：東海撈針（とうかいろうしん）
類：海底撈針（かいていろうしん）
「大海に針を撈(ｽｸ)う」",＊『二十年目睹之怪現状･第一〇七回』
E0444,2,農業に励むこと。,"田園[将蕪]・朝耕[暮耘]
桑田[滄海]・張王[李趙]",ぼうん,,"朝耕暮耘（ちょうこうぼうん）
★「耕」は、たがやす。
★「耘」は、くさぎる意。
「朝(ｱｼﾀ)に耕(ﾀｶﾞﾔ)し暮(ｸ)れに耘(ｸｻｷﾞ)る」",＊『輟耕録-検田吏』
E0445,2,心の働きが止まりぐずぐずしている。,"[恍然]大悟・因循[苟且]
[佇思]停機・[豁然]大悟",ちょし,,"佇思停機（ちょしていき）
★「佇思」は、立ち止まって思いわずらうこと。
★「機」は、心のはたらき、作用。
「佇(ﾀﾀｽﾞ)みて思い、機を停(ﾄﾄﾞ)む」",＊『碧巌録』
E0446,2,好き放題に言い散らすこと。,"[婬虐]暴戻・[跌蕩]放言
魂飛[魄散]・声名[狼藉]",てっとう,,"跌蕩放言（てっとうほうげん）
★「跌蕩」は、しまりがなくほしいままの意。
★ほしいままに放言すること。",＊『後漢書-孔融伝』
E0447,2,無邪気で屈託のないさま。,"剛毅[直諒]・百花[繚乱]
天真[爛漫]・[蕭敷]艾栄",らんまん,,"天真爛漫（てんしんらんまん）
★「天真」は、天から与えられたままの本性。
★「爛漫」は、輝き表れるさま。
類：天衣無縫（てんいむほう）",＊『久米邦武-米欧回覧実記･一』
E0448,2,悪事の報いは直ちに発現する。,"天罰[覿面]・[僭賞]濫刑
天威[咫尺]・[遏悪]揚善",てきめん,,"天罰覿面（てんばつてきめん）
★「天罰」は、天の下す罰のこと。
★「覿面」は、目のあたりに見る意で、すぐに現れることをいう。
類：天網恢恢（てんもうかいかい）",＊『三遊亭円朝-英国孝子之伝･八』
E0449,2,寛大で大雑把なさま。,"[蕩佚]簡易・天宇[地廬]
[擒縦]自在・[渟膏]湛碧",とういつ,,"蕩佚簡易（とういつかんい）
★「蕩佚」は、のんびり自由なこと。
★「簡易」は、簡単で易しい、性格が穏やかでさっぱりしていること。",＊『後漢書-班超伝』
E0450,2,驚いて呆然とすること。,"[游雲]驚竜・[刮目]相待
[渇驥]奔泉・[瞠目]結舌",どうもく,,"瞠目結舌（どうもくけつぜつ）
★「瞠目」は、驚いて目を見張ること。
★「結舌」は、舌を結ぶ意から、ものを言わないこと。
★酷く驚いて目をむき、舌をこわばらせてものが言えないさまをいう。
類：大驚失色（たいきょうしっしょく）",＊『茅盾-霜葉紅似二月花』
E0451,2,師友のない学問は見識が狭くなる。,"門巷[塡隘]・法界[悋気]
独学[孤陋]・[鰥寡]孤独",ころう,,"独学孤陋（どくがくころう）
★「孤陋」は、見識が狭く独りよがりでかたくななこと。",＊『礼記-学記』
E0452,2,空言を謹み実行を速やかにする。,"[訥言]敏行・疾言[遽色]
[禹行]舜趨・剽疾[軽悍]",とつげん,,"訥言敏行（とつげんびんこう）
★「訥言」は、言葉が巧みでない、口下手の意。
★「敏行」は、素早く行動すること。
類：不言実行（ふげんじっこう）
「言に訥(ﾄﾂ)にして行いに敏(ﾋﾞﾝ)なり」",＊『論語-里仁』
E0453,2,怒鳴りつけること。,"侃侃[諤諤]・[呵呵]大笑
[咄嗟]𠮟咤・[躡足]附耳",とっさ,,"咄嗟𠮟咤（とっさしった）
★「咄嗟」は、嘆くこと、叱ること。
★「叱咤」は、大声で叱りつけること。",＊『蘇軾-三国論』
E0454,2,とても奇妙なこと。不都合なこと。,"波詭[雲譎]・[咄咄]怪事
[紆余]曲折・[佇思]停機",とつとつ,,"咄咄怪事（とつとつかいじ）
★「咄咄」は、意外さに驚いて発する声。",＊『晋書-殷浩伝』
E0455,2,人道に外れた行いのこと。,"[蹈節]死義・[蠹居]棊処
[矯枉]過直・[悖徳]没倫",はいとく,,"悖徳没倫／背徳没倫（はいとくぼつりん）
★「悖徳」は、道徳に背くこと。
★「没倫」は、倫理意識をなくす意。
「徳に悖(ﾓﾄ)り倫(ﾐﾁ)を没す」",＊『夏目漱石-吾輩は猫である』
E0456,2,戒法に背いても心に恥じないこと。,"法界[悋気]・破戒[無慙]
斗量[帚掃]・漠漠[濛濛]",むざん,,"破戒無慙／破戒無慚（はかいむざん）
★「破戒」は、仏教語で僧が戒律を破ること。
★「慙」は、恥の意。",＊『中右記-保安元年･二月一二日』
E0457,2,たくさんの知見を持っていること。,"[以蠡]測海・深文[巧詆]
博識[洽聞]・区聞[陬見]",こうぶん,,"博識洽聞／博識広聞（はくしきこうぶん）
★「博識」は、広く知る。
★「洽聞」は、広く聞く。
類：博物広聞（はくぶつこうぶん）
類：博聞強記（はくぶんきょうき）
類：博聞強識（はくぶんきょうしき）
類：博覧強記（はくらんきょうき）",＊『不明』
E0458,2,ごたごたした複雑な事情や変化。,"[樽俎]折衝・[波瀾]曲折
[霹靂]閃電・悖入[悖出]",はらん,,"波瀾曲折／波乱曲折（はらんきょくせつ）
非常に込み入った事情。または非常に込み入った変化。〈漢検四字熟語辞典〉
★「波瀾」は、波と荒波で、揉め事の意。
★「曲折」は、折れ曲がることから、込み入った事情の意。
類：紆余曲折（うよきょくせつ）",＊『夏目漱石-彼岸過迄』
E0459,2,人の長命を祈る語。,"[熙熙]壌壌・斗量[帚掃]
万寿[無疆]・一望[無垠]",むきょう,,"万寿無疆（ばんじゅむきょう）
★「万寿」は、万年の寿命の意から長生きすること。長命。
★「無疆」は、きわまりがない。際限がない意。
★長命で幾久しく生きられるよう、長寿を祝う言葉。
類：南山之寿（なんざんのじゅ）
「万寿(ﾊﾞﾝｼﾞｭ)疆(ｷﾜﾏ)り無(ﾅ)し」",＊『詩経-豳風･七月』
E0460,2,責め立てる声が多く大きいこと。,"依怙[贔屭]・非難[囂囂]
好評[嘖嘖]・筆削[褒貶]",ごうごう,,"非難囂囂（ひなんごうごう）
★「囂囂」は、騒がしいこと。声の大きいこと。",＊『不明』
E0461,2,髪をふり乱して狂人の真似をする。,"[悖入]悖出・被髪[佯狂]
被髪[纓冠]・被髪[左袵]",ようきょう,,"被髪佯狂／被髪陽狂（ひはつようきょう）
★「被髪」は、髪の毛を振り乱したさま。
★「佯狂」は、狂人の真似をする。
★中国殷(ｲﾝ)末、紂王(ﾁｭｳｵｳ)に仕えた太師の箕子(ｷｼ)は酒と女に溺れて政治を顧みない紂王を諫めたが聞かなかった。紂王のもとを去ることは君主の悪を世間に公表し、自分自身を人民に弁解することになると考えた箕子は、髪を振り乱し狂人の真似をして奴隷となったという故事から。",＊『史記-宋世家』
