ID,難易度,問題,解答,別答,意味
A1848,3,屠沽,とこ,,"酒肉をうる。〈字通〉
1.犬や豚を殺して肉をとる者と、町で酒を売る者。転じて、いやしい職業の人のこと。
2.人をいやしんでいうことば。
1.肉を売る者と酒を売る者。
2.賤業に従事する者。人を卑しんでいう。〈漢辞海〉"
A1849,3,覯閔,こうびん,,"悲しい目にあう。〈字通〉
憂えにあう。〈字源〉"
A1850,3,狷忿,けんふん,けんぷん,"心せまく怒りやすい。〈字通〉
心が狭くて、おこりっぽい。〈漢字源〉"
A1851,3,讌坐,えんざ,,"遠慮せずにくつろいですわること。〈新漢和大字典〉
くつろぐ。〈字通〉"
A1852,3,帑廩,どりん,,"金ぐらと米ぐら。〈漢字源〉
布帛や米穀を入れておく蔵。かねぐらと穀ぐら。〈新大字典〉"
A1853,3,点竄,てんざん,,"文章の字句を訂正すること。〈漢字ペディア〉
文章などの字句を、ところどころあらためること。〈漢字源〉"
A1854,3,廉恪,れんかく,,"私欲がなくつつしみ深い。〈漢字源〉
無欲でつつしみ深い。〈漢辞海〉"
A1855,3,錯愕,さくがく,,"思いがけないことに当面してあわてる。〈漢字源〉
突然でびっくりして慌てるさま。〈漢辞海〉
驚き惑うこと。あわて惑うこと。〈日本国語大辞典〉"
A1856,3,蹤跡,しょうせき,,"1.事が行われたあと。事跡。踪跡。
2.あとを追うこと。追跡。また、行方。踪跡。〈大辞泉〉
1.あしあと。転じて、以前にあった事柄。前例。≒事跡
2.人のあとをつけて行くこと。≒追跡〈漢字ペディア〉"
A1857,3,甌臾,おうゆ,,"陶器のうつわのように、くぼんだ土地。〈漢字源〉
凹地。土もりとみぞ。〈字通〉"
A1858,3,懦夫,だふ,,"気の弱い男。また、臆病で意気地のない男。〈漢字源〉
気のよわい男性。臆病(ｵｸﾋﾞｮｳ)で意気地のない男性。〈漢字ペディア〉"
A1859,3,抉拾,けっしゅう,,ゆがけと、ゆごて。拾はなめし皮で左臂につける。〈字通〉
A1860,3,覲饗,きんきょう,,"1.まみえ饗応する。
2.神として祭る。〈字通〉"
A1861,3,忿邑,ふんゆう,,いかり憂える。〈字通〉
A1862,3,猊座,げいざ,,"(仏)仏の座。また、転じて高僧の座。〈漢字源〉
(仏)仏の座る場所。転じて、高僧の座。獅子(ｼｼ)の座。〈漢字ペディア〉"
A1863,3,邃古,すいこ,,"おおむかし。≒遂古〈新漢和大字典〉
おおむかし。太古。上古。〈大辞泉〉
1.おおむかし。太古。上古。
2.庭園などが奥深く、きわめて閑静なこと。〈日本国語大辞典〉
おおむかし。〈新大字典〉
はるか昔。〈漢辞海〉"
A1864,3,撩戦,りょうせん,,"戦いをいどむ。〈漢字源〉
戦をいどむ。≒挑戦〈字源〉"
A1865,3,攫客,かっかく,かくかく,"すり、かっぱらいの類。〈日本国語大辞典〉
掏摸(ｽﾘ)に同じ。〈字源〉
すり。〈字通〉"
A1866,3,皓首,こうしゅ,,"白髪の頭。老年。〈字通〉
1.白髪の頭。
2.老人のこと。〈漢字源〉"
A1867,3,竟夕,きょうせき,,"一晩中。終夜。よもすがら。〈漢字源〉
一晩中。夜もすがら。〈漢辞海〉"
A1868,3,邇来,じらい,,"1.近来。ちかごろ。
2.その後。それ以来。≒爾来〈新漢和大字典〉
1.近ごろ。最近。
2.その後。その時以来。〈漢字ペディア〉"
A1869,3,蓁藪,しんそう,,"草木の茂ったやぶ。〈新漢和大字典〉
雑木の茂み。〈字通〉"
A1870,3,楡莢,ゆきょう,,"1.にれの実をつつむ羽のような形のさや。食用になる。
2.漢代の銭の名。にれのさやの形に似ているのでいう。〈漢字源〉"
A1871,3,覿武,てきぶ,,武を示す。〈字通〉
A1872,3,賤俘,せんぷ,,"いやしい捕虜。〈漢字源〉
投降した家来。捕虜みずからの謙称。〈漢辞海〉"
A1873,3,危檣,きしょう,,"たかくそびえたつ帆柱。〈漢字源〉
高い帆柱。マスト。〈漢字ペディア〉"
A1874,3,鞏鞏,きょうきょう,,物事にこだわるさま。〈字通〉
A1875,3,麝煤,じゃばい,,"においのよい墨。〈新漢和大字典〉
墨の異名。〈大辞林〉
墨の別称。〈漢字ペディア〉"
A1876,3,牀蓐,しょうじょく,,"寝床。〈漢字源〉
寝床。〈字通〉"
A1877,3,繰糸,そうし,,"煮た繭から糸をとって生糸にすること。また、その作業。〈大辞泉〉
繭から生糸をたぐりとる作業。糸をくること。糸くり。〈漢字ペディア〉"
A1878,3,洶涌,きょうゆう,きょうよう,"波がわきたつ音。また、そのさま。≒洶湧〈漢字源〉
水勢がわき上がる。〈字通〉
水が勢いよくわき出るさま。波がわき立つ音。また、そのさま。≒洶湧〈漢字ペディア〉"
A1879,3,嫌猜,けんさい,,あれこれと気を回して、信用できない。疑い嫌うこと。〈漢字源〉
A1880,3,竽笙,うしょう,,竹管を組み合わせた笛。〈漢字源〉
A1881,3,閔勉,びんべん,,"あることに専念して努力する。〈新漢和大字典〉
つとめる。黽勉。〈字通〉"
A1882,3,濺沫,せんまつ,,"飛び散るしぶき。≒飛沫。〈漢字源〉
とびちる水しぶき。〈新大字典〉"
A1883,3,炮煮,ほうしゃ,,"火であぶることと、煮ること。〈漢字源〉
あぶると、にると。≒炮煎〈字源〉"
A1884,3,觚牘,ことく,,"1.昔、文字をしるした木の札。簡策。
2.転じて、文章。また、書物。〈新漢和大字典〉
木簡。書物。〈字通〉"
A1885,3,鋒鏑,ほうてき,,"ほこ先と、やじり。〈字通〉
武器。兵器。〈大辞林〉
ほこさきとやじり。刀と矢。転じて、武器。〈漢字ペディア〉"
A1886,3,猖狂,しょうきょう,,"狂気の沙汰の荒い行いをする。〈漢字源〉
激しくくるうこと。くるったように荒れた行動をとること。〈漢字ペディア〉"
A1887,3,舒暢,じょちょう,,心をゆるやかにすること。心をのびのびさせること。〈漢字ペディア〉
A1888,3,鎚鑿,ついさく,,つちと、のみ。〈新漢和大字典〉
A1889,3,耳剽,じひょう,,人の話を聞き覚えただけで自分で学問しないこと。〈漢字源〉
A1890,3,瑶緘,ようかん,,"1.書物を入れる美しく立派な箱。
2.転じて、他人の手紙を敬っていうことば。〈漢字源〉
人からの手紙の敬称。≒瑶函〈字通〉"
A1891,3,閨閤,けいこう,,"1.婦人のへや。ねや。≒閨房
2.宮殿･御殿の中の小さい門。
3.転じて、奥御殿。〈新漢和大字典〉
1.寝室。寝所。
2.女性の居る部屋。また、女性。〈漢字ペディア〉
★閨閤の臣(ｼﾝ)…主君の近くにつかえる臣。〈大辞林〉"
A1892,3,衰耄,すいぼう,すいもう,"年老いて、おとろえること。〈漢字ペディア〉
体力が衰え、老いぼれること。≒耄碌〈漢字源〉"
A1893,3,麩炭,ふたん,,消し炭。〈字通〉
A1894,3,咄咄,とつとつ,,"意外なことに驚いて出る声の形容。おやおや。〈漢字源〉
1.舌うちする音。
2.意外さに驚いて発する声。〈漢字ペディア〉"
A1895,3,慍見,おんけん,うんけん,"むっと怒った様子で人に会う。〈新漢和大字典〉
いかって人に面会すること。〈新大字典〉"
A1896,3,豁悟,かつご,,"迷いが解けてはっきりと悟る。〈新漢和大字典〉
からりとさとる。〈字通〉"
A1897,3,顚蹶,てんけつ,,"1.つまずきたおれる。
2.困難にあって苦しむ。〈漢字源〉
つまずき倒れること。また、失敗すること。≒転蹶〈大辞林〉
つまずき倒れること。ころぶこと。転じて、失敗すること。挫折すること。〈日本国語大辞典〉"
A1898,3,嗷嗷,ごうごう,,"1.がやがやと大声で騒ぐさま。
2.多くのものが悲しみや苦痛の声を上げるさま。〈漢字源〉
1.やかましく大声で騒ぐさま。
2.大勢の人が悲しみや苦痛の声をあげるさま。〈漢字ペディア〉"
A1899,3,韋脂,いし,,柔らかくてなめらかな、なめしがわとあぶら。人にこびへつらうことのたとえ。〈新漢和大字典〉
A1900,3,舸艦,かかん,,"大きな軍艦。〈新漢和大字典〉
軍船。また、巨艦。〈字通〉
大きないくさぶね。≒巨艦〈字源〉"
A1901,3,闔郡,こうぐん,,"郡内ぜんぶ。一群ぜんたい。〈漢字源〉
郡内残らず。〈字源〉
全群。〈漢辞海〉"
A1902,3,黄墟,こうきょ,,"あの世。よみ。〈漢辞海〉
冥土。〈字通〉"
A1903,3,觥撻,こうたつ,,礼を失くしたものに対する罰。〈字通〉
A1904,3,情猴,じょうこう,,(仏)心の狂いやすく定まらないさまを猿にたとえていう。≒意馬、心猿〈字源〉
A1905,3,蹶蹶,けつけつ,けいけい,"1.動作がすばやいさま。
2.はっとおどろくさま。〈新漢和大字典〉
動作の敏捷のさま。〈字通〉
1.ケツケツ…すばやいさま。
2.ケイケイ…勤勉なさま。
3.ケイケイ…驚きあわてるさま。〈漢辞海〉"
A1906,3,奸凶,かんきょう,,悪者。悪漢。〈漢字源〉
A1907,3,娟娟,けんけん,えんえん,"ちらほらと見えるさま。隙間から見える景色、月の光、蝶の姿、女性の美しく繊細な姿などを形容する言葉。〈漢字源〉
美しいさま。清らかなさま。〈字通〉
1.幽遠なさま。
2.美しく清らかなさま。
3.蝶の飛ぶさま。〈新大字典〉"
A1908,3,正閏,せいじゅん,,"1.平年とうるう年。
2.正統なことと正統でないこと。〈漢字ペディア〉"
A1909,3,婚媾,こんこう,,"結婚。〈字通〉
婚姻関係を結ぶこと。夫婦の縁組。結婚。「婚」は新しい縁組。「媾」は、親族との縁組。〈日本国語大辞典〉"
A1910,3,旌麾,せいき,,"将軍の旗。〈字通〉
1.総指揮官の旗。
2.旗。
3.戦争。兵乱。〈漢辞海〉"
A1911,3,藷蔗,しょしょ,しょしゃ,"甘蔗(ｶﾝｼｮ:さとうきび)。〈字通〉
さとうきび。甘蔗。〈漢字源〉
イネ科の多年草。茎から蔗糖(ｼｮﾄｳ)を製する。甘蔗。さとうきび。〈漢辞海〉"
A1912,3,寞寞,ばくばく,,"静かなるさま。〈字源〉
寞然(ﾊﾞｸｾﾞﾝ:さびしい)としたさま。〈字通〉
静かでさびしいさま。ひっそりと静まりかえっているさま。〈漢字ペディア〉"
A1913,3,孱夫,せんぷ,,よわい、臆病な男。〈漢字源〉
A1914,3,觴酌,しょうしゃく,,"さかずきと、酒を入れるちょうし。酒を酌み交わすこと。〈新漢和大字典〉
1.酒器。觴勺。
2.酒を飲む。〈漢辞海〉"
A1915,3,頗僻,はへき,,"正常の線からずれて一方に偏っていること。また、かたよっていて不公平であること。〈新漢和大字典〉
かたよる。〈字通〉
かたよる。ひがみてよこしまなり。〈字源〉"
A1916,3,繙閲,はんえつ,ほんえつ,"書物を開いて、読み調べること。〈漢字ペディア〉
書物を読み調べる。〈漢辞海〉
書物を読み調べること。繙読。〈日本国語大辞典〉"
A1917,3,黌宇,こうう,,"学校。〈新漢和大字典〉
学舎。〈字通〉"
A1918,3,所怙,しょこ,,"親の別称。〈漢辞海〉
頼りにするものの意から、親のこと。〈漢字源〉
親。〈字通〉
頼みにする人の意で、父母をいう。〈新大字典〉"
A1919,3,蟄蟄,ちつちつ,,"おとなしくとじこもるさま。静かなさま。〈新漢和大字典〉
多くのものがしずかに集まる。〈字通〉
和らぎ集まるさま。一説に、多いさま。〈漢辞海〉"
A1920,3,猥多,わいた,,"ごたごたと多い。〈漢字源〉
みだりに多い。〈字源〉"
A1921,3,香盒,こうごう,,"香を入れる小さな容器。漆器･木地･蒔絵･陶磁器などがある。香箱。〈大辞林〉
香を入れるふたのついた容器。≒香箱、香合〈漢字ペディア〉"
A1922,3,寇讐,こうしゅう,,"攻撃を仕掛けてくる敵。〈漢字源〉
あだ。かたき。〈日本国語大辞典〉
仇敵。かたき。〈漢辞海〉"
A1923,3,憐愍,れんびん,れんみん,"あわれむこと。かわいそうに思うこと。≒憐憫〈漢字ペディア〉
あわれむこと。なさけをかけること。あわれみ。れんみん。≒憐憫、憐閔〈日本国語大辞典〉"
A1924,3,船艙,せんそう,,"船内で荷物を積んでおく所。≒船倉〈漢字ペディア〉
船の甲板の下部にあり貨物を入れるところ。ふなぐら。≒船倉〈漢字源〉"
A1925,3,孥戮,どりく,,"夫や父親の罪によって、その妻子まで罰すること。〈漢字源〉
妻子をも殺す。〈字通〉
妻子にまで罪を及ぼすこと。〈新大字典〉"
A1926,3,螳怒,とうど,,螳螂(ｶﾏｷﾘ)の怒り。〈字通〉
A1927,3,芬馨,ふんけい,,"芳香。〈字通〉
かおり。〈字源〉"
A1928,3,獪猾,かいかつ,,悪賢い。ずるい。〈漢字源〉
A1929,3,捐軀,えんく,,"1.身を捨てる。
2.忠義のために死ぬ。〈漢字源〉
身を捨ててつくす。命を捧げる。〈字通〉"
A1930,3,棄擲,きてき,,"なげすてること。すててかえりみないこと。〈日本国語大辞典〉
すてなげうつ。うちゃる。≒擲棄、投棄。〈字源〉
なげすてること。投棄。〈新大字典〉"
A1931,3,笨拙,ほんせつ,,鈍重でへたなこと。〈漢字源〉
A1932,3,鄂鄂,がくがく,,"≒諤諤
1.あごをがくがく動かせて、大いにしゃべるさま。
2.正しいと思う意見を堂々と直言するさま。〈新漢和大字典〉
直言のさま。〈字源〉"
A1933,3,閭閻,りょえん,,"1.村の出入り口の門と、村の中にある門。
2.村里。村落。
3.村に住む庶民。〈漢字源〉
里中の門。転じて、村里の賤人。〈字源〉"
A1934,3,緡緡,びんびん,,"無知なさま。〈新漢和大字典〉
心知のはたらきのないさま。〈字通〉"
A1935,3,撈採,ろうさい,,"水中で採る。〈字通〉
水をくぐりて物を取る。〈字源〉"
A1936,3,総攬,そうらん,,"1.政治を一手にすべ治める。
2.人々の心をまとめて服従させる。〈漢字源〉
全体を一手に握り、おさめること。〈漢字ペディア〉"
A1937,3,曚昧,もうまい,,"1.薄暗い。
2.道理にくらい。≒蒙昧〈漢字源〉
1.光がおおわれてうす暗い。うす暗くて見えない。
2.無知であること。道理に暗いこと。≒蒙昧〈漢字ペディア〉"
A1938,3,秋柝,しゅうたく,,秋の夜、夜まわりが見回って歩くときに打つ拍子木の音。〈漢字源〉
A1939,3,齏粉,せいふん,,"粉身。〈字通〉
こなみじんになること。転じて、身を粉にして働くこと。粉骨砕身。〈漢字ペディア〉"
A1940,3,垂髫,すいちょう,,"子どものこと。〈漢字源〉
1.子どもの垂れた髪。さげがみ。また、髪をそのようにした子ども。垂髪。うない。
2.幼い時。幼時。幼年。〈日本国語大辞典〉"
A1941,3,楹書,えいしょ,,"遺言状。遺書。〈漢字源〉
遺言書。〈字通〉"
A1942,3,芥蔕,かいたい,,"1.とてもわずかなこと。
2.ほんのすこしのわだかまり。〈漢字ペディア〉
1.微細なもののこと。
2.何か小さい物がつかえる。食物がつかえたり心配事などがあって気持がすっきりしないこと。〈漢字源〉
ごく小さな。気になるもの。〈字通〉"
A1943,3,閹人,えんじん,,"宮刑に処せられて、宮中に仕える男。宦官。〈新漢和大字典〉
昔、中国で宮廷に仕えるために去勢された男性。≒宦官〈漢字ペディア〉"
A1944,3,氈裘,せんきゅう,,"1.フェルトの布と動物の皮で作った衣服。匈奴が衣服として用いた。
2.転じて、匈奴のこと。〈漢字源〉
匈奴人の服する毛織の皮衣。〈字源〉
1.毛織物と皮衣。
2.匈奴。毛織物と毛皮を着ていたことから。〈漢辞海〉"
A1945,3,慶讃,けいさん,きょうさん,"1.仏菩薩や祖師の功徳(ｸﾄﾞｸ)を喜び、ほめたたえること。
2.新たに仏像･経巻･堂塔などが完成したときに行う、喜びたたえる仏事。〈大辞泉〉
(仏)「慶賀称讃」の略。寺院・仏像・経巻などの完成を祝うこと。〈漢字ペディア〉"
A1946,3,蒸溽,じょうじょく,,むし暑い。〈字通〉
A1947,3,韶景,しょうけい,,"春の明るい景色。〈新漢和大字典〉
春光。〈字通〉"
A1948,3,懸瀑,けんばく,,"たき。〈字源〉
滝をいう。〈新大字典〉"
A1949,3,艨衝,もうしょう,,"1.牛皮で船体をおおって矢や石を防ぎ、細長いへさきで敵船を突き破る船。
2.いくさぶね。軍艦。〈漢字源〉
昔の戦艦。構造は堅固で細長く、敵船中に突入するのに用いる。もうどう。≒蒙衝〈日本国語大辞典〉"
A1950,3,蟯動,ぎょうどう,,虫などがぐねぐねとうごめく。〈漢字源〉
A1951,3,軽煖,けいだん,,"軽くてあたたかな、よい衣服。〈漢字源〉
軽くあたたかい衣服。≒軽暖〈字源〉
1.ふんわりと軽くて暖かいさま。また、その衣服。
2.ほのかに暖かい。〈漢辞海〉"
A1952,3,豺虎,さいこ,,"1.やまいぬと、とら。猛獣。
2.あらあらしく強い悪人をたとえていう語。〈大辞泉〉
ヤマイヌとトラ。残酷な悪人にたとえる。〈新漢和大字典〉
ヤマイヌとトラ。転じて、残酷で無慈悲な人のたとえ。〈漢字ペディア〉"
A1953,3,頡頏,けっこう,きっこう,"≒拮抗
1.鳥が飛び上がったり、舞い下りたりすること。
2.勢力が同じくらいで優劣が決まらないこと。拮抗。〈大辞泉〉
1.鳥が飛び上がり、また飛び降りること。
2.張り合うこと。人に屈しないこと。〈漢字ペディア〉"
A1954,3,匹耦,ひつぐう,,"≒匹偶
1.相手や仲間になること。また、その相手や仲間。
2.結婚すること。また、つれあい、めおと。〈漢字ペディア〉
1.両者がぴったり合う。
2.つれあい。
3.夫婦になる。〈漢辞海〉"
A1955,3,黛鬟,たいかん,,"黒々とつやのある、女の髪。〈新漢和大字典〉
黒髪。〈字通〉"
A1956,3,作俑,さくよう,,"1.死者とともに埋める人形をつくる。
2.悪いことの糸口となることのたとえ。〈漢字源〉"
A1957,3,鴻眇,こうびょう,,高遠。〈字通〉
A1958,3,斧劈,ふへき,,"中国の山水画の画法の一つ。〈漢字源〉
山水画の画法の一つ。岩石の険しさを表現するために、斧で木を切り裂いたようなしわを描く技。〈漢辞海〉"
A1959,3,酣觴,かんしょう,,"心ゆくまで酒を飲む。〈漢字源〉
ほしいままに酒を飲む。≒酣飲、酣縦〈漢辞海〉"
A1960,3,黥首,げいしゅ,,"ひたいにいれずみをする刑罰。また、いれずみをしたひたい。〈漢字源〉
額(ﾋﾀｲ)に入墨をする刑。〈字通〉
罪人の額に入れ墨をする刑罰。〈大辞泉〉"
A1961,3,嘔軋,おうあつ,,"きしる音。〈字通〉
物がきしる。また、その音。〈漢字源〉"
A1962,3,蟠屈,ばんくつ,はんくつ,"1.めぐり曲がること。
2.わだかまったまま気が晴れないこと。〈漢字ペディア〉"
A1963,3,鄙俚,ひり,,"風俗やことばづかいなどが、いなかじみていて下品なこと。〈漢字源〉
1.田舎。
2.言葉や風俗などが田舎びていること。あかぬけしないこと。≒鄙野〈漢字ペディア〉
言語や風俗などが田舎めくこと。ひなびていること。いやしいこと。また、そのさま。鄙野。≒卑俚〈日本国語大辞典〉"
A1964,3,巒壑,らんがく,,"山と谷。〈漢字ペディア〉
山と谷。〈日本国語大辞典〉"
A1965,3,縟彩,じょくさい,,"美しくかざり立てる。≒縟采〈字通〉
飾りの多いこと。また、詩文などを練り飾ること。〈新大字典〉"
A1966,3,髭鬚,ししゅ,,"1.ぎざぎざしたひげと、柔らかいひげ。
2.口ひげと、あごひげ。〈新漢和大字典〉
くちひげと、あごひげ。〈字通〉"
A1967,3,塵囂,じんごう,,"ちりにけがれた騒がしいところ。俗世間のこと。〈漢字源〉
きたなくさわがしい俗世間。また、俗世間のうるさい事柄。〈日本国語大辞典〉
世の中の乱れや、さわがしさ。〈漢辞海〉"
A1968,3,壅蔽,ようへい,,"君主の耳をふさいで善言や真実を聞かせない。また、君主にそのような態度。〈漢字源〉
君主や大臣の耳をふさぐ。≒壅敝〈漢辞海〉"
A1969,3,訶詰,かきつ,,"しかりなじる。しかり問い詰める。〈新漢和大字典〉
しかりなじる。≒譴詰〈字源〉"
A1970,3,夭厲,ようれい,,"疾疫をいう。〈字源〉
疫病で夭死する。〈字通〉"
A1971,3,孥稚,どち,,"幼い者。幼児。〈漢字源〉
幼い者。〈新大字典〉
幼き者。≒稚子〈字源〉
幼子。幼児。〈漢辞海〉"
A1972,3,寰海,かんかい,,"領地と海。天下のこと。世界。〈漢字源〉
世界。〈字通〉
国の四方を取り囲んでいる海。また、四方を海に取り囲まれている国。海内。≒環海〈日本国語大辞典〉"
A1973,3,訶梨勒,かりろく,,"1.インドなどに産するシクンシ科の高木。高さ30mに達し、葉は長楕円形。枝先に白い花が群がって咲く。果実を風邪･便通などの薬にし、材は器具用にする。
2.室町時代、象牙･銅･石などでカリロクの実の形を作り、美しい袋に入れ、柱に掛けた飾り物。〈大辞泉〉
シクンシ科の落葉高木。インドシナ半島などに自生。白い花が群がって咲く。果実は薬用。〈漢字ペディア〉"
A1974,3,徙倚,しい,,"1.少し動いては立ち止まり、うろうろとする。
2.だらしのないさま。〈漢字源〉
さまよう。低回する。〈字通〉
歩きめぐること。さまようこと。〈日本国語大辞典〉"
A1975,3,帷裳,いしょう,,"1.朝廷に出仕するとき、または、催事の時に用いる裳。
2.婦人用の車のほろ。〈漢字源〉
1.朝廷への出仕や祭祀のときに着る縫い目のない衣服。
2.車のほろ。〈漢辞海〉"
A1976,3,駆黴,くばい,,"梅毒(ﾊﾞｲﾄﾞｸ:代表的な性病)を治療すること。≒駆梅〈大辞泉〉
梅毒を治療すること。≒駆梅〈日本国語大辞典〉"
A1977,3,倨侮,きょぶ,,"おごり高ぶって人を侮る。〈漢字源〉
おごりたかぶって、他人を侮ること。尊大に構えて人を見下すこと。軽侮。〈日本国語大辞典〉"
A1978,3,愎戻,ふくれい,ひょくれい,"心がいじけているさま。〈漢辞海〉
ねじけもとる。≒悖戻〈字源〉
わがままなこと。心がねじけて素直でないこと。〈新大字典〉
心がねじけていて、人に従わない。〈漢字源〉"
A1979,3,繆篆,びゅうてん,,"六書の一つ。篆書の一種で、うねり曲がった書体、漢代に印刻に用いられた。〈新漢和大字典〉
六書の一、屈曲の多い漢字。印刻に多く用いる。〈字通〉
★「繆」は、「誤る･間違う」意だと「ビュウ（繆説／紕繆）」と読み、この意と音を用いる熟語が多い。その他の音では「まとう」意だと「リョウ（繆繞）≒繚」、「結ぶ･縊る」意だと「キュウ（繆死）」、穆に通じるときは「ボク」の三項が挙げられるが、いずれも稀有。上記の意と音が反するが例外で「綢繆(ﾁｭｳﾋﾞｭｳ)」は過去頻出の語句なので必修。"
A1980,3,鬚鬢,しゅびん,,あごひげと、びんの毛。〈字通〉
A1981,3,蠢蠢,しゅんしゅん,,"1.虫がうごめくさま。
2.礼儀のないさま。
3.わけもわからずに騒ぎ立てるさま。〈漢字源〉
虫がうごめく。また、乱れさわぐさま。〈字通〉
「蠢動(ｼｭﾝﾄﾞｳ:虫がうごめくこと)」に同じ。〈漢字ペディア〉"
A1982,3,捍禦,かんぎょ,,"ふせぐ。〈字通〉
ふせぎ守ること。≒扞禦〈漢字ペディア〉"
A1983,3,凝眸,ぎょうぼう,,"凝視。〈字通〉
ひとみを凝らす。じっと集中して見る。≒凝睇〈漢辞海〉"
A1984,3,宿酲,しゅくてい,,"ふつかよい。宿酔。〈大辞泉〉
酒を多量に飲んだことにより翌日に残る頭痛などの症状。ふつかよい。≒宿酔〈漢字ペディア〉"
A1985,3,冤尤,えんゆう,,"とがめ。〈字通〉
とがめ。〈新大字典〉"
A1986,3,撼膝,かんしつ,,"膝をゆする。〈字通〉
ひざをゆりうごかす。〈字源〉"
A1987,3,蟬鬢,せんびん,,"1.せみの羽のように透き通る、薄くすいた女性の髪。
2.転じて、美人の美しい髪のたとえ。〈漢字源〉
せみの羽の如く透き通って見える髪。女の髮の美しいことに喩える。〈字源〉"
A1988,3,旃車,せんしゃ,,毛氈を荷台に張り巡らした車。〈漢字源〉
A1989,3,詛盟,そめい,,"ちかうこと。誓約すること。〈大辞林〉
ちかう。誓約する。また、ちかい。〈新漢和大字典〉
ちかう。誓約する。〈字源〉"
A1990,3,平曠,へいこう,,"平らで広いこと。〈漢字源〉
平らで広々としているさま。≒平闊〈漢辞海〉"
A1991,3,睇眄,ていべん,,"よこめにみる。〈字通〉
よこめにみる。〈字源〉
ぬすみ見る。横目でちらっと見る。≒睇視〈漢辞海〉"
A1992,3,闕掖,けつえき,,"宮中。〈新漢和大字典〉
宮廷。〈字通〉
御所。宮中。〈漢字ペディア〉
宮中。≒禁掖、宸掖〈字源〉"
A1993,3,根柢,こんてい,,"物事が成りたつ土台となるもの。根拠。≒根底〈漢字ペディア〉
≒根底
1.ねもと。
2.物事の基礎･土台。よりどころ。〈漢辞海〉"
A1994,3,聘請,へいせい,,"招聘する。〈字通〉
礼儀を尽くして人を迎え入れる。〈新漢和大字典〉
召し迎えること。〈新大字典〉
礼をつくして人を迎える。多く君主が賢者を招くことをいう。≒聘召、聘招、聘徴、聘命〈漢辞海〉"
A1995,3,干黷,かんとく,,おかしけがす。≒干瀆〈漢字源〉
A1996,3,箝制,かんせい,けんせい,"自由を奪うこと。束縛。〈漢字源〉
束縛する。〈字通〉
自由を奪うこと。束縛して自由にさせないこと。〈漢字ペディア〉"
A1997,3,殲撲,せんぼく,,"殲滅する。〈字通〉
うちたいらげてみなごろしにする。〈漢字源〉
つくしうつ。うちほろぼす。≒鏖撲〈字源〉"
A1998,3,乖繆,かいびゅう,,"あやまり。〈字通〉
物事が食い違ってでたらめである。〈漢字源〉
1.背を向け合うさま。食い違ったさま。
2.道理に合わないさま。〈漢辞海〉
★「繆」は、「誤る･間違う」意だと「ビュウ（繆説／紕繆）」と読み、この意と音を用いる熟語が多い。その他の音では「まとう」意だと「リョウ（繆繞）≒繚」、「結ぶ･縊る」意だと「キュウ（繆死）」、穆に通じるときは「ボク」の三項が挙げられるが、いずれも稀有。上記の意と音が反するが例外で「綢繆(ﾁｭｳﾋﾞｭｳ)」は過去頻出の語句なので必修。"
A1999,3,印顆,いんか,,"印章。印判。印鑑。印。〈大辞泉〉
印材に、姓名･官職名などを彫ったもの。印章。印判。〈漢字ペディア〉"
A2000,3,民氓,みんぼう,,"人民のこと。≒民萌〈漢字源〉
一般人民。たみ。≒民萌〈漢辞海〉"
A2001,3,蚊睫,ぶんしょう,,"蚊のまつげ。ごく微細なもののたとえ。〈漢字源〉
蚊のまつげ。極めて微細な場所のたとえ。〈漢辞海〉"
A2002,3,滄瀛,そうえい,,"大海原。〈字通〉
あおうなばら。蒼海。〈新大字典〉
大海。≒滄溟〈字源〉"
A2003,3,聚訟,しゅうしょう,,"皆で是非を争う。〈字通〉
1.みんながわいわいと言い張る。あつまって言い争う。
2.多くの人が連名でうったえる。〈新漢和大字典〉
言い争ってまとまりがつかないこと。〈大辞泉〉"
A2004,3,瀏瀏,りゅうりゅう,,"1.きよくさえて、なめらかなさま。
2.風の速くふくさま。〈漢字源〉
1.風の速く吹くさま。
2.清らかで明るいさま。〈漢字ペディア〉"
A2005,3,芒刺,ぼうし,,"1.草木のとげ。いばらなどのとげ。のぎ。
2.生物の体表などにあるとげ状の突起。〈日本国語大辞典〉
★芒刺背(ﾊｲ)に在(ｱ)り…いばらのとげがせなかにある。びくびくして落ち着かないさま。〈故事俗信ことわざ大辞典〉"
A2006,3,烝民,じょうみん,,"万民。〈字通〉
多くの民。〈字源〉
多くの人民。庶民。万民。≒黎民、蒸民〈漢字ペディア〉"
A2007,3,詆訶,ていか,,"そしる。けなす。〈字通〉
悪く言う。そしる。〈新漢和大字典〉"
A2008,3,乖別,かいべつ,,"人々が離れ離れになる。離散する。〈漢字源〉
別れる。〈字通〉"
A2009,3,瞳睛,どうせい,,"ひとみ。〈字通〉
ひとみ。〈字源〉
「瞳孔」に同じ。〈漢字ペディア〉"
A2010,3,闡繹,せんえき,,"明らかにし、のべる。〈字通〉
明らかにし述べる。〈漢辞海〉
ひらき述べる。〈字源〉"
A2011,3,城址,じょうし,,"しろあと。≒城趾〈漢辞海〉
城のあったあと≒城趾、城跡〈漢字ペディア〉
城のあった跡。城郭また城市の跡。しろあと。城跡。≒城趾"
A2012,3,詆劾,ていがい,,弾劾。〈字通〉
