ID,難易度,問題,解答,別答,意味,同音異義語用
I0958,3,魚は【ジョウロウ】に焼かせよ、餅は下種に焼かせよ,上﨟,上臈,"👉さかなはじょうろうにやかせよ、もちはげすにやかせよ。
魚や餅の上手な焼き方を言ったもの。また、仕事によって人には適不適があるから、ふさわしい人を選べということ。〈新明解故事ことわざ辞典〉
★「上﨟」は、身分の高い婦人。
★「下種」は、身分の卑しい者。
★魚はおっとりした人がゆっくり焼いた方が身が崩れないので良いが、餅はがつがつした人が何度もひっくり返した方が焦げすぎないので良いという意から。
＊『諺苑』",ジョウロウ
I0959,3,【エイマン】の咎,盈満,,"👉えいまんのとが。
富や権力が絶頂に達すると、必ず衰退の兆しが表れること。〈新明解故事ことわざ辞典〉
★「盈満」は、満ち足りること。
★物事が満ち足りているときは、災いが生じやすいという意から。
＊『後漢書-方術伝折像』",エイマン
I0960,3,越鶏は【コクラン】を伏す能わず,鵠卵,,"👉えっけいはこくらんをふくすあたわず。
人の才能を超えた大きなことを求めても無理だというたとえ。〈新明解故事ことわざ辞典〉
★「越」は、昔、中国の東南にあった地方の古名。
★「鵠」は、白鳥。
★「伏す」は、卵を抱いて孵(ｶｴ)す意。
★小型の越の鳥は白鳥の大きな卵を温めることは不可能なことから。
＊『荘子-庚桑楚』",コクラン
I0961,3,【エンカ】の駒,轅下,,"👉えんかのこま。
無理なことを強いられて苦しむこと。また、人から束縛されて自由にならないことのたとえ。〈新明解故事ことわざ辞典〉
★「轅」は、牛馬に引かせるために、馬車の左右両側から前に差し出た二本の棒。ながえ。
★「駒」は、二歳の若い馬。
★まだ力が弱いのに車につながれた若馬の意から。
＊『史記-魏其武安伝』",エンカ
I0962,3,【エンソ】河に飲むも満腹に過ぎず,偃鼠,"鼴鼠
鼹鼠","👉えんそかわにのむもまんぷくにすぎず。
人はそれぞれの分に応じて満足するものであるたとえ。身の程を知るがよいということ。〈新明解故事ことわざ辞典〉
★「偃鼠･鼴鼠」は、もぐら。
★もぐらが河の水を飲んでも、小さな腹を満たすにすぎない意から。
＊『荘子-逍遙遊』",エンソ
I0963,3,愛【オクウ】に及ぶ,屋烏,,"👉あいおくうにおよぶ。
愛情が深いことのたとえ。〈漢字ペディア〉
★人を愛すると、その人の家の屋根にいるカラスまでかわいいと思うようになるという故事から。
類：屋烏の愛
＊『説苑-貴徳』",オクウ
I0964,3,【ウ】を好むに瑟を鼓す,竽,,"👉うをこのむにしつをこす。
人の好みに合わないことをするたとえ。〈新明解故事ことわざ辞典〉
★「竽」は、笙(ｼｮｳ)に似た竹製の楽器。
★「瑟」は、大型の琴。
★「鼓す」は、かき鳴らす意。
★相手は竽を好むのに、自分の好きな瑟を鳴らして聞かせることから。
＊『韓愈-答陳商書』",ウ
I0965,3,思い【オモクサ】思われ面皰,面瘡,,"👉おもいおもくさおもわれにきび。
にきびは、人を恋しく思ったり人に思いを寄せられていたりする証拠だということ。若い男女を冷かしていうことが多い。〈新明解故事ことわざ辞典〉
★「面瘡」は、にきび、そばかすなどのこと。
＊『日本俚諺大全』",オモクサ
I0966,3,表木綿の裏【カイキ】,甲斐絹,"海気
海黄","👉おもてもめんのうらかいき。
うわべを地味にして、目に見えない所に贅沢をすることのたとえ。〈新明解故事ことわざ辞典〉
★「甲斐絹」は、甲斐(山梨県)で作られる平織の絹布。
★木綿の表地でできた着物の裏地に、甲斐絹をつけることから。
＊『諺語大辞典』",カイキ
I0967,3,【オンザ】の初物,穏座,,"👉おんざのはつもの。
盛りを過ぎるころの果物や野菜などは、初物と同じように珍重されるということ。また、物事の終わりがよい時や、晩年になって知識や芸能などが大成することのたとえにも用いられる。〈新明解故事ことわざ辞典〉
★「穏座」は、朝廷などで正式の宴会がすんだあと、くつろいで行う略式の飲食や奏楽。転じて、盛りを過ぎた物、とくに果物や野菜について言う。
類：終わり初物
類：末の初物。
＊『俳諧･鷹筑波-二』",オンザ
I0968,3,【カイケイ】の恥,会稽,会𥡴,"👉かいけいのはじ。
敗戦の屈辱。また、他人から受けた酷い恥辱。積年の恨みや恥辱にも言う。〈新明解故事ことわざ辞典〉
★「会稽」は、中国浙江(ｾｯｺｳ)省紹興(ｼｮｳｺｳ)市の東南にある会稽山。
★中国、春秋時代、越王勾践(ｺｳｾﾝ)は会稽山の戦闘で呉王夫差(ﾌｻ)に敗れ、さまざまな屈辱を味わったという故事から。
＊『史記-越世家』",カイケイ
I0969,3,【カイトク】車を破る,快犢,,"👉かいとくくるまをやぶる。
元気過ぎて乱暴な子供は、将来大物になる可能性があること。そうした子は将来有望であるから成長が楽しみであること。また、そうした子供には自制させて無事に成長させるべき意にも用いる。〈新明解故事ことわざ辞典〉
★「快犢」は、元気の良い子牛。
★元気のよい子牛は車を壊すこともあるが、成長した後が楽しみだという意から。
＊『晉書-石季龍載記･上』",カイトク
I0970,3,【ガイフウ】南よりして彼の棘心を吹く,凱風,,"👉がいふうみなみよりしてかのきょくしんをふく。
母親が愛情をもって子供を暖かく見守り育てることのたとえ。〈新明解故事ことわざ辞典〉
★「凱風」は、万物を成長発育させる暖かい南風で、母の慈愛を表す。
★「棘心」は、とげのあるいばらの木の芽生えで、手のかかる子を表す。
★暖かい南風が吹いて、いばらの若い芽を育てる意から。
＊『詩経-邶風･凱風』",ガイフウ
I0971,3,【ウツバリ】の燕,梁,,"👉うつばりのつばめ。
我が子を思う親の深い愛情のたとえに言う。〈日本国語大辞典〉
★梁(ﾔﾅ)に巣をつくり育てる燕の意。
＊『謡曲･丹後物狂』",ウツバリ
I0972,3,鏡明らかなれば則ち【ジンコウ】止まらず,塵垢,,"👉かがみあきらかなればすなわちじんこうとどまらず。
心の美しい人は、欲望に心を乱されることはない。〈新明解故事ことわざ辞典〉
★磨かれた鏡は、塵や垢でも、曇ることがないという意から。
＊『荘子-徳充符』",ジンコウ
I0973,3,餓鬼も【ニンズ】,人数,,"👉がきもにんず。
取るに足りない者でも時には何かの役に立つこともあるたとえ。また、取るに足りない者でも大勢集まるとあなどりがたいたとえ。〈漢字ペディア〉
＊『月庵酔醒記-中･世活』",ニンズ
I0974,3,【カシ】の璧,和氏,,"👉かしのへき。
中国古代の名高い宝玉の名。〈漢字ペディア〉
★中国、春秋時代、楚(ｿ)の卞和(ﾍﾞﾝｶ)が山中で宝石の原石を見つけ、厲王(ﾚｲｵｳ)に献上したところ、ただの石と鑑定され罰に左足を切られた。のち武王に献じたが、やはり石ころと鑑定され右足を切られた。その後、文王のとき、今度は献上せず玉を抱いて涙を流していたところを文王に下問され、文王が鑑定させたところ、果たして天下の宝玉であったという故事から。
＊『韓非子-卞和篇』",カシ
I0975,3,【カセイ】は虎よりも猛し,苛政,,"👉かせいはとらよりもたけし。
むごい政治を戒める語。〈漢字ペディア〉
★むごい政治が人民を苦しめるのは、人食いトラよりも激しく恐ろしいということ。
＊『礼記-檀弓下』",カセイ
I0976,3,花中の【オウゼツ】は花ならずして芳し,鶯舌,鴬舌,"👉かちゅうのおうぜつははなならずしてかんばし。
周囲の環境が良いと、その中に居るものも自然に良くなることのたとえ。〈新明解故事ことわざ辞典〉
★花の中で鳴くウグイスの声は、花がにおうように美しく感じられるという意から。
＊『虎明本狂言･花子』",オウゼツ
I0977,3,【エッケン】雪に吠ゆ,粤犬,,"👉えっけんゆきにほゆ。
識見の狭い者は他の卓絶した言行に対し、疑い怪しんで非難する。〈中国古典名言事典〉
★粤(ｴﾂ)の地方は雪が少ないので、雪が降ると、常ならば雪をよろこぶ犬が怪しんで吠える意。
＊『楊万里-茘子歌』",エッケン
I0978,3,【カデン】に履を納れず,瓜田,,"👉かでんにくつをいれず。
人に疑われるようなことはするなということ。〈漢字ペディア〉
★ウリ畑でくつをはきなおすとウリを盗んでいると疑われるおそれがあることから。
＊『古楽府-君子行』",カデン
I0979,3,【ガトウ】の側他人の鼾睡を容れず,臥榻,,"👉がとうのかたわらたにんのかんすいをいれず。
自分の国以外の国の独立を許すわけにはいかない。あくまでも天下を統一する意志があるというたとえ。〈故事俗信ことわざ大辞典〉
★「臥榻」は、寝台。
★「鼾睡」は、いびきをかいて眠ること。
★自分の寝台のそばで大きないびきをかいているじゃま者の存在を許すことはできない意。
＊『十八史略-宋･太祖皇帝』",ガトウ
I0980,3,神の【ホクラ】も梯のままに,神庫,,"👉かみのほくらもはしだてのままに。
一見困難と思われることでも、適切な手段を用いれば、実現できることのたとえ。〈新明解故事ことわざ辞典〉
★「神庫」は、神宝を納めておく蔵。
★「梯」は、はしごの意。
★高くて近寄りがたい神庫でも、はしごをかければ登れるという意から。
＊『書紀（720）垂仁八七年二月』",ホクラ
I0981,3,【カリョウ】の別れ,河梁,,"👉かりょうのわかれ。
人と別れること。特に親しい人を見送るつらい別れ。〈漢字ペディア〉
★「河梁」は、河に架けられた橋。
★匈奴(ｷｮｳﾄﾞ)に捕らわれていた漢の李陵(ﾘﾘｮｳ)が、先に郷里に帰る蘇武(ｿﾌﾞ)に「手を携(ﾀｽﾞｻ)えて河梁に上る…」という惜別の詩を送ったことから。
＊『李白-蘇武詩』",カリョウ
I0982,3,餓狼の【ホウチュウ】を守る如し,庖厨,庖廚,"👉がろうのほうちゅうをまもるごとし。
大切なものをもっとも危険な人物に守らせることのたとえ。〈新明解故事ことわざ辞典〉
★「餓狼」は、飢えた狼。
★「庖厨」は、台所。
★飢えた狼に台所を守らせるという意から。
＊『後漢書-仲長統伝』",ホウチュウ
I0983,3,河は【イイ】を以ての故に能く遠し,委蛇,,"👉かわはいいをもってのゆえによくよおし。
大きな事を成し遂げるには、あせって一線に進むのではなく、段階を踏んでこそ達成できることのたとえ。〈新明解故事ことわざ辞典〉
★「委蛇」は、曲がりくねるさま。
★川は曲がりくねって流れるから、遠くまで流れることができるという意から。
＊『説苑-説叢』",イイ
I0984,3,【カワラケ】の欠けも用あり,土器,瓦,"👉かわらけのかけもようあり。
不要だと思われる物でも、何かの役に立つ事があるというたとえ。〈新明解故事ことわざ辞典〉
★「土器」は、素焼きの陶器。
★用をなさない壊れた土器でも、何かの役に立つことから。
＊『町人囊-序』",カワラケ
I0985,3,【カンガイ】相望む,冠蓋,冠葢,"👉かんがいあいのぞむ。
使者が次々に送り出されるさま。〈漢字ペディア〉
★使者の冠と使者を乗せた車のおおいが順々に見える意。
＊『戦国策-襄王』",カンガイ
I0986,3,【カン】無きを以て吠えざるの狗を畜うべからず,姦,奸,"👉かんなきをもってほえざるのいぬをかうべからず。
天下太平の世の中でも、無能な人間を登用すべきではないということのたとえ。〈新明解故事ことわざ辞典〉
★悪人がいないからといって、吠えない犬を飼う必要はないという意から。
＊『蘇軾-上神宗皇帝書』",カン
I0987,3,【カンピョウ】の一斑,管豹,,"👉かんぴょうのいっぱん。
物の見方や考え方の狭いことのたとえ。〈新明解故事ことわざ辞典〉
★管を通して豹の毛皮を覗き、その斑の一部を見ることから。
＊『晉書-王献之伝』",カンピョウ
I0988,3,【キ】、塩車に服す,驥,,"👉き、えんしゃにふくす。
すぐれた人物が世に認められないでつまらない仕事をさせられることのたとえ。〈新明解故事ことわざ辞典〉
★「驥」は、一日に千里を走るという名馬。
★「塩車」は、塩を運ぶ車。
★名馬が塩を運ぶ車を引くのに使われる意から。
＊『戦国策-楚策』",キ
I0989,3,【キザン】の志,箕山,,"👉きざんのこころざし。
世俗の名利を捨てて隠れ住み、自分の節操を守ること。〈漢字ペディア〉
＊『曹丕-又与呉質書』",キザン
I0990,3,貴珠は【センボウ】より出ず,賤蚌,賎蚌,"👉きしゅはせんぼうよりいず。
すぐれた人物が貧賤な境遇から生まれ出ることのたとえ。〈新明解故事ことわざ辞典〉
★「貴珠」は、真珠。
★「蚌」は、ドブ貝。からす貝の一種。
★貴重な真珠が汚いドブ貝の中からとれるという意から。
＊『抱朴子-博喩』",センボウ
I0991,3,【キセキ】に入る,鬼籍,,"👉きせきにいる。
死亡すること。〈新明解故事ことわざ辞典〉
★「鬼籍」は、過去帳。本来の意味は、閻魔が持っている帳面で、そこには死者の氏名や死亡年月日が書き記してあるという。
★過去帳に記入されるということから。
＊『経国美談〈矢野龍渓〉前･七』",キセキ
I0992,3,【ギバ】、扁鵲でもいかぬ,耆婆,,"👉ぎば、へんじゃくでもいかぬ。
不治の病のたとえ。また、事態が深刻でどうにもならないことのたとえ。〈新明解故事ことわざ辞典〉
★「耆婆」は、古代インドの名医。
★「扁鵲」は、古代中国の名医。
★耆婆や扁鵲という名医をもってしても治らないという意から。
＊『俚言集覧』",ギバ
I0993,3,【ギュウテイ】鶏を烹る,牛鼎,,"👉ぎゅうていにわとりをにる。
大きな才能をもつ人には、小さな仕事は適さないたとえ。〈漢字ペディア〉
★ウシを煮るほどの大きななべは、ニワトリを煮るのに適さない意から。
＊『史記』",ギュウテイ
I0994,3,一簞の【シ】、一瓢の飲,食,,"👉いったんのし、いっぴょうのいん。
きわめて貧しい食事のこと。また、清貧に甘んずること。〈新明解故事ことわざ辞典〉
★「簞」は、わりご。竹製の食器。
★「瓢」は、ひさご。酒や水を入れる器。
★わりご一杯の飯と、ひさご一杯の飲み物という意から。
＊『論語-雍也』",シ
I0995,3,【キョッコウ】の楽しみ,曲肱,,"👉きょっこうのたのしみ。
貧しいなかから見いだされる楽しみ。〈漢字ペディア〉
★「曲肱」は、ヒジを曲げて枕にして眠ること。貧しい生活のたとえ。
＊『論語-述而』",キョッコウ
I0996,3,【キンカク】の贈,巾幗,,"👉きんかくのぞう。
意気地のないことをあざけること。〈新明解故事ことわざ辞典〉
★「巾幗」は、女性の髪飾り。一説に、女性が喪中にかぶる冠。
★女性用の髪飾りを男性に贈る意から。
＊『晉書-宣帝紀』",キンカク
I0997,3,騏驥の【キョクチョク】するは駑馬の安歩に如かず,跼躅,,"👉ききのきょくちょくするはどばのあんぽにしかず。
どんなにすぐれた人間でも怠けていれば、平凡だが努力し続ける人間にはかなわないというたとえ。〈新明解故事ことわざ辞典〉
★「騏驥」は、一日に千里を走るという名馬。
★「跼躅」は、ぐずぐずして進まないこと。
★「駑馬」は、足ののろい馬。
★「安歩」は、静かにゆっくりと歩くこと。
★すぐれて足の速い馬でも、ぐずぐずしていれば、ゆっくりと歩き続ける駄馬に及ばないという意から。
＊『史記-淮陰侯伝』",キョクチョク
I0998,3,【キンラン】の契り,金蘭,,"👉きんらんのちぎり。
固く美しい友情のこと。〈漢字ペディア〉
★「金」は、固いもののたとえ。
★「蘭」は、美しいたとえ。
＊『易経-繫辞･上』",キンラン
I0999,3,金を炊ぎ玉を【セン】す,饌,,"👉きんをかしぎぎょくをせんす。
豪華で贅沢な食事。歓待されたことに感謝の気持ちを述べる時にも用いる。〈新明解故事ことわざ辞典〉
★「饌す」は、食べる。また、並べる。
★黄金を炊いて食物とし、玉を取りそろえて膳に並べるという意から。
＊『駱賓王-帝京篇』",セン
I1000,3,【イサゴ】に黄金、泥に蓮,砂,"沙
砂子
沙子","👉いさごにこがね、でいにはちす。
つまらない物の中にに良い物が混じっていることのたとえ。〈新明解故事ことわざ辞典〉
★砂に砂金が混じっていたり、泥沼の中で蓮の花が咲いたりすることから。
＊『謡曲･阿古屋松』",イサゴ
I1001,3,強弩の末【ロコウ】に入る能わず,魯縞,,"👉きょうどのすえろこうにいるあたわず。
初めは強いものでも衰えては力がなくなり、何事もできなくなることのたとえ。英雄や強国の末路にいう。〈故事俗信ことわざ大辞典〉
★「強弩」は、引き金仕掛けの強い石弓。
★「魯縞」は、魯の国で生産される薄手の絹。
★強い弓から放たれた矢も、ついには力が弱って、魯国に産する薄い絹をつらぬくこともできないほどになる意。
＊『漢書-韓安国伝』",ロコウ
I1002,3,【キカク】の勢い,掎角,,"👉きかくのいきおい。
前後から呼応して敵に当たる態勢をいう。〈新大字典〉
★「掎角」は、前後相応じて敵に当たること。鹿を捕獲するとき、後ろからあしを引くのを「掎」、前から角をつかむのを「角」ということから。
＊『北史-爾朱栄伝』",キカク
I1003,3,君子【トウトウ】として小人戚戚たり,蕩蕩,,"👉くんしとうとうとしてしょうじんせきせきたり。
君子は道に従って行動するから、心は穏やかでのびのびとしているが、小人はいつもくよくよと思い悩んでいるということ。〈新明解故事ことわざ辞典〉
★「蕩蕩」は、穏やかで心がゆったりしていること。
★「戚戚」は、心配してくよくよすること。
＊『論語-述而』",トウトウ
I1004,3,君子は【ホウチュウ】を遠ざく,庖厨,庖廚,"👉くんしはほうちゅうをとおざく。
君子は生き物の死をあわれんで、それらが料理される台所には近寄らないということ。〈新明解故事ことわざ辞典〉
★「庖厨」は、台所の意。
＊『孟子-梁恵王･上』",ホウチュウ
I1005,3,蛍火を以て【シュミ】を焼く,須弥,,"👉けいかをもってしゅみをやく。
微力な者が、できもしない大きなことをしようとするたとえ。〈新明解故事ことわざ辞典〉
★「須弥」は、須弥山(ｼｭﾐｾﾝ)。仏教の世界観で、宇宙の中心にそびえるという高い山。
★小さな蛍の火で須弥山のような大きな山を焼こうとする意から。
＊『大方広円覚修多羅了義経略疏-二』",シュミ
I1006,3,【ケイケイ】甕裏の天,醯鶏,,"👉けいけいおうりのてん。
世間知らずで見識の狭い人のたとえ。〈新明解故事ことわざ辞典〉
★「醯鶏」は、酢や酒の甕(ｶﾒ)などに住む小虫。かつおむし。
★「甕裏」は、甕の中。
★甕の底に住む小虫が、甕の中だけを天地と考えて外界を知らないことから。
＊『荘子-田子方』",ケイケイ
I1007,3,【ケツ】の犬尭に吠ゆ,桀,,"👉けつのいぬぎょうにほゆ。
人間は、自分の主人から目を掛けられ、恩義を受けると、主人のためにはどんなことでもするようになるというたとえ。〈新明解故事ことわざ辞典〉
★「桀」は、中国古代夏(ｶ)王朝の暴君。
★「尭」は、中国古代の伝説上の帝王。理想的な君主。
★暴君の桀王に飼われている犬は、主人の命令があれば聖人の尭帝にも吠えつくということから。
＊『鄒陽-獄中上梁王書』",ケツ
I1008,3,【ケンカ】玉樹に倚る,蒹葭,,"👉けんかぎょくじゅによる。
身分の低い人物が、身分の高い親戚の勢いを借りること。また、権威のある親戚のおかげで栄えるのをあざけること。〈新明解故事ことわざ辞典〉
★「蒹」は、まだ穂のででいない荻(ｵｷﾞ)。「葭」は生えたばかりの葦(ｱｼ)。ともに、つまらない草の意。身分の低い者のたとえ。
★荻と葦が美しい木に寄りかかって生存している意から。
＊『世説新語-容止』",ケンカ
I1009,3,【ケンケン】壅がざれば終に江河となる,涓涓,,"👉けんけんふさがざればついにこうがとなる。
災いは、小さなうちに断ち切らなければ、大事に至ることのたとえ。〈新明解故事ことわざ辞典〉
★「涓涓」は、小川などの水が細く流れるさま。
★「江河」は、長江と黄河。大河の意。
★小さな流れの内にせき止めないと、しまいには大きな川となるということから。
＊『孔子家語-観周』",ケンケン
I1010,3,【ケンテキ】岩を穿つ,涓滴,,"👉けんてきいわをうがつ。
小さなことでも続ければ大事を成すたとえ。〈漢字ペディア〉
★「涓滴」は、水のしずく。したたり。
★一滴ずつの水も、とぎれることなく落ち続ければ、岩に穴をあける意から。
＊不明",ケンテキ
I1011,3,【ケンロ】の技,黔驢,,"👉けんろのわざ。
自分の腕前や技量が劣っているのを自覚せずに恥をかくこと。また、取るに足りない見かけ倒しの腕前や技量。〈漢字ペディア〉
★「黔驢」は、黔州(ｹﾝｼｭｳ:中国貴州省)のロバ。
★ある人がロバのいない黔州にロバを連れて行き放した。トラは体の大きいロバを見て初めは恐れたが、蹴(ｹ)るだけでほかに何もできないことを見破り、ついにロバを食い殺した故事から。
＊『柳宗元-三戒･黔之驢』",ケンロ
I1012,3,孔丘【トウセキ】俱に塵埃,盗跖,,"👉こうきゅうとうせきともにじんあい。
聖人も悪人も、死んでしまえばみんな同じようにちりやほこりになってしまうということ。〈新明解故事ことわざ辞典〉
★「孔丘」は、孔子。
★「盗跖」は、孔子と同じ春秋時代の大泥棒。
＊『杜甫-酔時歌』",トウセキ
I1013,3,【コウキョウ】で親の頭を打つ,孝経,,"👉こうきょうでおやのあやまをうつ。
言うこととすることが違っていること。言行不一致のたとえ。〈新明解故事ことわざ辞典〉
★「孝経」は、中国の経書の一つ。孔子が門人の曽参と行動について行った問答を、弟子が記録したものといわれる。
★親孝行を解く孝経で親をたたく意から。
＊『秘蔵宝鑰-中』",コウキョウ
I1014,3,【コウジ】の下必ず死魚有り,香餌,,"👉こうじのもとかならずしぎょあり。
人は利益を得るためには、命を落とすこともいとわないものだというたとえ。また、利益のかげには必ず危険がひそんでいるたとえ。〈漢字ペディア〉
★「香餌」は、よいかおりのする餌。
＊『三略-上略』",コウジ
I1015,3,【ゴウシャ】の眷属,恒沙,,"👉ごうしゃのけんぞく。
きわめて多くの同類や同族。〈故事俗信ことわざ大辞典〉
★「恒沙」は、恒河(ｶﾞﾝｼﾞｽ川)の砂。無限の数量のたとえ。
＊『車屋本謡･春日龍神』",ゴウシャ
I1016,3,【コウセン】の路上老少無し,黄泉,,"👉こうせんのろじょうろうしょうなし。
死は、年齢に関係なくおとずれるということのたとえ。〈漢字ペディア〉
★「老少」は、老人と若者のこと。
★あの世への道を行く者には、老いも若きもないという意から。
＊『諺語大辞典』",コウセン
I1017,3,【エイ】を脱す,穎,頴,"👉えいをだっす。
才気が自然に表に現れることのたとえ。〈日本国語大辞典〉
＊不明",エイ
I1018,3,【コウモウ】を以て炉炭の上に燎く,鴻毛,,"👉こうもうをもってろたんのうえにやく。
きわめて簡単に物事が片付くことのたとえ。〈新明解故事ことわざ辞典〉
★「鴻毛」は、おおとりの毛。
★おおとりの毛は炉の炭の上ですぐに燃えてしまうことから。
＊『史記-刺客伝･荊軻』",コウモウ
I1019,3,呉下の【アモウ】,阿蒙,,"👉ごかのあもう。
いつまでも進歩がない昔のままの人間であるたとえ。また、無学な者のたとえ。〈漢字ペディア〉
★「呉下」は、呉国にいるということ。
★「阿」は、親しんで呼びかける際に名前の上につける語。
★呉国にいたころの蒙さんの意。
★中国、三国時代、無学だった呉の呂蒙(ﾘｮﾓｳ)は主君孫権のすすめで学問に励んだ。久しぶりに会った魯粛(ﾛｼｭｸ)が「もはや呉にいたころの蒙さんではない」と言って感服した故事から。
＊『呉志注-呂蒙伝』",アモウ
I1020,3,黒牛【ハクトク】を生む,白犢,,"👉こくぎゅうはくとくをうむ。
人間世界のまわり合わせの吉凶は一定していないというたとえ。〈故事俗信ことわざ大辞典〉
★「白犢」は、白い子牛。
★中国、宋の人の家で黒い牛が白い小牛を続けて生んだので、これを孔子の言に従って天帝に奉ったところ、その家の親子が盲目になった。しかし、そのために戦争で死ぬことから免れたという故事による。
＊『列子-説符』",ハクトク
I1021,3,鵠を刻して【ボク】に類す,鶩,,"👉こくをこくしてぼくにるいす。
謹厳実直の人を見習って努力すれば、同じようにはなれなくても、似通った善人にはなれるということ。〈新明解故事ことわざ辞典〉
★「鵠」は、白鳥。
★「鶩」は、あひる。
★白鳥を彫刻してうまくできなくても、アヒルぐらいには見えるという意から。
＊『後漢書-馬援列伝』",ボク
I1022,3,【ゴソ】は五技にして窮す,梧鼠,鼯鼠,"👉ごそはごぎにしてきゅうす。
器用でいろいろできるが、どれもものにならないこと。けら才。〈故事俗信ことわざ大辞典〉
★「梧鼠･鼯鼠」は、むささび。
★むささびの五技とは飛ぶ、木登りをする、泳ぐ、掘る、走るの五つ。むささびが多くの技能を持ちながら、どれも中途半端であることからいう。
＊『荀子-勧学』",ゴソ
I1023,3,【コゾ】植えた柿の木,去年,,"👉こぞうえたかきのき。
物事の成就しないことのたとえ。〈故事俗信ことわざ大辞典〉
★柿は植えてから一年では実がならないところからいう。
＊『歌謡･禁中千秋万歳歌-京の町』",コゾ
I1024,3,【コチュウ】の天,壺中,壷中,"👉こちゅうのてん。
世俗を離れた別世界。また、酒を飲み世俗を忘れる楽しみ。〈漢字ペディア〉
★中国、後漢時代、費長房(ﾋﾁｮｳﾎﾞｳ)は、薬屋の老人が店を閉めるとたちまち小さくなってつぼにとび込むのを見つけ、自分も一緒につぼに入れてもらったところ、そこにはりっぱな宮殿や山のような美酒･美肴(ﾋﾞｺｳ)があり、楽しみを尽くして帰ってきたという故事から。
＊『後漢書-方術伝下･費長房』",コチュウ
I1025,3,【コテツ】の鮒魚,涸轍,,"👉こてつのふぎょ。
危機や困難が目の前にさしせまっていること。また、窮地に立たされた人のたとえ。〈漢検四字熟語辞典〉
★「涸」は、水がかれること。
★「轍」は、車のわだちで車輪のあと。
★「鮒魚」は、ふな。
★水が枯れた轍(ﾜﾀﾞﾁ)にいる鮒(ﾌﾅ)の意。
＊『荘子-外物』",コテツ
I1026,3,【ウツバリ】の埃落つ,梁,,"👉うつばりのほこりおつ。
歌のうまいことのたとえ。梁(ｳﾂﾊﾞﾘ)の塵を動かす。〈故事俗信ことわざ大辞典〉
＊『浮世草子･好色二代男-五･三』",ウツバリ
I1027,3,【サイイ】親を娯しましむ,綵衣,彩衣,"👉さいいおやをたのしましむ。
親孝行のたとえ。〈新明解故事ことわざ辞典〉
★「綵衣」は、五色の美しい模様のある衣服。
★子供が着る色模様の衣服を着て親を喜ばせるという意。
★中国、周代に老萊子(ﾛｳﾗｲｼ)という人が、70になっても色模様の着物を着、赤子のまねをしてみせて高齢の親を慰め喜ばせたという故事による。
＊『曹植-鼓卑舞歌･霊芝篇』",サイイ
I1028,3,【サイシン】の憂い,采薪,,"👉さいしんのうれい。
自分の病身をへりくだっていう語。〈漢字ペディア〉
★病気になって、たきぎをとりにすら行けないという意。
＊『孟子-公孫丑･下』",サイシン
I1029,3,桀の犬【ギョウ】に吠ゆ,尭,,"👉けつのいぬぎょうにほゆ。
人間は、自分の主人から目を掛けられ、恩義を受けると、主人のためにはどんなことでもするようになるというたとえ。〈新明解故事ことわざ辞典〉
★「桀」は、中国古代夏(ｶ)王朝の暴君。
★「尭」は、中国古代の伝説上の帝王。理想的な君主。
★暴君の桀王に飼われている犬は、主人の命令があれば聖人の尭帝にも吠えつくということから。
＊『鄒陽-獄中上梁王書』",ギョウ
I1030,3,【サク】を易う,簀,,"👉さくをかう。
学徳の高い人が死ぬ。転じて、人が死ぬ。〈故事俗信ことわざ大辞典〉
★「簀」は、寝床の下にも敷く竹で編んだすのこ。
★「易」は、取り換える意。
★孔子の弟子の曽子が危篤になったとき、大夫の季孫から賜った美しい簀を敷いたまま臨終を迎えることを憚り、他の簀にかえたという故事による。
＊『礼記-檀弓上』",サク
I1031,3,【サンカイ】を植う,三槐,,"👉さんかいをうう。
子孫に高位高官にのぼる者の出るのを期待することのたとえ。〈新明解故事ことわざ辞典〉
★「三槐」は、「槐」はえんじゅの木。中国周代、朝廷の庭に三本のえんじゅの木を植え、三公(太師･太傅(ﾀｲﾌ)･太保)がこの木の方に向かって座って執務したことから、三公を三槐、その位を槐位といった。
＊『蘇軾-三槐堂銘』",サンカイ
I1032,3,【ザンシン】国を乱し妬婦家を破る,讒臣,,"👉ざんしんくにをみだしとふいえをやぶる。
偽って主君に告げ口をする臣下がいれば国は乱れるし、嫉妬深い女は家の平和を壊すもとになるということ。〈新明解故事ことわざ辞典〉
★「讒臣」は、事実を曲げ偽って他人の悪口を主君につげる臣下。
★「妬」は、やきもちをやくこと。
＊『曽我物語-二･若君の御事』",ザンシン
I1033,3,【サンプ】の養,三釜,,"👉さんぷのよう。
給与が少なく貧しいなかで、親に孝養をつくすこと。〈漢字ペディア〉
★「釜」は、中国、春秋戦国時代の容量の単位で、食米六斗四升のこと。転じて、薄給の意。
★曽子が、わずか三釜の給料でも親に孝養をつくすことができて楽しかったが、後に3000鍾(1鍾は10釜)の高給をとるようになっても親が死んでしまって楽しくないと言ったという故事による。
＊『荘子-寓言』",サンプ
I1034,3,【ジキョウ】息まず,自彊,,"👉じきょうやまず。
ひたすらつとめ励んで怠らないこと。〈新明解故事ことわざ辞典〉
★「自彊」は、自らつとめはげむこと。
＊『易経-乾卦』",ジキョウ
